 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.12641481	0.095364045	0.089789886	0.0566875	0.0648520925	0.057171475	0.036504149	0.0423825675	0.0687676485	0.0384061815	0.1169371925	0.20672249
a20	0.10431965	0.086629383	0.0810648376667	0.0632652933333	0.0721300141667	0.048900311	0.035497524	0.0652437725	0.0959755328333	0.0464754788333	0.154434030833	0.146064213333
a37	0.0992406016667	0.0778702146667	0.0833114792222	0.0811878211111	0.0944546747222	0.0308181063333	0.0259920986667	0.0629812875	0.0943968376111	0.0414683629444	0.196429970278	0.111848564444
a24	0.0656725798889	0.0524473885556	0.0623985347407	0.0950137437037	0.115492119907	0.0235377921111	0.0230177148889	0.0446668558333	0.080170454537	0.0292726603148	0.277600550093	0.130709571481
a31	0.0404988632963	0.0381973075185	0.0728346049136	0.100397551235	0.103961951636	0.0252951177037	0.0395675392963	0.0590504269444	0.056702649179	0.0376709577716	0.258617778031	0.16720519716
a39	0.0295379514321	0.0320417781728	0.0870439483045	0.0932892820783	0.082934807212	0.0242940309012	0.0668123470988	0.0675081273148	0.0389877897263	0.0536193245905	0.185434417344	0.238496169053
a31	0.030462291144	0.0333190770576	0.0902709961015	0.0700567873594	0.070829420404	0.0292461359671	0.0598149460329	0.0522372891049	0.0468266742421	0.0502991375302	0.143006349115	0.323630883018
a24	0.0364685507147	0.0401399610192	0.108584785367	0.0485716641198	0.0560722181347	0.036431962989	0.0348882293443	0.0550041297016	0.0570434280807	0.0595596618434	0.103511833038	0.363723541006
a31	0.0299731109049	0.0350573983397	0.091800652789	0.0373245383733	0.0485786193782	0.0348637359963	0.0260765324481	0.0499942849005	0.0575060226936	0.0584927092811	0.108048721013	0.422283620335
a28	0.0206810079683	0.0302102187799	0.0606691875963	0.0246238944578	0.0404779467927	0.0297330516654	0.0216615844827	0.0480089499668	0.0637612175645	0.096617186427	0.168499723671	0.395055986778
a24	0.0211052026561	0.0306956069266	0.0539366481988	0.0218873041526	0.0338320709309	0.0307158352218	0.0178407318276	0.0444826849889	0.0661570271882	0.121013045476	0.195177914557	0.363155908926
a8	0.0255250648854	0.0289357486422	0.0547518517329	0.0254962853842	0.0357223753103	0.0303523007406	0.0167180579425	0.0275422273296	0.0569875027294	0.0694765721587	0.191334181519	0.437157836309
a31	0.0194825669618	0.0211041435474	0.0420689802443	0.0221219137947	0.0276288904368	0.0240931945802	0.0231527463142	0.0222575217765	0.0356291235765	0.0467519433862	0.22763319384	0.488075812103
a46	0.0100498688873	0.0126429432825	0.0229023360814	0.0145858371316	0.0182917281456	0.0190626715267	0.0266533021047	0.0220318872588	0.0215687358588	0.0692825567954	0.269414004613	0.493514164034
a8	0.00655475586243	0.00910303029417	0.0121961835271	0.00807010161053	0.0111462057152	0.0130198385089	0.0220146240349	0.0247261804196	0.0454480596196	0.167413628932	0.303049138204	0.377258271345
a28	0.00447464735414	0.00718714886472	0.00762031400903	0.00498870327018	0.0081966172384	0.0141066121696	0.0228090116783	0.0354575501399	0.0904388265399	0.216164792977	0.320419029401	0.268136753782
a31	0.00745846385138	0.00951649428824	0.00793657533634	0.00453651302339	0.0089249344128	0.0159860807232	0.0276006375594	0.04077372838	0.08336667618	0.159637300992	0.3227552998	0.311507317927
a39	0.00996497545046	0.0110173457627	0.00759476467878	0.00388603054113	0.0082221921376	0.0155258589077	0.0288482891865	0.0393951011267	0.101748442727	0.133468776997	0.303830423267	0.336497805976
a33	0.00606638888349	0.00680853495423	0.00453549255959	0.00220266539704	0.00610348724587	0.0137055364692	0.0281217057288	0.0516710587089	0.201246767576	0.159284892332	0.258761474422	0.261491958659
a31	0.0108070315278	0.0124149763514	0.0110839546199	0.00286128271568	0.00670622394862	0.0135289439897	0.0274318555763	0.0544360655696	0.189365951525	0.167347797444	0.240986604807	0.263029269553
a24	0.0175538778426	0.0183516844505	0.0182821978733	0.00402990590523	0.00836776698287	0.0204959839966	0.0279293998588	0.0545393528565	0.122565186175	0.165178212481	0.269164988269	0.273541443184
a37	0.0126381122809	0.0123538106835	0.0126984862244	0.00273054291841	0.00643833372762	0.0203005919989	0.0296552282863	0.0817129762855	0.220366782058	0.192463877494	0.21626702609	0.192374251061
a14	0.0066116806603	0.00694234822783	0.00661326640813	0.00149106825614	0.00413902864254	0.0129802909996	0.0284264500954	0.116038077428	0.332886857353	0.231703222498	0.129893308697	0.122274400354
a20	0.00503161098677	0.00658314920928	0.00564571406938	0.00142703305205	0.00425864554751	0.00974445066653	0.0250854820318	0.132280445809	0.331760435784	0.259829234166	0.113122502899	0.105231296785
a28	0.00497420719559	0.00947851573643	0.00629085388979	0.00161833231735	0.00486105851584	0.00879339122218	0.0222179200106	0.12717994527	0.301104091928	0.261137511389	0.131324827633	0.121019358928
a5	0.0080014140652	0.0130604415788	0.00772974396326	0.00194096233912	0.00523882650528	0.00988693440739	0.0201307743369	0.10543039509	0.236429217309	0.22661177713	0.167918269211	0.197621282976
a17	0.0109435486884	0.0147414905263	0.00812924982109	0.00194402777971	0.00498906350176	0.0119045718025	0.0216891364456	0.103169431697	0.242501979103	0.205779272377	0.16089268307	0.213315604325
a21	0.0089673977628	0.0123826098421	0.0074732017737	0.0014550427599	0.00399901763392	0.0110520272675	0.0230427528152	0.131478793899	0.310950559701	0.235866290792	0.115291694357	0.138040649775
a8	0.00553223492093	0.00840928861403	0.00608573542457	0.00108721601997	0.00330208987797	0.00940417575583	0.0217003592717	0.1304776313	0.342007873234	0.273025763597	0.101690133119	0.0972774915917
a31	0.00782581544031	0.0104965732047	0.00955887664152	0.00189410870666	0.00384925215932	0.0104773175853	0.0186301137572	0.0942428571	0.287840391078	0.251524864532	0.150869389373	0.152790423864
a20	0.0110078864801	0.0138598654016	0.0124890838805	0.00264350026889	0.00444445295311	0.0144514058618	0.0208802045857	0.0893599343667	0.265635663693	0.206034148177	0.167339548458	0.191854307955
a3	0.0081848136267	0.0110558990005	0.00899535962683	0.00217088002296	0.00400360388437	0.0151408636206	0.0236499295286	0.116181920122	0.325786141231	0.229636152726	0.119185276486	0.136009152652
a20	0.00489773817557	0.0074336917335	0.00743177254228	0.00182185800765	0.00344992796146	0.0106125235402	0.0200559361762	0.131418260041	0.33742069041	0.270223227575	0.100193330495	0.105041040884
a10	0.00388637279186	0.00588514101117	0.00764295084743	0.00166852276922	0.00318698858715	0.00782810898007	0.0190573433921	0.13155085668	0.344295816803	0.268483812525	0.103364116832	0.103149983628
