 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.067977452	0.076746231	0.1025922595	0.123652418	0.135535815	0.166773055	0.13278685	0.19393591
a27	0.037475544	0.054307936	0.114957301167	0.136022912667	0.158816015	0.207438738333	0.171089806667	0.11989179
a8	0.0262331846667	0.0627402486667	0.154898877056	0.131555874222	0.132695518333	0.172671366111	0.205081868889	0.114123086667
a28	0.0388550528889	0.111553696222	0.163942519019	0.112818868074	0.096324306111	0.111870084037	0.208329546296	0.156305935556
a31	0.0735021676296	0.162176838741	0.15620649634	0.103820082691	0.0904553837037	0.0618932773457	0.167881678765	0.184064095185
a24	0.110613982543	0.183538722914	0.15793700878	0.0906570875637	0.0903755962346	0.0565006114486	0.134166099588	0.176210905062
a31	0.0946047375143	0.145365774971	0.15230676626	0.0802714491879	0.0723296954115	0.0747127888162	0.158340476529	0.222068308354
a10	0.0544017458381	0.088701250657	0.13721441042	0.078530716396	0.0545598461372	0.114141026272	0.218683032176	0.253767962785
a20	0.0361837432794	0.058593045219	0.0912320474733	0.056493781132	0.0381242943791	0.114740878757	0.296892534059	0.307739687595
a31	0.0202295274265	0.0310960877397	0.0668942381578	0.0541857893773	0.0317275504597	0.110141646252	0.33344649802	0.352278682532
a39	0.0124818334755	0.0190725432466	0.0748964493859	0.0667857171258	0.0328136634866	0.140569972084	0.347805032673	0.305574794177
a31	0.0130332288252	0.0174861057489	0.0628935431286	0.0598602150419	0.0340687301622	0.145913714028	0.297987594224	0.368756891392
a18	0.0139333900751	0.0223675812496	0.0645460010429	0.0856591103473	0.0578317767207	0.135766258009	0.245330508075	0.374565413797
a31	0.0110515851584	0.0281670730832	0.068002251681	0.0914538967824	0.0608648412402	0.11823000067	0.238773636025	0.383456711266
a17	0.0132397547195	0.0310280620277	0.053618306227	0.0730917755941	0.111161112747	0.119949831557	0.187380045342	0.410531093755
a31	0.0162104949065	0.0333380026759	0.0466075497423	0.068672186198	0.157802947582	0.141758103852	0.166770975114	0.368839754585
a8	0.0201634609688	0.0314097025586	0.0385601232474	0.0597046197327	0.158399959194	0.162572564617	0.168921241705	0.360268341528
</S>	0.0227573694844	0.0275616522793	0.0332087316237	0.0592340298663	0.179454514597	0.179698802308	0.164826225853	0.333258670764
