 	ancora	non	mi	sono	vestito	</S>
a8	0.10853122	0.228859805	0.247094105	0.0703858475	0.160488955	0.18464
a31	0.102817006667	0.367584821667	0.246145895	0.0624433918333	0.106378584333	0.114630274667
a10	0.196574328889	0.409108573889	0.209583405	0.0506808142778	0.0680225227777	0.066030375889
a31	0.34201047963	0.364805811296	0.180608895	0.0347523517593	0.0408007995926	0.037021692963
a18	0.360341066543	0.334660210432	0.205758505	0.0272274142531	0.0253885395309	0.0466242856543
a31	0.324751455514	0.293957713477	0.255699741667	0.0262991674177	0.0266800855103	0.0726118285514
a20	0.255535668505	0.258027561159	0.243324000556	0.0288851058059	0.0429607811701	0.17126686285
a31	0.239274312835	0.19653845372	0.202173256852	0.037172499602	0.07726065039	0.247580834283
a13	0.218252407612	0.14601597124	0.178479135617	0.0340956002007	0.09409985013	0.329057054761
a35	0.114799883871	0.106261777747	0.126196680539	0.0187019124002	0.0976282200433	0.536411531587
a39	0.0725597326237	0.0644540685823	0.0719992438463	0.00990902546673	0.132174946681	0.648902977196
a46	0.0819187642079	0.0630485981941	0.0649772996154	0.00850359748891	0.15452392556	0.627027825732
a31	0.072644872736	0.0709484027314	0.0647549608718	0.0274076098296	0.136268141853	0.627976051911
a20	0.0361873613787	0.0608346475771	0.0434338956239	0.0387921572765	0.172840800618	0.647911160637
a31	0.0164772627596	0.0350857335257	0.0221001738746	0.0372024497588	0.217737333539	0.671397033546
a39	0.00831638981987	0.0151778948419	0.0128746881249	0.0377464359196	0.276498847846	0.649385724515
a31	0.00515126687329	0.00829505428063	0.0126255532083	0.0370878146399	0.328653312615	0.608186974838
</S>	0.00475801023665	0.00708584714032	0.0166497836042	0.0410308123199	0.314945626308	0.615529887419
