 	non	aveva	dove	a	stare	</S>
a31	0.16630961	0.1620730675	0.20827731	0.21735536	0.129060085	0.11692456
a8	0.26782997	0.202623190833	0.120724403333	0.168225996667	0.121844895	0.118751536667
a31	0.31685617	0.258612103611	0.0709828424443	0.116487178889	0.108000881667	0.129060842222
a28	0.236002716667	0.20889194787	0.0455229671481	0.10506764763	0.281878000556	0.122636755407
a37	0.178185252222	0.162535445957	0.032458168716	0.0799897188767	0.433942976852	0.112888453136
a31	0.162417277407	0.129958021986	0.0324448109053	0.110915784626	0.397476002284	0.166788101045
a18	0.121887819136	0.080115043662	0.0309803059684	0.122769258209	0.329538767428	0.314708810348
a0	0.0702617830453	0.0439004938873	0.0241232289895	0.0894401807363	0.400610502476	0.371663830116
a23	0.0390036386818	0.0236386111624	0.0160084585298	0.0760231535788	0.551302147492	0.294024006705
a8	0.0213547228939	0.0125766262541	0.0132488027099	0.0930757431929	0.609433869164	0.250310228902
a31	0.0173602579646	0.0113175157514	0.02050453557	0.153898294398	0.439223356388	0.357696056301
a20	0.0126700830882	0.0106139495838	0.0224822355233	0.148566004799	0.281593765463	0.524073985434
a31	0.00773165269607	0.0175923001946	0.0338629051744	0.119747168266	0.219395585154	0.601670378478
a20	0.00614559469869	0.0206149067315	0.0378401952248	0.102000541089	0.239124835051	0.594273909493
a24	0.00387891736623	0.0131495642438	0.0238352309083	0.055794115363	0.34088188835	0.562460283164
a8	0.00446752548874	0.0211055920813	0.0274028063028	0.0924112617877	0.36797092945	0.486641874388
a31	0.00561273842958	0.0271198460271	0.0358025137676	0.112732553929	0.29028986315	0.528442474796
</S>	0.00520576141479	0.0236282790135	0.0377567218838	0.0916204719645	0.191256961575	0.650531812398
