 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.116220502	0.104987031	0.0663927085	0.152555363	0.10147719	0.170531935	0.287835275
a31	0.162410924	0.147459067	0.1048511095	0.111748039667	0.0942723	0.154819348333	0.224439191667
a37	0.211910231333	0.150666422333	0.126821859833	0.172965596556	0.058631085	0.117581139444	0.161423643889
a31	0.278209017111	0.171520517444	0.0968961032777	0.177502885519	0.0542029533333	0.0822312564813	0.139437271296
a13	0.34489355237	0.234571982481	0.0674647157592	0.116763135173	0.0460808084444	0.0572872191604	0.132938621765
a31	0.312819994123	0.213857139494	0.0552199989197	0.083994908391	0.0469055934815	0.115299640053	0.171902761922
a43	0.303799521374	0.188929178498	0.0572227906399	0.0630451674637	0.0520513998272	0.145237758018	0.189714220641
a31	0.270087318458	0.168056802833	0.04980933588	0.0560052458212	0.0702963152757	0.167450090673	0.218294923547
a20	0.137774530819	0.0922910009443	0.03491579896	0.0406894566071	0.0859489750919	0.281323676891	0.327056557849
a31	0.0776017929397	0.0517073203148	0.0285834319867	0.028388664869	0.0769748650306	0.37100734563	0.36573658595
a11	0.0414718193132	0.0298426941049	0.0250696949956	0.0210356359563	0.0794059616769	0.400117931877	0.403056295317
a31	0.0253332197711	0.018804414035	0.0251813203319	0.0190598549854	0.079106180559	0.406600137292	0.425914888439
a30	0.0162838729237	0.0128326370117	0.0224926211106	0.0179667819951	0.114300906853	0.380415389097	0.43570777948
a31	0.0110099190746	0.00864216617057	0.0181101390369	0.0169673679984	0.147457958951	0.340487529699	0.45732491316
a42	0.00815133879153	0.00743968955686	0.017940739679	0.0170207229995	0.137639056317	0.364439956566	0.447368491053
a20	0.00769568079718	0.00741801198562	0.017615957893	0.0119809509998	0.140731838772	0.379248625522	0.435308923684
a31	0.00599041919906	0.00585174072854	0.0137410551643	0.0105582369999	0.152512166257	0.407196591841	0.404149791228
a20	0.00367379846635	0.00351313650951	0.00893514575477	0.0101100341666	0.165713485419	0.401369733947	0.406684653743
</S>	0.00292518623317	0.00268567475476	0.00722250862739	0.0096745428333	0.18142738771	0.364943436973	0.431121236872
