 	l	ho	sentito	quando	veniva	</S>
a31	0.0465139265	0.0901259925	0.0828728835	0.041255393	0.268470585	0.470761215
a46	0.0695042731667	0.102639165833	0.0718083801667	0.0530667063333	0.215378531667	0.487602941667
a41	0.127927287722	0.139980838611	0.0859876367222	0.111553582111	0.239089153889	0.295461523889
a31	0.135178363907	0.13707165287	0.0812452989074	0.216509070704	0.22094069463	0.209054947963
a24	0.110385194302	0.107889635957	0.0748042396358	0.285276116901	0.209633221543	0.212011595988
a31	0.0884348987673	0.0908484836523	0.0682990032119	0.211799800634	0.184919997181	0.355697811996
a15	0.0724797219224	0.0880869145508	0.0790853910706	0.124605827211	0.159347722394	0.476394403999
a46	0.0749745386408	0.0948026298503	0.104426350357	0.112565947737	0.134380454131	0.478850058
a31	0.0582245842136	0.0884792199501	0.0894090867857	0.093768382579	0.182484921377	0.487633809333
a0	0.0276664174045	0.07533309965	0.0549741295952	0.0605063608597	0.178316269126	0.603203736444
a41	0.0137580162348	0.05451265555	0.0332415145317	0.0371276868199	0.0816690333753	0.779691078815
</S>	0.0093810497674	0.040498089275	0.0247283382659	0.0221990832099	0.0471463591876	0.856047039407
