 	se	vieni	a	casa	ogni	sabato	</S>
a	0.97965884	0.00065609394	0.009779543	0.005256719	0.0026367735	0.0005763389	0.001435748
n	0.59207755	0.40647593	0.00029685127	0.001064071	7.707387e-05	3.0154737e-07	8.211582e-06
è	0.112829536	0.024654837	0.35221732	0.08929582	0.24501877	0.0116568655	0.16432683
r	0.3524684	0.42773217	0.09334779	0.11800624	0.0042843884	0.00045747648	0.0037035968
t	0.1047973	0.3009559	0.30290693	0.16610494	0.05125306	0.003046813	0.07093503
i	0.021298032	0.03187748	0.10126827	0.015435555	0.03241408	0.071290255	0.72641635
è	0.00015794416	0.021005167	0.64157677	0.32446438	0.012393783	1.9594134e-05	0.0003823979
s	0.005211715	0.07055726	0.049915276	0.8388872	0.03537387	3.0435765e-06	5.1626077e-05
s	0.00934501	0.021652726	0.35629782	0.15480804	0.07350812	0.08846018	0.29592812
u	0.0017312759	0.009935271	0.09692778	0.047332168	0.0023387957	0.2186087	0.623126
k	3.4586534e-05	0.0012802756	0.3485235	0.5240497	0.067199305	0.012599516	0.046313096
u	0.027407326	0.036064923	0.4865258	0.18752031	0.093158714	0.031990945	0.13733204
à	0.00013226454	0.00069049856	0.086790904	0.1864437	0.50599706	0.075897716	0.14404778
i	0.0011815873	0.001982589	0.030540006	0.053174734	0.9088228	0.002117699	0.002180542
s	6.6428765e-05	0.00014861672	0.0021140662	0.0020983298	0.9886669	0.0045699994	0.0023357328
à	0.00032195146	0.00044465586	0.002556826	0.0011454261	0.14270838	0.69908977	0.15373303
m	0.00017072956	0.00024388047	0.0011295717	0.0018282935	0.1834354	0.6056952	0.2074969
b	0.00022525067	0.00023697397	0.00048560227	0.000321991	0.004028732	0.93251556	0.062185876
a	0.011029027	0.006664953	0.012094226	0.023340404	0.016807627	0.65145814	0.27860558
</S>	0.011634788	0.008863237	0.0057016485	0.004886485	0.4176636	0.36349657	0.1877537
