 	non	ha	che	li	aspettiamo	</S>
e	0.98231596	0.0054970505	0.0010121403	0.008212395	0.00014924003	0.0028132496
n	0.9686854	0.030714829	0.00021358351	0.00033753124	2.916314e-07	4.8231886e-05
è	0.085598014	0.014422518	0.19339633	0.40581793	0.022034882	0.27873036
n	0.10353833	0.83771366	0.035406716	0.015750308	0.00062801316	0.006962961
a	0.13320915	0.6225384	0.18337014	0.010273304	0.016412072	0.034196977
t	0.002758834	0.11725778	0.46326378	0.34004653	0.05059285	0.026080241
u	0.011882203	0.022890683	0.2305236	0.09541602	0.6221974	0.017090129
s	0.00017285295	0.0019277476	0.069252044	0.8346476	0.051073976	0.042925823
m	0.0019246683	0.0020218575	0.008285706	0.01193367	0.9737587	0.002075413
ì	0.008023247	0.03924087	0.07711437	0.0805948	0.19290343	0.60212326
n	0.1541711	0.09552688	0.15510948	0.036722697	0.42353782	0.13493204
o	0.22966653	0.216857	0.19386525	0.059349954	0.2635503	0.036710937
m	0.00031769084	0.0015306559	0.003373037	0.036484953	0.24264674	0.71564686
e	0.0052147843	0.0068944604	0.012260794	0.02161081	0.7894319	0.16458721
</S>	4.432194e-05	0.00017519323	0.00033991173	0.0067593143	0.041729573	0.95095164
