 	deve	che	entra	da	qui	</S>
è	0.9382304	0.0146764815	0.005844558	0.017044058	0.019295653	0.004908798
n	0.99089444	0.008295882	0.00077455497	3.212125e-05	2.459741e-06	6.2621456e-07
g	0.6590131	0.2683953	0.03541969	0.031375036	0.0007663057	0.0050306194
h	0.4330803	0.5313749	0.020541916	0.00073707104	0.001359927	0.012905913
i	0.091330856	0.61100346	0.08355828	0.013644438	0.014738558	0.1857244
s	0.0054956386	0.27917406	0.69724095	0.012103429	0.003313499	0.0026724024
e	0.033374015	0.064976	0.18089664	0.08898966	0.5072023	0.12456138
n	0.00041833965	0.107587755	0.68764186	0.14871469	0.047785003	0.007852397
a	0.026785944	0.11910456	0.54959327	0.16323434	0.10491177	0.036370143
m	0.00018313342	0.005274625	0.095465004	0.7451734	0.06335701	0.09054682
b	0.015793124	0.07444683	0.31749365	0.5348233	0.051185284	0.006257848
i	0.009177351	0.042712208	0.10907155	0.25003242	0.048931777	0.5400747
a	0.00090130954	0.0040219165	0.022474816	0.7190004	0.15512128	0.09848028
p	2.9542087e-05	0.00023425288	0.0013921716	0.021022718	0.9628731	0.014448276
ò	0.0008056523	0.0014846914	0.0037956191	0.016573785	0.86418754	0.113152705
t	0.00046602965	0.000543528	0.0024499919	0.07302445	0.86278754	0.060728453
t	0.006050361	0.0069982694	0.009320909	0.016206205	0.937446	0.023978207
ù	4.0508046e-05	7.139544e-05	7.8176534e-05	0.0005330833	0.9899212	0.009355641
</S>	0.0003158452	0.0003573538	0.00084080326	0.010075975	0.70747125	0.28093877
