 	hai	già	mangiato	</S>
è	0.9322765	0.0203236	0.00258408	0.044815775
c	0.9977336	0.002093741	0.00011040133	6.232716e-05
h	0.077871546	0.07636516	0.27121744	0.5745458
i	0.544576	0.036388326	0.27944717	0.13958852
g	0.082316026	0.73263085	0.14494565	0.04010745
i	0.003942603	0.028820435	0.64638215	0.32085478
à	0.0055379155	0.7476379	0.17071456	0.07610957
f	0.010751021	0.7416642	0.22172175	0.025863115
a	0.017342951	0.055822592	0.8956748	0.03115972
m	0.00014559091	0.02770549	0.48871186	0.4834371
è	0.009590434	0.02236734	0.90406835	0.06397384
n	0.0068450393	0.03838199	0.92150325	0.033269703
a	0.016957656	0.017301627	0.9448129	0.020927912
</S>	0.00012685532	0.0019524914	0.2287257	0.76919496
