 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.9882252	0.0010832925	0.0017142508	0.005619308	0.00011919338	0.0032385415
c	0.9934344	0.005035734	0.000752783	0.0006401655	9.385772e-05	4.287165e-05
h	0.6065625	0.24678105	0.0032005445	0.028818587	0.028197475	0.08643979
a	0.9976676	0.0007047734	7.914128e-06	6.3972126e-05	0.00045958688	0.001096037
n	0.035584513	0.9560988	0.00050553336	0.0018481232	0.0029464043	0.0030166674
a	0.28396085	0.5523668	0.0008986642	0.0025531158	0.081968606	0.07825192
v	0.038987953	0.9398392	0.00017631515	0.0015476114	0.005334287	0.014114578
o	0.038805228	0.55054796	0.23220605	0.010426557	0.016506564	0.15150765
r	0.037284166	0.7765502	0.00901532	0.024708921	0.0389543	0.11348705
à	0.24009055	0.56676316	0.06595035	0.028899226	0.011860996	0.08643573
s	0.023037978	0.024514588	0.56202203	0.35887071	0.010790634	0.02076409
o	0.33957848	0.40210998	0.1758415	0.03954732	0.013929249	0.028993523
t	0.00248626	0.064370215	0.695262	0.11322742	0.01038619	0.114267886
s	0.09668846	0.15952873	0.6147229	0.0894907	0.026735686	0.012833468
o	0.025983827	0.07412493	0.81278217	0.0031885637	0.0049975943	0.078922905
m	0.0010580699	0.007251325	0.47026807	0.1277063	0.046328794	0.34738746
ì	0.03073465	0.050457485	0.73275	0.1598834	0.014996962	0.011177477
k	0.12276386	0.028795496	0.010872705	0.5770213	0.1448478	0.115698844
u	0.44819403	0.18164967	0.05499034	0.2531037	0.033989646	0.028072618
à	0.0033827014	0.0038144377	0.050415613	0.6691962	0.025405359	0.24778569
i	0.004058428	0.0027661193	0.0029481815	0.5435096	0.22724333	0.2194743
m	0.00019937003	0.0011615274	0.002989732	0.20531577	0.56067747	0.2296561
è	0.0037186919	0.0051065064	0.013603073	0.0702435	0.47049332	0.43683493
r	0.015459045	0.009711396	0.0014401	0.31925952	0.3899431	0.26418686
i	0.0016655155	0.001992023	0.0021973054	0.00847895	0.7076568	0.2780094
</S>	1.21739995e-05	2.925464e-05	0.00024363353	0.0022007087	0.01735178	0.9801625
