 	mi	si	gonfiò	il	dito	</S>
m	0.9938747	0.003915462	0.00041840493	0.00061388355	0.0010441276	0.0001334301
u	0.9445558	0.037715334	0.011234306	0.0041590133	0.0012910627	0.0010444212
b	0.21607088	0.51384115	0.25439566	0.0154026775	0.0001861294	0.000103528466
r	0.00800129	0.14348698	0.75435215	0.08907516	0.00071232265	0.0043721152
i	0.3975559	0.11758629	0.27847338	0.014875882	0.0020472854	0.18946123
s	0.004773284	0.07538498	0.79993564	0.11650222	0.0021459528	0.0012579005
t	0.0755832	0.21797383	0.61208415	0.06797135	0.0060363887	0.020351132
ì	0.016098483	0.096630834	0.31539863	0.25933608	0.2400786	0.072457366
o	0.0069792424	0.016917398	0.4058635	0.5237706	0.019616853	0.026852416
d	0.0006802382	0.010831402	0.027814932	0.9314102	0.024474602	0.00478863
à	0.0148156565	0.027265824	0.2451238	0.5017383	0.061054558	0.15000185
t	0.0006705546	0.00062354555	0.039602324	0.4765506	0.4743809	0.008172144
t	0.029994732	0.042759858	0.16671039	0.34200463	0.36104465	0.057485815
i	0.0034384255	0.0047783838	0.015149332	0.070175655	0.1559987	0.7504595
l	2.5071427e-06	4.953668e-06	2.4600891e-05	0.0015838515	0.94959795	0.048786037
o	0.044633012	0.05142348	0.075760424	0.12402394	0.58865064	0.11550846
</S>	1.5710588e-05	3.2114094e-05	2.4760506e-05	0.001607193	0.9364118	0.061908472
