 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.77462035	0.040159803	0.010752292	0.0040854383	0.006287591	0.020404324	0.0082059	0.09593285	0.022371357	0.00800094	0.007515493	0.00063246366	0.0010311549
l	0.94347775	0.05644126	6.4304004e-05	5.329012e-07	7.0258116e-06	1.5941559e-07	8.012541e-06	9.0132323e-07	1.30846045e-08	6.1796015e-08	9.2811e-09	4.8274313e-09	1.3920575e-08
l	0.789367	0.0967545	0.019338109	0.024088137	0.0510829	0.0018213943	0.006278997	0.0059861634	0.00083401636	0.00392915	0.00013587315	0.000100630314	0.00028314913
ò	0.46061453	0.03025287	0.07076598	0.044759918	0.05567555	0.03702901	0.023563413	0.18962608	0.03933361	0.026134947	0.01680517	0.0015589106	0.0038799855
r	0.09779193	0.8951045	0.0041573457	0.0006505388	0.000720984	0.0001253444	0.00061501295	0.00066499895	6.660706e-05	7.863949e-05	9.823418e-06	4.8524794e-06	9.3186745e-06
a	0.3018805	0.48394546	0.031318136	0.017477484	0.017983086	0.031679783	0.03804272	0.047611125	0.007480875	0.021228008	5.477835e-05	1.9356903e-05	0.0012786776
f	0.005888287	0.91275716	0.07864013	0.0004984899	0.0009751054	3.7435046e-05	0.000923147	0.00026113755	6.0065904e-06	1.2544109e-05	4.643807e-07	1.0375394e-08	1.5046787e-07
è	0.042104263	0.16814649	0.41413736	0.11188026	0.02501316	0.014165928	0.043727044	0.080954075	0.026992608	0.068751045	0.0007516596	0.00027637565	0.0030997538
t	0.0011791242	0.5829415	0.39951926	0.011725957	0.0028479092	0.00041943416	0.0006756057	0.00034879122	8.238953e-05	0.0001319355	4.5041797e-05	4.3525266e-05	3.949483e-05
i	0.054469988	0.12517637	0.62572104	0.06996356	0.006301044	0.0029892302	0.013481129	0.023366807	0.006428067	0.061943665	0.00038293356	0.0001815617	0.009594613
p	9.723895e-05	0.011049081	0.9713488	0.012959613	0.0023731675	0.00015359597	0.0008946448	0.0008869659	5.1168274e-05	0.00016355494	5.2194123e-06	2.7741814e-07	1.6637416e-05
ò	0.007779633	0.017151713	0.25448334	0.44079903	0.1011381	0.025499636	0.03623817	0.04123226	0.018200079	0.054539908	0.00080156274	0.00028722768	0.0018494123
r	0.0004048696	0.006895536	0.53255945	0.33496842	0.106604375	0.014886745	0.002227465	0.0006075162	0.00025710082	0.00037148426	8.674783e-05	5.020938e-05	8.0038786e-05
k	0.01153352	0.014671367	0.21764044	0.5302503	0.08498962	0.023182003	0.010507493	0.015455237	0.0053968644	0.075772755	0.001000464	0.00042752622	0.009172389
e	0.037241254	0.03966442	0.5673782	0.2979751	0.038707934	0.0063779242	0.00089172507	0.00029729737	5.3621086e-05	0.00019895121	2.8603505e-05	0.001592002	0.009592921
t	0.0001718847	0.001695369	0.20016491	0.41521436	0.2947429	0.07784181	0.0055510574	0.003795397	0.0003494913	0.00023595378	3.30625e-05	4.901169e-06	0.00019898106
e	0.013250079	0.014917333	0.049972933	0.240202	0.13020234	0.22124077	0.1333228	0.057496265	0.019678978	0.0853104	0.007105885	0.008071385	0.019228863
è	8.650512e-05	0.0011992941	0.113075204	0.19243309	0.28316143	0.31565902	0.04588396	0.043699313	0.002639605	0.001595766	5.746245e-05	2.3268576e-05	0.00048606424
r	0.005619709	0.006946191	0.045146205	0.024752047	0.57659644	0.06191359	0.24554147	0.021433404	0.0030677305	0.008646967	0.00017337206	4.2617765e-05	0.00012026839
k	0.0042447336	0.0044151	0.021350414	0.123720676	0.15660185	0.34472504	0.05029963	0.031161524	0.023448767	0.11285407	0.008929714	0.014541885	0.10370659
o	0.021085434	0.012302813	0.07885933	0.26602516	0.46103403	0.13281022	0.017871046	0.0021358063	0.00052478985	0.00032347094	1.6175543e-05	0.00057038484	0.006441346
m	0.00010094051	0.00027834298	0.005163233	0.017113263	0.06997946	0.7249951	0.11495082	0.052022524	0.0052420767	0.0017418725	6.941762e-05	0.000121172976	0.008221724
e	0.0044318205	0.0046713296	0.016176276	0.08810496	0.0953463	0.4591729	0.11920602	0.16466045	0.008360103	0.013473019	0.0007607975	0.0036108154	0.022025222
m	4.8079182e-05	0.000132253	0.0020823916	0.0048305257	0.020091254	0.570765	0.10590584	0.23959798	0.03585317	0.0053963163	0.00012934372	0.00041407318	0.01475375
a	0.0024773986	0.0026939418	0.007661244	0.037918605	0.05039526	0.4401138	0.14888652	0.242562	0.02334042	0.024156068	0.0014665878	0.0042494754	0.014078616
p	4.9224564e-05	9.4361436e-05	0.00071152626	0.0015629272	0.006028618	0.24843211	0.18243584	0.36530846	0.14515509	0.012456185	0.00031426616	0.0019751147	0.03547625
à	0.013249265	0.012158737	0.009034717	0.023855431	0.04006243	0.31094292	0.15573901	0.11581756	0.093589805	0.06848443	0.0046452996	0.096799426	0.0556209
l	0.00014681173	0.0001972704	0.00038985614	0.0011158445	0.004374662	0.06800837	0.79026294	0.080272116	0.04015361	0.007659666	0.00086853845	0.0021812525	0.004369129
e	0.0109872585	0.010933079	0.013181623	0.02105332	0.025905475	0.19223216	0.27038452	0.13795081	0.13783757	0.034372453	0.0071353605	0.07991682	0.058109585
e	1.1861444e-05	3.6403064e-05	0.00031878997	0.00013414367	0.000525363	0.008282736	0.048401017	0.35507336	0.49800107	0.0144178495	0.006271372	0.013614573	0.054911587
t	0.00010533304	9.1971386e-05	0.00014715134	3.186644e-05	0.00039607304	0.002248817	0.29712537	0.36003637	0.116384484	0.21655142	0.00085600256	0.0012123638	0.004812749
t	0.0001561989	0.00014977844	0.00026509457	0.0008215184	0.0015734264	0.028365344	0.09486004	0.23101683	0.29649517	0.17165683	0.02220338	0.11496503	0.03747133
ù	0.0010653905	0.0027944597	0.008302194	0.002949249	0.0030559618	0.0088653825	0.027356824	0.23248501	0.21250284	0.006745762	0.047518663	0.071145594	0.37521267
c	0.001299899	0.001271513	0.0009839472	0.0010651457	0.0026519215	0.032912925	0.29477236	0.10241596	0.065969326	0.33744463	0.03819896	0.038226347	0.082787044
e	0.0015011126	0.0014498116	0.0017994189	0.002829133	0.0034849083	0.028682165	0.13269646	0.12065167	0.2669225	0.28312278	0.0897936	0.04485223	0.022214243
t	0.00032157163	0.00031288702	0.0003383283	0.00030720254	0.00070258667	0.0056529287	0.108618036	0.06356628	0.14790533	0.4941583	0.024542246	0.038650252	0.11492412
r	0.013044531	0.01271914	0.011201403	0.013647852	0.015648818	0.033592243	0.0577887	0.06371129	0.21669038	0.029114112	0.049107954	0.36409843	0.11963516
ò	0.0016567226	0.004358249	0.014047248	0.0035310332	0.002729461	0.0048863743	0.015598181	0.3909014	0.08203125	0.010339702	0.21300027	0.086594686	0.17032538
o	0.0005290047	0.0005619515	0.0005415311	0.0005780944	0.0011509841	0.008320091	0.068632215	0.04999168	0.04930758	0.47017935	0.09985667	0.0771938	0.17315707
p	0.000101092584	0.00010088715	0.00011324586	4.7955615e-05	0.00012532921	0.0004360073	0.0041585187	0.009298212	0.049622424	0.3245864	0.09696013	0.15127844	0.36317128
o	9.065038e-05	8.473632e-05	7.844485e-05	7.816429e-05	0.00011230236	0.0003795759	0.0014629622	0.0020034318	0.021113843	0.03473652	0.11321615	0.71058655	0.11605672
d	9.177044e-06	1.3874684e-05	2.9177942e-05	7.492286e-06	1.3919533e-05	4.783245e-05	0.000560388	0.009138684	0.020951778	0.022278626	0.51469064	0.1590513	0.27320707
d	0.00035208135	0.00032986747	0.00033755772	0.00048318107	0.0006145486	0.0039789462	0.008953701	0.004113872	0.062941544	0.06948296	0.0741818	0.7190739	0.0551561
ù	0.0010869795	0.0010207741	0.0009187143	0.000926611	0.0010140148	0.0015753417	0.007993308	0.012782179	0.022475835	0.053070318	0.2769857	0.44536036	0.17478983
p	0.0006187841	0.000558118	0.00037985947	0.0003570083	0.0005897433	0.0022857282	0.006451292	0.007850721	0.018680576	0.35004827	0.14040034	0.17767316	0.2941064
a	0.0009149291	0.0009139825	0.0009214888	0.00090427854	0.0009632818	0.0014650911	0.0021127262	0.0025265713	0.008374063	0.019104391	0.07865947	0.65330416	0.22983557
s	8.357139e-06	1.25984025e-05	2.6996531e-05	7.1392537e-06	8.773129e-06	2.2072518e-05	9.094843e-05	0.0018277657	0.0019526508	0.009465072	0.35580954	0.30305004	0.32771802
t	0.001751202	0.0016539571	0.0013364984	0.001284243	0.0016424018	0.0020055296	0.0038152786	0.0032819635	0.010045538	0.0049333344	0.024045091	0.7005413	0.24366364
