 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.87936884	0.028133871	0.022987152	0.010824934	0.04422368	0.008582339	0.0037864184	0.0004355932	0.0016572085
ò	0.9438567	0.011023654	0.005338869	0.0039205155	0.03217874	0.003577952	2.3993964e-05	5.2604315e-07	7.893998e-05
z	0.8692455	0.1255692	0.0034331344	0.00017796627	0.0015301295	4.3589767e-05	2.1801317e-07	1.1822401e-08	3.3129197e-07
i	0.47490063	0.39422384	0.04102361	0.022610858	0.02391549	0.04156926	0.00073552324	2.7678498e-05	0.0009931378
m	0.17562893	0.66528994	0.14482452	0.0067105414	0.0067302203	0.0008147159	5.2076314e-07	2.065498e-08	5.646473e-07
i	0.06927093	0.14086354	0.6977691	0.03691615	0.039038	0.0055126897	0.0014270793	0.00065620296	0.008546413
n	0.018755127	0.7847971	0.18509486	0.009331084	0.0017110764	0.00022461676	3.406672e-06	4.5946894e-07	8.232394e-05
o	0.019078039	0.20887767	0.6708157	0.015043194	0.037247222	0.00403806	0.0040396717	0.006738594	0.034121927
m	0.004710251	0.27356043	0.648528	0.06857128	0.0028267854	0.0010115146	1.1235255e-05	2.4253195e-06	0.0007781867
i	0.01115955	0.07834695	0.7213605	0.09263485	0.074578255	0.001224736	0.00076190336	0.0025735828	0.017359613
l	0.0043252264	0.061110724	0.5743535	0.3411022	0.012035355	0.0059637823	2.085094e-05	1.5191639e-06	0.0010867651
ì	0.04950202	0.08284026	0.38462508	0.14931118	0.097958215	0.09782408	0.0504153	0.0071512843	0.08037259
s	0.0087628625	0.089787215	0.16991408	0.6075826	0.09858874	0.021028524	0.0019172598	0.0001233478	0.0022953653
i	0.08822545	0.115091324	0.3591202	0.20136052	0.062233675	0.01704512	0.03547104	0.034041297	0.08741145
a	7.085005e-05	0.00030889997	0.015290943	0.51732737	0.4469715	0.017512094	0.0008975842	4.8980128e-05	0.0015717663
t	0.00021834153	0.00019240496	0.008907226	0.025261892	0.9225417	0.04228568	2.8680683e-05	8.555145e-06	0.0005554384
ù	0.004510216	0.008733541	0.078915976	0.16404909	0.4997537	0.09701287	0.024256213	0.022539439	0.100228935
t	0.00089131074	0.0060344688	0.015204842	0.17878817	0.4212903	0.36896342	0.0060030255	0.00031714313	0.0025073055
t	0.008877971	0.011383164	0.035283428	0.0789045	0.33579153	0.19658218	0.044441387	0.0439512	0.24478467
o	0.0011087749	0.0011892457	0.0022499259	0.020953184	0.18112049	0.012111903	0.019679002	0.18292214	0.5786654
p	2.382861e-05	4.3104403e-05	0.0001994915	0.00767264	0.17462656	0.5575594	0.080360204	0.0045501627	0.17496462
r	0.0044285054	0.005027121	0.008310855	0.014189108	0.039308056	0.40316293	0.36584195	0.05268144	0.107050024
à	0.0006526376	0.00066356605	0.001210913	0.005673511	0.38998976	0.01197129	0.037496295	0.3867652	0.16557683
m	0.0033331648	0.00877468	0.008716983	0.038720723	0.07141276	0.6235302	0.1027728	0.013199397	0.12953928
m	0.025211215	0.026524661	0.033626236	0.041706055	0.048830166	0.3171226	0.43031076	0.032851703	0.043816634
a	0.122724496	0.1134331	0.0811926	0.098803505	0.3077013	0.14986223	0.015793137	0.010896948	0.09959273
m	0.00036347256	0.00050225435	0.000605515	0.0017455736	0.018817699	0.083935685	0.3587551	0.10046218	0.43481255
e	0.0048558246	0.0050904695	0.005362607	0.0060999244	0.007950344	0.032585625	0.4779505	0.39058527	0.069519475
t	2.651887e-05	4.4772987e-05	5.9781378e-05	0.00019998032	0.003594231	0.011075473	0.4616121	0.34417018	0.17921695
i	0.0040137167	0.004363219	0.0035387822	0.0038748065	0.0043560886	0.0060062213	0.06946913	0.47948998	0.42488804
n	5.6649974e-06	1.168603e-05	1.6983398e-05	6.48405e-05	0.0017790713	0.004899289	0.48642695	0.30588904	0.20090656
A	0.0011137888	0.0012289153	0.0011397151	0.0012237239	0.0011902942	0.00452867	0.16911313	0.73730946	0.08315225
n	0.0002267165	0.00035557436	8.364848e-05	0.00017703437	4.5902165e-05	0.0012740812	0.0090914555	0.66213447	0.3266111
n	0.0002698587	0.00030009655	0.00024204722	0.0002470781	0.0001553059	0.001348348	0.049632788	0.8830821	0.064722344
a	0.0801018	0.069843285	0.029705117	0.028652968	0.009103595	0.025201725	0.014389581	0.5122937	0.23070827
</S>	0.000972246	0.0009899301	0.00043632236	0.00043928533	0.00015256164	0.0014626096	0.023586275	0.20667107	0.76528966
