 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.97699964	0.013692609	0.0013805451	0.0011790486	0.0043859077	6.574132e-05	0.00022088151	0.0020755606
ì	0.9563619	0.043560322	5.226256e-05	1.7539479e-06	8.327197e-07	1.0411537e-06	6.4576426e-08	2.1840739e-05
n	0.88571656	0.107244834	0.0046590506	0.0009993807	0.0012261835	1.902666e-05	1.7862187e-05	0.00011711533
i	0.9076141	0.08790564	0.0010004374	0.0002028641	0.00024032379	5.028983e-05	0.00055522117	0.0024311733
e	0.02962752	0.94260377	0.02678301	0.0008280342	0.0001470319	1.05463194e-07	7.0088475e-08	1.0467572e-05
n	0.0011155918	0.15912299	0.8174301	0.017861143	0.0039253575	7.58483e-06	1.3006797e-05	0.0005243062
è	0.020920718	0.06867745	0.06997208	0.10625879	0.018952962	0.02586399	0.20565833	0.48369572
r	0.0063031516	0.42777577	0.4978404	0.050699417	0.009169759	0.00093724806	0.0019792188	0.0052950378
k	0.13458131	0.24383128	0.27884355	0.13777092	0.011942195	0.014387284	0.015695881	0.16294754
o	0.5300125	0.21906725	0.13642031	0.051266152	0.0023720888	0.0022428276	0.0095444145	0.04907442
t	0.0025858595	0.01886617	0.32936993	0.56973666	0.023251893	0.0015198555	0.0005696377	0.0541
t	0.04800852	0.056698024	0.06603273	0.2992598	0.05758147	0.27785662	0.046014242	0.1485486
e	0.16698155	0.120317444	0.08375954	0.096252	0.11508593	0.14363338	0.09359922	0.18037096
e	0.00097600004	0.002362051	0.040576912	0.43310034	0.4526218	0.023403037	0.0044782492	0.042481557
t	6.6424356e-05	0.00033419908	0.023836063	0.12936346	0.8186864	0.023469921	0.0005265751	0.0037169228
u	0.0042840936	0.0060225194	0.011290269	0.08255535	0.08528722	0.6909342	0.06956732	0.05005903
s	5.7764846e-06	4.070675e-05	0.0010570809	0.035229884	0.73466605	0.22316207	0.0023365377	0.0035018767
m	0.0008570897	0.0011611573	0.0018334511	0.0110547	0.019873543	0.9118276	0.042841088	0.010551331
è	0.0036630626	0.0038557416	0.003087258	0.009189983	0.025049755	0.03641829	0.33755177	0.5811842
n	0.03268515	0.041356474	0.07209695	0.28508058	0.10156649	0.39714012	0.031196568	0.03887763
o	0.25348726	0.24808715	0.17450975	0.1819867	0.029977407	0.05498536	0.0376004	0.019365937
m	0.0003058224	0.0005140697	0.0018560692	0.009875067	0.06384298	0.22549973	0.17109856	0.52700764
e	0.002152785	0.0024807886	0.0024295587	0.0060698725	0.008877491	0.08538316	0.8365384	0.05606797
t	5.0404065e-05	0.00010212447	0.00031426773	0.0014243944	0.022569487	0.052869454	0.10186374	0.8208061
r	0.0021889142	0.0029892742	0.003406393	0.00441733	0.021261964	0.28184876	0.57069397	0.113193385
ò	0.00050445576	0.0004335475	0.00033845217	0.0004876354	0.0038306108	0.01464154	0.152556	0.8272077
m	0.0012476299	0.00247711	0.00965228	0.019594373	0.02779035	0.11178911	0.18504907	0.6424001
e	0.0036379523	0.004341479	0.004397827	0.005356562	0.009843351	0.044890855	0.84200144	0.08553051
</S>	1.925247e-05	4.457326e-05	7.480637e-05	0.00018976824	0.0035520638	0.020265559	0.0401954	0.93565863
