 	un	forno	che	fa	buon	pane	</S>
è	0.9702039	0.0050051673	0.007581189	0.0045043346	0.00894075	0.0016301736	0.0021343934
n	0.98525816	0.013629478	0.0005418155	0.0004133421	0.00015686915	2.0053969e-07	1.2695445e-07
a	0.81914985	0.12978019	0.0030393382	0.0022919232	0.04532522	4.2113246e-05	0.00037140772
f	0.066608444	0.8994847	0.025468584	0.003697797	0.0044712503	2.6820313e-05	0.00024249172
ù	0.032674536	0.5182937	0.3377882	0.013637192	0.05990689	0.0065410766	0.03115833
r	0.009278286	0.60206985	0.2685006	0.084901325	0.03303316	0.0008126005	0.0014041248
n	0.032246634	0.7162807	0.1612047	0.01864284	0.032333627	0.006735807	0.03255579
o	0.2746994	0.4896676	0.13992108	0.05294695	0.005114903	0.0016345562	0.036015566
k	0.0027042958	0.05333875	0.6545586	0.267401	0.019986138	8.776812e-05	0.0019235215
a	0.01348716	0.0863577	0.57347524	0.18134847	0.035458308	0.0188518	0.09102132
i	0.00014339363	0.0016715372	0.3964676	0.5820919	0.014922913	0.00017790246	0.0045247884
k	0.0002066783	0.0031949875	0.083465025	0.7430102	0.16261734	0.0042553926	0.0032501717
à	0.005007216	0.023708455	0.20686851	0.43398836	0.014531488	0.12101324	0.19488266
n	0.0013876705	0.002820618	0.025701597	0.30657375	0.64931816	0.00885612	0.005342062
n	0.032573212	0.054802656	0.16858667	0.6329434	0.038415246	0.0282767	0.0444021
i	0.1605456	0.0902142	0.088665634	0.30556378	0.30083513	0.0037029092	0.050472815
t	0.0008134737	0.0012195266	0.015325406	0.072338164	0.64658815	0.07172469	0.19199063
s	0.03894427	0.04326301	0.06190156	0.10571524	0.021180144	0.54280204	0.18619376
o	0.006838979	0.0048364084	0.04325001	0.020489788	0.028960237	0.6600086	0.23561594
m	1.3832025e-05	1.501962e-05	0.0006478385	0.0009327478	0.018746177	0.90567124	0.07397307
ì	0.01567072	0.018470936	0.031829745	0.08184499	0.033927783	0.6938369	0.12441888
k	0.0038994164	0.0038906722	0.0031619584	0.010962623	0.4009613	0.4070107	0.17011327
a	0.06864018	0.06587843	0.0566984	0.08414668	0.19425862	0.43650144	0.09387622
l	3.278859e-05	3.6950027e-05	0.00012544314	0.000104578525	0.007321086	0.6656977	0.32668144
ò	0.0024666912	0.0023821893	0.0033717682	0.0022653772	0.004533341	0.3027446	0.6822361
</S>	0.0003052899	0.00031147676	0.00031699945	0.0006810951	0.04869	0.20756991	0.7421252
