 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.9626697	0.031562794	0.0053710015	0.00023843393	6.560367e-05	7.3332056e-05	8.691667e-06	1.0433621e-05
à	0.5320212	0.13259864	0.30896804	0.026394427	1.4680212e-05	6.1505534e-07	2.4242838e-06	1.3868128e-08
b	0.011496096	0.47276363	0.512402	0.0032679366	5.6084e-05	1.0789334e-05	3.4542184e-06	4.3729713e-08
b	0.095899716	0.7077001	0.18459241	0.0041072243	0.0005597922	0.002783652	0.0039751735	0.0003819055
e	0.10421836	0.71767443	0.16755997	0.009613845	0.00010910298	6.247179e-05	8.730378e-05	0.00067446247
t	0.7590239	0.18342026	0.052538633	0.004222536	0.00055660954	0.000118928765	5.1488918e-05	6.762032e-05
o	0.97292435	0.017692981	0.000616448	0.00036215218	0.0007311236	0.0028946009	0.00018442268	0.004593924
u	0.73211837	0.20802367	0.0015403724	0.02908857	0.024394162	0.004097628	0.0007362223	1.0589075e-06
k	0.014009754	0.004728463	0.018605826	0.8495871	0.09956341	0.006675284	0.006812657	1.75417e-05
o	0.5356628	0.03525084	0.005427024	0.03694077	0.053789686	0.11902047	0.16224651	0.05166196
r	0.005574	0.006239953	0.5495387	0.31866705	0.089108	0.009334449	0.019367665	0.0021701213
a	0.41179356	0.19751468	0.0017664849	0.065567225	0.038068783	0.17749684	0.0063216113	0.10147081
s	0.00031296792	0.00083082693	0.17008546	0.54033256	0.25407392	0.01751875	0.012956144	0.0038894108
ì	0.22249255	0.1481178	0.0047529233	0.110732354	0.071477875	0.28875637	0.01499597	0.13867418
u	0.0003396114	0.0007871153	0.5584676	0.18743072	0.2314147	0.017632524	0.0007013372	0.003226328
è	0.0005461416	0.0005982719	0.013511477	0.016824747	0.53454095	0.37526926	0.056014866	0.0026942538
n	0.0010699021	0.0013159192	0.011276132	0.01134876	0.3885008	0.5549137	0.027004618	0.004570105
a	0.24991883	0.021146169	0.02583083	0.024062451	0.13343334	0.48012772	0.02654047	0.0389402
n	6.945967e-05	0.0001375203	0.0029071253	0.0018194598	0.054062728	0.91444796	0.0055257003	0.021029985
e	0.07811176	0.05276143	0.037820593	0.053950544	0.13835935	0.3950944	0.045993935	0.19790798
à	6.876821e-05	0.00016071426	0.010168586	0.0039004735	0.04567251	0.5267239	0.042021435	0.37128356
s	0.00023774654	0.000288753	0.00049958535	0.000461259	0.0034289402	0.026559552	0.95137864	0.017145583
p	0.0057512755	0.004367837	0.0039402833	0.004770324	0.007715815	0.02853914	0.23604056	0.7088747
r	5.4310218e-05	6.1147e-05	0.0021398794	0.00035881478	0.00056738727	0.0033083179	0.042747233	0.9507628
o	0.0019741252	0.001970571	0.06597931	0.030075386	0.030201491	0.036150333	0.484191	0.34945783
</S>	4.9361806e-05	3.0891773e-05	0.0006085957	0.00030491254	0.0007286848	0.00608071	0.57408994	0.41810688
