 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9377118	0.024653373	0.010879918	0.0139129665	0.0043046037	0.0057618855	0.000977888	0.0017976869
v	0.9806358	0.015657593	0.0032409502	0.0004620695	2.070132e-06	1.2527614e-06	5.05634e-09	1.8283185e-07
ò	0.18958385	0.5753904	0.21319419	0.007395342	0.012003332	0.00054594426	0.0004687105	0.0014182341
s	0.4170915	0.3813763	0.15412243	0.03829312	0.006985114	0.0016991238	0.00018897092	0.00024348505
t	0.06657676	0.820825	0.09977119	0.005228678	0.0032003643	0.0003952401	0.0010119637	0.0029908628
i	0.106667645	0.6019686	0.039059512	0.026870657	0.037941903	0.019414363	0.02888655	0.13919078
z	0.00036074992	0.45835704	0.47360778	0.064753614	0.0028997844	1.4630268e-05	5.6555955e-06	7.9884074e-07
o	0.10014538	0.44365203	0.26110885	0.04735613	0.067370765	0.020222038	0.022212835	0.03793192
ì	2.5332742e-05	0.06239187	0.22389334	0.69965905	0.013867154	0.000113074355	3.0259847e-05	1.9946345e-05
m	0.0014947681	0.026590437	0.43729794	0.44893688	0.08497825	0.0006579953	2.991063e-05	1.3846259e-05
m	0.019847516	0.16617928	0.17431702	0.2942164	0.31902033	0.0009795229	0.002011607	0.02342837
u	0.43533185	0.14079325	0.16275246	0.110605784	0.056883905	0.00753627	0.008491456	0.07760502
ì	0.0021866683	0.009694153	0.08540722	0.34553525	0.51203614	0.019345263	0.0010546629	0.024740646
m	0.008450228	0.009628915	0.10690612	0.10819794	0.58025587	0.1765978	0.006045577	0.0039175767
e	0.040451672	0.06957116	0.072287284	0.11875547	0.4423003	0.11072037	0.011720039	0.13419372
p	0.00020764582	0.0005858374	0.0034987673	0.008672714	0.034769025	0.81962264	0.020039959	0.11260341
à	0.034034446	0.033872627	0.04931412	0.021410935	0.044305336	0.07080264	0.43331268	0.3129472
n	0.00061121664	0.0005871755	0.0091589475	0.006145966	0.015790183	0.90490836	0.033810988	0.028987292
t	0.01984098	0.021609219	0.024053639	0.0240749	0.040086817	0.7202053	0.13029186	0.0198373
a	0.0019305481	0.0030614885	0.0026358867	0.0073012332	0.0050801146	0.9077788	0.040000133	0.032211725
p	7.718296e-06	5.7697845e-05	0.00014813872	0.00073911087	0.00086302886	0.3130624	0.64871436	0.036407508
o	0.0013868298	0.0014914803	0.002139689	0.001263168	0.001998805	0.014503329	0.8015903	0.17562634
l	3.5192945e-06	1.3220324e-05	8.552408e-05	3.4810197e-05	0.00015092736	0.12384044	0.8055865	0.07028498
e	0.0014114634	0.0015080894	0.0022873867	0.0011719199	0.0018076994	0.00826011	0.8868467	0.096706554
m	3.3080028e-06	1.1996737e-05	5.6697572e-05	1.6713451e-05	8.984443e-05	0.07418842	0.7900514	0.13558157
i	0.0006354333	0.0007048409	0.00084498146	0.00073994655	0.0011366077	0.027750432	0.9267288	0.041459017
m	4.0421673e-05	7.679403e-05	0.00023609199	2.6382597e-05	0.00017983057	0.010854552	0.8599672	0.12861887
m	0.0009553475	0.0010348671	0.001293866	0.0010302105	0.0014387536	0.02000556	0.86914575	0.1050956
è	0.010814174	0.012181591	0.018963953	0.010207603	0.011940357	0.046092954	0.36822268	0.52157664
n	0.0016760636	0.0019203553	0.0057962947	0.0010477331	0.0017672769	0.002040566	0.95642245	0.029329265
a	0.042840585	0.030377539	0.04307147	0.02339851	0.021007208	0.00406988	0.41933998	0.41589475
</S>	1.2690901e-05	2.51178e-05	8.6461805e-05	2.6475802e-05	5.202976e-05	0.00037050404	0.13866054	0.8607662
