 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.9618739	0.015913932	0.000973239	0.007909586	0.0034672895	0.0048259255	0.0026368755	0.0015790306	0.00023711803	0.0005830403
a	0.7155062	0.28203267	0.0024100593	3.8886108e-05	6.3429326e-07	1.7353294e-06	9.79898e-06	3.096791e-08	4.710472e-09	7.6437985e-08
d	0.40254748	0.18445158	0.40966964	0.0027180894	0.00027167847	0.0002698276	5.182241e-05	1.107053e-05	8.3504e-07	7.95722e-06
e	0.3101067	0.36467418	0.17312022	0.07904715	0.028120156	0.00969151	0.000752763	0.023960672	0.0058361916	0.004690473
r	0.05656327	0.9118723	0.030704213	0.00016829658	0.00026683894	0.00029352563	0.000103257924	1.9802374e-05	1.1466589e-06	7.4818345e-06
f	0.12371628	0.57966465	0.1490678	0.016489942	0.024989324	0.037417796	0.0023079265	0.057087153	0.005304729	0.0039543584
ì	0.04213849	0.03740213	0.036691457	0.06079052	0.19170289	0.37987012	0.06254876	0.16854383	0.002587251	0.017724546
m	0.008034899	0.42527607	0.24014267	0.19787428	0.07064855	0.02915762	0.013539515	0.012829172	0.00091496436	0.0015822507
m	0.28452206	0.27299872	0.29665273	0.044574406	0.0053868154	0.0009104866	0.0005248938	0.013409871	0.024948856	0.0560711
u	0.7231523	0.052502636	0.032132447	0.09250679	0.01012257	0.0020664472	0.003109723	0.0037445263	0.017835185	0.06282745
f	0.004248289	0.025060711	0.6268997	0.30688325	0.028182589	0.00732862	0.00031819867	0.0009317774	1.6183736e-05	0.00013058336
è	0.04237935	0.048089784	0.1130992	0.25093433	0.09814248	0.047918063	0.0024250979	0.35962257	0.021827463	0.015561615
t	0.001595663	0.032997657	0.2909604	0.55407673	0.0833217	0.024264628	0.009890116	0.0019845096	8.5216336e-05	0.00082338083
i	0.030584795	0.02888867	0.16344969	0.42284593	0.092142016	0.018501183	0.0039294	0.15774101	0.03264236	0.04927497
p	2.4658393e-05	4.121568e-05	0.009119062	0.927713	0.057941046	0.0044688582	6.911359e-05	0.0004814869	3.1682666e-05	0.000109899986
ò	0.004728362	0.005955934	0.031748045	0.34560972	0.38853687	0.07480917	0.0014286181	0.13149755	0.00721231	0.008473417
r	0.00060429296	0.0052457363	0.08802336	0.53486896	0.29437128	0.07213793	0.0020675135	0.0017790773	0.00010235764	0.0007995715
k	0.01023186	0.009241374	0.034562632	0.27464283	0.5035013	0.0995912	0.0031558648	0.034204945	0.0076210233	0.023246987
e	0.034975626	0.0022454443	0.02551097	0.6872443	0.18470633	0.029896276	0.00359372	0.0009548409	0.0031174223	0.027755072
t	0.0001519589	0.00022711989	0.0026867914	0.40638328	0.39443874	0.1887275	0.0005704321	0.002600426	8.3008104e-05	0.004130776
e	0.008630849	0.0072757993	0.014151635	0.06976319	0.25246528	0.45966753	0.008953398	0.1359481	0.009028819	0.034115378
e	1.7008027e-05	1.977202e-05	0.00028244875	0.12447447	0.18384312	0.67688346	0.0027804046	0.007778556	0.00091014587	0.0030106553
n	0.00020474178	0.00025273318	0.002120606	0.044751376	0.053371012	0.8246214	0.015598858	0.054277755	0.0039464883	0.00085506844
a	0.001877044	0.0011323323	0.005668417	0.086547695	0.31722128	0.39573422	0.031635057	0.039817862	0.016223762	0.104142286
s	0.00011678524	0.00034442282	0.00046310353	0.018594382	0.09803006	0.6772252	0.030955324	0.1388314	0.009348987	0.026090352
t	0.011820843	0.013481763	0.013872866	0.02341592	0.13161637	0.63517034	0.0069342535	0.110498115	0.018648203	0.034541383
u	0.004563459	0.0017021272	0.004028831	0.3842602	0.10582909	0.28164023	0.017872546	0.08123555	0.009827972	0.10904003
d	7.46212e-05	0.00014712324	0.00028031418	0.025086068	0.027825959	0.3879961	0.16743778	0.17438044	0.058070324	0.15870132
i	0.008266628	0.0077575697	0.010753368	0.023106167	0.1178857	0.57098	0.018936642	0.22049199	0.010664894	0.011157062
è	7.819058e-05	0.00019867816	0.00014361492	0.00495471	0.009220463	0.122281134	0.29190394	0.47312322	0.039881513	0.05821455
t	0.001599723	0.0027120737	0.0019671451	0.0010079022	0.004583616	0.025285168	0.24651936	0.5368829	0.1647164	0.014725763
s	0.0035829574	0.004901995	0.0033985646	0.005899915	0.016367223	0.06750143	0.40384924	0.1764359	0.23891112	0.079151586
i	0.0022563918	0.002301806	0.0025334687	0.011369616	0.008098834	0.028697778	0.60145694	0.08561689	0.07289949	0.18476869
j	1.0011706e-05	1.3814401e-05	1.2158285e-05	0.0005416674	0.00028406348	0.003349147	0.5566451	0.16404948	0.15675491	0.1183396
a	0.0014378367	0.0010725774	0.0017754786	0.0061885775	0.027769808	0.14506902	0.47292984	0.31816325	0.01613632	0.009457288
m	6.247532e-05	0.0001286205	2.7862357e-05	0.00012242391	0.00023131695	0.0023188668	0.14287637	0.6934435	0.14085686	0.019931717
è	0.00299341	0.0028471274	0.0031980216	0.0054685595	0.015146768	0.06646388	0.39425763	0.3614151	0.12618704	0.022022527
d	0.0015964675	0.003416829	0.0013967037	0.0005946535	0.0015831792	0.0036305818	0.33227137	0.36583188	0.15864371	0.13103461
i	0.024827382	0.024041755	0.023560584	0.022788754	0.031249637	0.055981927	0.42429787	0.25110447	0.06574335	0.076404355
k	0.00015207188	0.00031276874	8.730351e-05	0.00032180265	0.00021083764	0.0005041188	0.21618289	0.09797669	0.35063252	0.33361906
o	0.0033637492	0.003750573	0.0028911647	0.003436411	0.0055146995	0.01424017	0.07516159	0.09863367	0.61112493	0.18188308
</S>	0.00023484693	0.00049802725	7.336363e-05	0.00011595537	0.00010772439	0.0002562934	0.062454734	0.12334602	0.50552917	0.30738395
