 	sta	seduta	nel	giardino	</S>
s	0.9712975	0.010247984	0.00920986	0.0016385651	0.007606081
t	0.8958403	0.09335328	0.0010200726	0.0025679742	0.0072183725
è	0.529863	0.16089517	0.23169377	0.051005114	0.026542932
i	0.03859422	0.9606435	0.00010546348	6.60701e-05	0.00059065875
k	0.0049422374	0.99104226	8.3364546e-05	0.0018774886	0.0020545705
a	0.010641543	0.01848877	0.035657473	0.41120797	0.5240043
s	0.0032858655	0.7519184	0.009473749	0.026790626	0.20853133
i	0.14954567	0.17537966	0.0829973	0.3658946	0.22618276
m	0.00029888775	0.044333395	0.5946012	0.107515536	0.25325102
m	0.016908541	0.02273176	0.92095643	0.030217228	0.009186109
è	0.012552667	0.024844365	0.026368126	0.07682351	0.8594114
n	0.17691213	0.7032825	0.04203441	0.048065495	0.029705517
i	0.33116642	0.59183985	0.03300508	0.010315218	0.033673353
s	0.00028515648	0.0053971596	0.8466747	0.115114205	0.032528758
t	0.024592357	0.035116855	0.59366524	0.31614214	0.030483428
o	0.025805388	0.016952557	0.23110875	0.6399815	0.08615178
n	4.3780587e-05	0.00076176686	0.4493806	0.50190246	0.047911394
g	0.006202926	0.0088155465	0.6598074	0.29034957	0.034824573
h	0.00030067153	0.0006205448	0.008894664	0.43188018	0.55830395
i	0.0230461	0.027224474	0.10127889	0.53948176	0.30896878
a	5.9017166e-05	0.0006777327	0.13965261	0.6404763	0.21913438
r	8.765798e-05	0.0025774692	0.12097154	0.5064346	0.3699287
d	0.0021063378	0.005835856	0.53462964	0.42024738	0.037180774
ì	0.0028506287	0.0072072367	0.035573225	0.38875866	0.5656103
n	0.0006000048	0.011506465	0.061754566	0.8401252	0.08601376
o	0.0053439843	0.0064976057	0.020916888	0.94368505	0.023556389
</S>	3.0444624e-05	0.00023114943	0.007420419	0.15497527	0.8373427
