 	può	che	sono	ancora	svegli	</S>
i	0.9244562	0.04722698	0.012882837	0.005499894	0.0024469546	0.007487081
s	0.97871494	0.020995101	7.6462355e-05	0.00019072842	1.8899824e-05	3.835955e-06
ò	0.35752752	0.060492996	0.016152956	0.52998203	0.010997699	0.024846846
z	0.66373134	0.3059921	0.0245895	0.005199688	0.0002721363	0.00021518824
i	0.45454377	0.45837474	0.060795564	0.005705599	0.007100144	0.0134802405
k	0.023566663	0.4886203	0.40630537	0.051713407	0.011587495	0.018206824
a	0.019141478	0.10445916	0.8232193	0.0056234216	0.012435766	0.035120856
ì	0.0006494473	0.029423982	0.9119351	0.01563231	0.0014782684	0.04088093
n	0.0048559387	0.09506465	0.48148358	0.4104467	0.007046168	0.0011029317
e	0.018764282	0.045155738	0.58254236	0.014810341	0.054487195	0.28424007
a	0.000108746324	0.001259212	0.07474764	0.89999425	0.008140096	0.015750084
n	0.00021950228	0.0011831039	0.0076425844	0.86753726	0.12213386	0.0012837279
k	0.005837348	0.021826351	0.1766517	0.19108239	0.40306097	0.20154124
ò	0.0069229235	0.00557198	0.043790534	0.029334022	0.0053347237	0.90904576
r	0.0058434648	0.0122495545	0.043613687	0.852388	0.015037875	0.070867404
a	0.1505738	0.16283365	0.2096054	0.39671594	0.043988515	0.036282655
a	0.00021351181	0.0014088321	0.015015609	0.120765075	0.50970757	0.3528894
t	0.000110085646	0.00016830458	0.00027627798	0.06710544	0.85631347	0.07602636
s	0.00086971134	0.0029797046	0.007317407	0.16926089	0.7587657	0.060806617
ù	5.516548e-05	9.1716036e-05	0.00012265182	0.0017166176	0.035867624	0.9621463
n	0.00017182698	0.0003157744	0.00045431807	0.049804073	0.8882817	0.06097233
n	0.0073545966	0.010491645	0.009181623	0.06990749	0.8176799	0.08538485
i	0.04531767	0.03508637	0.032965407	0.09285484	0.41360375	0.38017192
t	0.00011125815	0.00025988146	0.00025153792	0.032070886	0.7900001	0.17730635
i	0.002295492	0.0028591463	0.0023338099	0.0118011525	0.11607534	0.86463505
</S>	2.005855e-06	9.891306e-06	1.7537115e-05	0.00097121915	0.17921762	0.8197817
