 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.76009685	0.19092993	0.008112088	0.007265733	0.0074730814	0.021909218	0.0024553114	0.00012072747	0.0001761419	0.0006253408	0.00025980326	0.0005757655
j	0.86173505	0.06297674	0.075113714	0.00014422621	7.120978e-06	1.7964509e-05	2.7247208e-06	2.2248323e-06	1.7579087e-08	1.7551113e-08	9.740623e-08	1.6143814e-07
i	0.063117705	0.06297527	0.34607074	0.31802866	0.12436816	0.020728027	0.03149622	0.019285742	0.0055184797	0.000843239	0.00046000996	0.007107709
n	0.2565324	0.74047697	0.0029412662	3.2845554e-05	4.708461e-06	1.4918481e-06	8.325302e-07	6.0982707e-06	3.2374498e-07	1.2547659e-07	1.6941675e-07	2.8299883e-06
è	0.08178863	0.60672235	0.19805348	0.001908563	0.0053134183	0.003982955	0.035971303	0.04308757	0.0171364	0.0012645727	0.00083339156	0.0039373874
k	0.016840344	0.9337684	0.034812354	0.0044673714	0.0035852136	0.0034656497	0.00156038	0.00044845502	0.00051967026	0.00022793014	2.6371572e-05	0.00027784993
a	0.21263927	0.68615144	0.05894073	0.001906255	0.0018401858	0.0034849811	0.013415826	0.0053360066	0.0012148331	0.0011072211	0.001247605	0.012715665
t	0.0033751065	0.4696387	0.5193239	0.0057188338	0.0011201408	0.00039848007	0.00027291564	9.580747e-05	2.4825422e-05	4.973942e-06	2.333651e-06	2.3988054e-05
è	0.069817804	0.07712087	0.1314823	0.10047718	0.10089981	0.061764702	0.29718402	0.08316236	0.057547256	0.0058274213	0.0017785142	0.012937792
l	0.0016448783	0.10335364	0.824391	0.06416152	0.0032105858	0.0016697771	0.001150487	0.00011705945	0.00012240076	3.7144215e-05	1.6860748e-05	0.00012463992
i	0.11595666	0.11156115	0.32283813	0.14799811	0.02852022	0.045598965	0.118095726	0.012098279	0.009575139	0.008866685	0.0070735514	0.07181736
n	0.0006916837	0.059869483	0.25290582	0.5885258	0.023113208	0.046556327	0.015826887	0.0043030125	0.0007532367	0.0005996068	0.00090049976	0.005954463
a	0.009302086	0.014626214	0.05334655	0.8033076	0.05688279	0.018577257	0.02494098	0.002314117	0.0015052102	0.0013205771	0.000738399	0.013138327
p	0.00010140272	0.002276749	0.03542548	0.906297	0.04164146	0.005439537	0.0017148287	0.00021699256	6.106749e-05	2.624845e-05	4.0493003e-05	0.006758786
u	0.0102889305	0.010714146	0.02138917	0.73913616	0.10351205	0.01898886	0.075249605	0.0068204035	0.0089474935	0.00089393434	0.00041598003	0.0036431917
l	4.0179697e-05	0.0008309519	0.008077954	0.7910106	0.16023313	0.028939372	0.003453541	0.00086234015	0.0004758835	0.00023392608	0.00013237941	0.005709804
i	0.007249608	0.007833012	0.012978737	0.76574045	0.119228475	0.025469653	0.04405143	0.004442175	0.0044883913	0.002177619	0.0004749007	0.005865539
z	3.4635563e-05	0.0005818141	0.0051448876	0.51477766	0.34774175	0.10181236	0.0076535773	0.0027957282	0.0014576277	0.001378441	0.0010022018	0.015619298
z	0.006459992	0.006675878	0.010258335	0.68444556	0.1798863	0.035830203	0.051937107	0.009681361	0.005470663	0.0023351167	0.00052367244	0.0064958762
è	0.015361065	0.121965155	0.15358223	0.20721088	0.11427513	0.050962985	0.02746405	0.02342677	0.065642655	0.07314829	0.03180243	0.115158394
s	0.0012129903	0.002746428	0.009829345	0.26004222	0.5313253	0.1388407	0.028963737	0.015502934	0.009579172	0.00066009886	0.00022541227	0.001071667
s	0.032046244	0.032207727	0.036806572	0.52070963	0.22249573	0.032314625	0.010520097	0.045494355	0.0105688665	0.008574944	0.0070870207	0.04117421
i	0.007542351	0.020091003	0.025222762	0.04447842	0.06962238	0.02181179	0.004973465	0.01658126	0.01977247	0.05736729	0.15415232	0.5583845
o	4.408119e-05	0.00036861555	0.0010274678	0.012214767	0.28229618	0.64892435	0.017013324	0.010569668	0.006701341	0.0017990667	0.004942291	0.014098813
s	5.0909683e-05	3.4356795e-05	0.00030839484	0.005200822	0.025873806	0.50905615	0.32787523	0.12098849	0.007864432	0.0003926664	0.00062195456	0.0017327982
p	0.0019721584	0.0017503218	0.0031030935	0.1509115	0.18013687	0.14623949	0.18550602	0.18911932	0.045084838	0.028596377	0.0061294413	0.06145051
i	0.00070280686	0.0019719778	0.0024057	0.0044723405	0.02862153	0.045021977	0.02728585	0.16387677	0.20272645	0.15918018	0.024800751	0.3389336
t	6.4803746e-05	0.00027646276	0.00029426403	0.0018976541	0.04899714	0.4782706	0.11708628	0.044171147	0.13109164	0.025611054	0.015370084	0.13686892
i	0.007916353	0.008022213	0.00893	0.03853944	0.04423627	0.017663658	0.039973035	0.5659788	0.18723734	0.023161983	0.0077510746	0.05058976
