 	mio	padre	ha	lavorato	sempre	</S>
o	0.98972464	0.0051564183	0.0013789155	0.0025334326	0.0004433595	0.00076321146
c	0.04336738	0.95660424	2.0708623e-05	7.4480195e-06	3.293563e-08	2.0771164e-07
i	0.1759258	0.29857868	0.21062097	0.03826275	0.020605592	0.25600615
ù	0.58846307	0.41005427	0.0006945483	2.549806e-05	8.5543485e-05	0.00067718374
r	0.30421847	0.48998448	0.19038287	0.012256485	0.00034544928	0.0028122258
i	0.1478865	0.40999186	0.15353228	0.032032274	0.015356433	0.24120067
m	0.0007020318	0.014918838	0.9493306	0.023630682	0.00067543105	0.010742485
m	0.07556143	0.115894385	0.4602488	0.2825926	0.003413491	0.062289342
u	0.4286561	0.062105414	0.12418056	0.0127312625	0.0027814873	0.36954522
è	0.017542966	0.03568469	0.7683212	0.10631951	0.0012485863	0.070883065
p	0.008484338	0.027513765	0.4264123	0.53134865	0.0029388387	0.0033020752
o	0.018852014	0.02546362	0.09395811	0.66647345	0.06287165	0.13238117
l	0.000100682686	0.00027514735	0.09571073	0.7692257	0.03239364	0.10229412
e	0.023194086	0.029265624	0.07177221	0.717237	0.10249504	0.056036
m	4.6906625e-05	0.00014394442	0.01348736	0.17041208	0.6814202	0.13448949
i	0.018934207	0.022430163	0.058083784	0.8406736	0.036944002	0.022934284
m	0.00036043054	0.00070172455	0.006115702	0.10292756	0.78006774	0.109826826
m	0.032588575	0.030071257	0.052488886	0.45842153	0.32621986	0.10020991
è	0.17183056	0.10779485	0.10541514	0.08457535	0.18764316	0.34274092
n	0.02690276	0.03639903	0.050294437	0.2709797	0.5782302	0.037193794
a	0.3023654	0.19801117	0.18991315	0.13354626	0.074853286	0.10131072
p	8.378617e-06	1.445674e-05	0.00030490995	0.00042087163	0.8777246	0.12152673
à	0.0026081188	0.0031790533	0.0033195643	0.0032025604	0.6628706	0.32482007
n	4.9489587e-05	0.00010880324	0.00081531797	0.00074584293	0.7695435	0.22873706
t	0.0065861377	0.007182288	0.0076265316	0.010092616	0.7373449	0.23116754
a	4.6066652e-05	4.528175e-05	6.8310444e-05	7.2794006e-05	0.7777461	0.2220215
</S>	5.0830245e-06	6.7556416e-06	2.9395138e-05	3.7482678e-05	0.4804223	0.519499
