 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.9713027	0.0009895869	0.0110785	0.013578775	0.0014998796	0.00010557476	0.00030999503	0.0011349388
n	0.48642644	0.51018685	0.0007022455	0.0024556953	0.00014123594	8.325906e-05	2.9197496e-08	4.2673073e-06
è	0.06137202	0.013167917	0.44649756	0.118551776	0.046126377	0.24593383	0.009875099	0.058475398
r	0.26582435	0.41546288	0.119760334	0.19318561	0.0030582643	0.0010603262	0.00049604825	0.0011520907
k	0.11699442	0.23307577	0.3488271	0.16367926	0.012630936	0.06623047	0.011365774	0.04719628
e	0.23131004	0.25672466	0.09538505	0.3639079	0.0039017631	0.0097015295	0.00592639	0.03314263
s	0.00898402	0.14468065	0.45923012	0.35461825	0.019974109	0.01193021	2.992939e-05	0.0005527032
e	0.036197174	0.021438668	0.6527514	0.040475387	0.033881392	0.17419544	0.015245048	0.025815548
s	4.6181263e-05	0.003889281	0.8362276	0.13189204	0.024369622	0.0033099994	5.8993384e-05	0.00020622158
e	0.02171977	0.025463589	0.60336006	0.056544404	0.072717436	0.18122791	0.02140205	0.017564729
s	1.8077599e-05	0.0006572575	0.1360525	0.7883827	0.064062275	0.0023250557	0.0014377616	0.007064321
e	0.029690608	0.036267642	0.53987175	0.059306428	0.1709791	0.09748703	0.042422812	0.023974638
t	9.85778e-06	0.0002239529	0.034168057	0.7583397	0.18600988	0.002621174	0.0034212058	0.015206236
t	0.019877927	0.025194967	0.2769325	0.07107104	0.39921734	0.052872863	0.110678226	0.044155102
à	0.00073250005	0.0034277528	0.03978789	0.6645113	0.025540495	0.0039269184	0.19098487	0.07108832
s	0.010697549	0.018464362	0.07858024	0.07586521	0.5920404	0.20694958	0.006736762	0.010665894
t	0.073684834	0.07997002	0.17299448	0.13664286	0.37738892	0.027067315	0.08183402	0.050417535
e	0.0030739463	0.0050524785	0.0106809195	0.7210326	0.0224461	0.0032036863	0.05111714	0.1833931
a	0.0001308962	0.000586052	0.018675162	0.3518934	0.32925338	0.07994336	0.040635463	0.17888227
n	0.00044539807	0.0013822701	0.001399642	0.03673934	0.3464955	0.56986684	0.020856602	0.022814441
k	0.0024634055	0.0032669979	0.032001503	0.024396988	0.17615622	0.04688635	0.563537	0.15129146
ò	0.001247951	0.0013411761	0.0039148605	0.10285699	0.03613107	0.03280001	0.21428008	0.6074278
r	0.0052708318	0.006231931	0.015091906	0.0070111067	0.13338925	0.64619935	0.09242622	0.0943794
a	0.025565647	0.026494356	0.034720253	0.03255215	0.060504336	0.15825197	0.6296882	0.032223087
m	1.6037258e-05	2.747342e-05	0.00018801606	0.0022283117	0.0008347384	0.00958828	0.6715137	0.31560346
a	0.0016325194	0.001676435	0.0038257744	0.003162673	0.012636909	0.01613774	0.9105793	0.0503487
r	0.00012694865	0.00016980423	0.00031854043	0.001020903	0.00084804086	0.045027643	0.46423826	0.48824984
è	0.0014838298	0.0015898513	0.001666146	0.0012111688	0.0017107622	0.006397762	0.9352108	0.050729606
o	0.0014844541	0.0016240588	0.002445406	0.0015467083	0.008345243	0.09931736	0.2648924	0.62034446
</S>	0.0004046882	0.00051647594	0.00040137407	0.000228531	0.0007173102	0.039301295	0.34814072	0.61028963
