 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.95728666	0.011665213	0.008230327	0.0020256916	0.007227832	0.0031784088	0.0039463076	0.004666345	0.0008421627	0.0009309845
v	0.94837403	0.0508321	0.00016724643	0.00061606907	3.374545e-06	7.855609e-07	6.335702e-06	2.2125173e-08	3.0835807e-08	9.574436e-08
ò	0.32557368	0.4331597	0.1346524	0.101592585	0.00046540258	0.00024088476	0.0027016269	0.00076423545	0.00010208422	0.0007473408
e	0.43753242	0.43336806	0.11367816	0.004406685	0.0042637796	0.0021126827	0.0037341313	0.0008049905	3.7889906e-05	6.121992e-05
n	0.011478297	0.87530893	0.091872536	0.019888746	9.448216e-06	1.959877e-05	0.001409593	1.2471336e-05	7.954109e-08	3.2655694e-07
ì	0.01180481	0.19959001	0.74890745	0.010885341	0.0017045101	0.00154946	0.01725971	0.002086573	0.00012594071	0.0060861763
m	0.002086998	0.32118148	0.61710703	0.056462478	0.0013794189	0.000711578	0.00076785596	0.000113589	4.9906546e-05	0.0001395846
e	0.035815082	0.16521156	0.7563435	0.031775806	0.0010312663	0.0005081599	0.0032690056	0.00015235793	0.00010102748	0.005792252
a	0.0010197086	0.020777272	0.5507372	0.42376578	0.0006887902	0.00017402445	0.0005807731	5.9434504e-05	0.00011026425	0.0020867565
n	0.0010215024	0.008889159	0.13251999	0.83474916	0.0020599111	0.00048613717	0.019812835	0.00026080824	1.18571115e-05	0.0001886515
k	0.0069143786	0.02682234	0.4720508	0.12745318	0.13395406	0.0043491586	0.0075311624	0.0018089439	0.01816974	0.20094623
ò	0.052239686	0.052663315	0.528986	0.1722369	0.07161244	0.0033997493	0.007733839	0.00062954053	0.0010617167	0.1094368
r	0.0037185363	0.010456748	0.04870839	0.7127433	0.17696701	0.025418075	0.010655909	0.006359203	0.0013706959	0.003602179
a	0.06607837	0.07632226	0.14413518	0.14495331	0.12907724	0.026158322	0.07944511	0.14955269	0.066984184	0.11729333
p	2.4074183e-05	0.00028351325	0.014199633	0.024675863	0.8596077	0.07778342	0.018465282	0.002379639	0.0004831211	0.0020978032
r	0.011986977	0.015799122	0.044767186	0.08596609	0.580841	0.056861844	0.06838308	0.087120295	0.021432688	0.02684172
ò	0.0051537114	0.009270035	0.050025377	0.018145243	0.5143283	0.11817469	0.029324273	0.06093949	0.1183214	0.07631743
n	0.000735856	0.0020452973	0.0054776245	0.10010123	0.65888274	0.19573614	0.009928814	0.017741801	0.0029587722	0.0063916883
t	0.016587656	0.017833402	0.033237033	0.04074629	0.65466046	0.18865651	0.010849467	0.016102826	0.0029376748	0.018388672
a	0.0015243676	0.0018381457	0.0043303547	0.0060802535	0.7800004	0.12849073	0.00183654	0.006479511	0.01819853	0.051221114
n	5.0329327e-06	2.8053755e-05	0.00034269746	0.00041186987	0.26564842	0.70502794	0.020385431	0.006002658	0.00026042387	0.0018873581
g	0.0037403975	0.0041073887	0.007434502	0.008782532	0.4101026	0.46866623	0.04007715	0.040768452	0.0049971016	0.011323671
h	0.0011642863	0.0011424144	0.0019952534	0.0014740466	0.43920684	0.5166075	0.011006619	0.0025885997	0.00028496096	0.024529414
ì	0.0069355424	0.008368743	0.015683128	0.011340572	0.41693422	0.37593588	0.03921973	0.085264884	0.017026734	0.023290576
z	0.0003539567	0.0006410254	0.0010888455	0.008095299	0.10412086	0.68276477	0.10702016	0.030888645	0.025617331	0.039409135
i	0.0118842535	0.012301457	0.013519968	0.015450364	0.10006965	0.51703477	0.04700618	0.18904655	0.07586569	0.01782122
n	4.4660555e-06	1.12028165e-05	3.6693305e-05	6.5738954e-05	0.051489606	0.5552266	0.12132094	0.14131576	0.0700453	0.060483675
a	0.0029386373	0.0031365617	0.0039561605	0.004871696	0.104479305	0.4647984	0.12595592	0.25231868	0.027283428	0.010261212
r	1.0430995e-05	3.5233996e-05	2.9624256e-05	8.362605e-05	0.018392162	0.14621432	0.12830162	0.4951629	0.1637785	0.047991525
t	0.0069857608	0.008336709	0.007322708	0.00879982	0.026216539	0.16291457	0.0499327	0.5187871	0.18419094	0.02651317
i	0.001202862	0.0023826938	0.00824337	0.0016094276	0.12929681	0.18998113	0.08046697	0.24606168	0.14335394	0.1974011
s	5.2771434e-06	1.7577868e-05	3.329261e-05	2.9448594e-05	0.0045352583	0.05371244	0.09551264	0.19599847	0.5380762	0.11207934
t	0.006136304	0.007269106	0.0054421904	0.007097606	0.005439799	0.02656558	0.018177047	0.29904446	0.5028977	0.12193022
e	0.00056235	0.0013314219	0.0045241215	0.0007366401	0.07068378	0.12087226	0.058055844	0.21196552	0.22563289	0.3056352
s	4.1874923e-06	1.2997007e-05	1.3705141e-05	1.367485e-05	0.00089798524	0.0071360464	0.027888173	0.064874046	0.788087	0.11107212
e	0.006190842	0.007461822	0.0048175557	0.006565292	0.0021693602	0.0065431246	0.008172091	0.10434233	0.63937783	0.21435979
t	1.262226e-06	4.267405e-06	2.9227085e-06	3.2736248e-06	0.00022477483	0.0014428751	0.005903513	0.024953092	0.8881675	0.07929653
t	0.0020916166	0.0025227934	0.0020243123	0.0023112565	0.0025945927	0.010756545	0.009441453	0.076230206	0.765494	0.12653317
ò	0.00034041714	0.0008506752	0.0025670733	0.0003523173	0.021364152	0.041174788	0.0582684	0.101785325	0.3494824	0.42381442
</S>	0.00071880623	0.0009144407	0.00042326498	0.0014022072	0.00018375047	0.0025207195	0.018992048	0.0057269386	0.41507357	0.55404425
