 	sono	stato	sempre	poveretti	</S>
ì	0.96705216	0.0207327	0.0058964095	0.0033524605	0.002966216
m	0.9663726	0.03360274	2.069769e-05	1.4138706e-06	2.5665863e-06
e	0.45691538	0.53321785	1.9822242e-05	0.00026615086	0.009580796
s	0.1261022	0.8632522	0.001473651	0.0027017505	0.0064702434
t	0.13412389	0.72996175	0.0045764125	0.006245462	0.12509254
a	0.3339898	0.5591095	0.00830901	0.054121856	0.044469837
m	0.009561416	0.9335011	0.00808329	0.03498955	0.013864634
m	0.061604604	0.863186	0.035583764	0.0013414867	0.03828414
è	0.1320027	0.5535376	0.004191535	0.0020573074	0.30821082
n	0.45179686	0.54159033	0.0013433103	0.002246848	0.003022676
a	0.7102961	0.13235134	0.018776475	0.010396872	0.1281793
p	0.009598979	0.09900198	0.8099749	0.029357525	0.052066524
à	0.047621407	0.09529069	0.21386912	0.16914818	0.47407055
n	0.00024874372	0.0012583282	0.96550345	0.022934096	0.0100553
t	0.05177841	0.063958935	0.8170991	0.03581749	0.0313461
a	0.0027056516	0.002474835	0.971817	0.0125004	0.010502132
t	0.00023381236	0.00092452974	0.6910743	0.24241783	0.0653495
e	0.043683853	0.058286894	0.22969343	0.24192382	0.42641205
c	1.2374523e-05	4.0385414e-05	0.7051622	0.18802953	0.106755376
h	0.0060263164	0.010899233	0.50773543	0.2562053	0.21913376
ù	0.00023897647	0.00013033445	0.91117156	0.034041546	0.054417644
d	0.00024356166	0.00023581536	0.012238364	0.9645604	0.02272184
d	0.022033911	0.022319563	0.046614908	0.81204855	0.09698304
h	0.0663135	0.034287762	0.091574	0.5965098	0.21131496
i	0.0034245655	0.003254223	0.029014174	0.52663845	0.43766856
</S>	0.0005775864	0.00046359748	0.008465207	0.09823021	0.8922634
