 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.692059	0.03794643	0.010989539	0.015443262	0.007533601	0.01275859	0.06677754	0.0062979455	0.022725565	0.018751571	0.02048274	0.03925697	0.03872023	0.0077243857	0.0013310639	0.00028331042	0.00091820594
ò	0.81474125	0.17793015	0.0016608852	7.8336154e-05	0.0052194535	1.2252264e-06	1.5540802e-05	4.634052e-06	4.33381e-05	5.3471563e-06	0.00017615319	9.9369776e-05	1.2503985e-05	8.509418e-07	7.0442087e-07	4.446605e-07	9.953248e-06
p	0.3366699	0.65753895	0.0028375017	0.00093189365	0.00023284458	2.6956366e-06	9.441779e-05	7.940847e-07	5.919377e-05	1.8584971e-06	0.001567391	4.9552953e-05	1.1454844e-05	1.3840581e-06	4.0090125e-08	8.659963e-08	4.716749e-08
o	0.09759559	0.8005792	0.058675244	0.030027889	0.005738744	0.00048130972	0.0032460287	4.2790696e-05	0.00024879063	8.814209e-05	0.0018399452	0.00061064813	0.00051253336	9.840795e-05	1.262361e-05	2.888956e-05	0.00017326234
G	0.0054201605	0.9589326	0.034349978	0.000884584	0.00023021348	4.8114657e-07	3.2672972e-06	1.1306384e-07	6.8509e-07	1.2154922e-07	0.00016080796	1.4399544e-05	2.2502688e-06	2.7986425e-07	2.0392067e-08	1.7355976e-08	4.9637695e-08
i	0.036360104	0.49000087	0.44161734	0.0070491917	0.0026153396	0.00066786405	0.002106764	0.0005625559	0.0010505379	0.00023013496	0.0011801061	0.00021014955	0.0005039166	0.0014671929	0.0016173775	0.00549599	0.007264566
o	0.001802479	0.99411964	0.003619834	9.2425595e-05	0.00033464134	3.304816e-06	8.498003e-06	1.70989e-06	6.959555e-06	4.0534854e-07	5.31619e-06	6.582607e-07	2.2055849e-07	8.2118554e-08	8.13593e-08	1.6795407e-07	3.6681342e-06
v	0.00051399827	0.810538	0.18335032	0.0025090491	0.0023372418	3.9677784e-06	1.6741493e-05	1.7972495e-07	2.9263147e-06	5.7706137e-07	0.00068639097	2.5731082e-05	9.910014e-06	1.6271559e-06	3.0164976e-08	1.1658155e-07	3.0930305e-06
à	0.0035450368	0.061043944	0.7329267	0.06418645	0.109186806	0.0007887989	0.0013057758	0.0007329277	0.0012427681	0.0005872521	0.0023711137	0.0001403819	0.00029152766	0.0007948552	0.0013930507	0.005793406	0.013669232
n	0.00047947554	0.46454465	0.4603578	0.03139099	0.03528309	0.0007610031	0.0011592973	0.0014952336	0.0018402353	0.0007170002	0.0011307354	0.00027344885	0.00017888001	0.000117928976	7.695316e-05	6.52595e-05	0.00012803756
n	0.024124045	0.16707866	0.7139534	0.00873818	0.051524937	0.0005485509	0.0012013428	0.0004745769	0.0011850469	0.0012005673	0.0055649425	0.00055024907	0.0010283163	0.0014857567	0.001659912	0.004442267	0.015239308
i	0.043942247	0.6315694	0.32101464	0.0009445403	0.0014862517	1.2233841e-05	1.5595046e-05	2.929109e-05	5.674605e-05	1.26475015e-05	4.779444e-05	1.01278e-05	7.9560905e-06	1.0184218e-05	3.9935807e-05	0.00014590674	0.0006545753
j	0.00016769419	0.037301145	0.80547315	0.089256644	0.06682349	7.010362e-05	0.0002745314	1.680912e-05	0.000120383214	9.959111e-06	0.0004260184	3.6377358e-05	7.3559063e-06	1.1329844e-06	5.6653784e-07	6.934935e-07	1.39633985e-05
ù	0.0052513895	0.021906529	0.5486088	0.2132522	0.120811336	0.0055355732	0.008843948	0.0049476014	0.005987117	0.0027991133	0.009575341	0.0010096835	0.001890355	0.005418776	0.008108371	0.015029722	0.021024104
