 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9880164	0.0006968592	0.0019614564	0.0026003567	0.003575455	6.324595e-05	0.0030862426
c	0.98729485	0.0059753787	0.0052379454	0.0010375247	0.00033256135	9.4219824e-05	2.7413153e-05
h	0.607048	0.27776438	0.006814709	0.001593334	0.029108498	0.02435138	0.053319797
a	0.9976991	0.001013294	3.41228e-05	5.3091667e-06	0.00013202624	0.00037248753	0.000743564
n	0.042865966	0.9478607	0.004457871	0.00023753112	0.0011112976	0.0022257846	0.0012408606
a	0.36786568	0.49237427	0.01590397	0.00015996999	0.003056877	0.073076926	0.0475623
a	0.060582392	0.9226539	0.0026910168	7.9534395e-05	0.00069001905	0.0045555243	0.008747617
g	0.001807318	0.7512814	0.19560617	0.0034092187	0.01846723	0.023735484	0.005693298
o	0.0028189437	0.024029043	0.83796525	0.06317267	0.0022567082	0.010633825	0.059123535
r	0.022438256	0.5565175	0.13801888	0.01244068	0.015823493	0.068616845	0.18614435
à	0.13391401	0.27363643	0.47070673	0.025318313	0.04000515	0.0072933203	0.049126197
s	0.014857226	0.008137437	0.086516924	0.76262975	0.11489009	0.00433227	0.008636194
o	0.26566577	0.29772386	0.18274258	0.18323943	0.040545397	0.0075045284	0.022578478
o	0.0004313001	0.012215405	0.41668773	0.53702056	0.010377901	0.0015910952	0.021675989
s	0.000106035506	0.0015664652	0.26152313	0.64261806	0.07901371	0.009996616	0.0051760767
s	0.0029107027	0.009288263	0.21207745	0.43213615	0.17704211	0.074626066	0.09191918
o	0.0036119896	0.012209576	0.5327703	0.26670456	0.0037075412	0.024037208	0.15695882
m	0.00012329064	0.0015754111	0.13608082	0.2946432	0.078999	0.23009859	0.25847965
ì	0.023742173	0.037282586	0.29301962	0.49792102	0.1019704	0.011411474	0.034652717
k	0.039206184	0.023201197	0.0061561773	0.008662617	0.53205734	0.21188983	0.17882657
a	0.30872458	0.121090874	0.024969148	0.024766803	0.43468523	0.036702987	0.049060456
m	0.0013551635	0.0027223767	0.009736528	0.017505497	0.39304927	0.057578824	0.5180523
è	0.010851987	0.015176349	0.017034264	0.035814777	0.08130523	0.7024323	0.1373851
r	0.020906057	0.013738406	0.0024531642	0.0039067995	0.49573696	0.22893392	0.23432465
i	0.003650896	0.0042018285	0.0035975124	0.004339904	0.061578564	0.6777791	0.24485223
</S>	1.508795e-05	4.4162953e-05	0.0002102553	0.00028779797	0.0047625015	0.016448794	0.9782314
