 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.9463191	0.02770412	0.0053441133	0.003606707	0.0016370922	0.007886052	0.00428199	0.0023318664	0.00046920992	8.463791e-05	0.00033505238
n	0.8208553	0.032813706	0.008399588	0.0013791826	0.13646631	8.087057e-05	7.943545e-07	5.957855e-07	5.743791e-08	1.7468843e-06	1.7866978e-06
ì	0.09844726	0.17488545	0.2632221	0.22951458	0.18773478	0.027809616	0.002596211	0.0008986659	0.00017569723	0.0060042595	0.008711358
c	0.017508082	0.9312295	0.047963064	0.002531804	0.0006189668	6.2052655e-05	3.9746054e-05	2.1474847e-05	5.1980333e-06	1.3175359e-05	7.079181e-06
h	0.00049260934	0.8093915	0.17452013	0.015026172	0.00010286563	1.819845e-05	1.0956889e-05	1.4846449e-06	1.1072135e-06	0.00028983608	0.00014509105
e	0.0025214031	0.87919015	0.114958	0.0027990928	0.00016636112	4.0379496e-06	1.1845617e-06	7.5648e-07	2.2747088e-06	0.00030072412	5.5920864e-05
n	0.0031382802	0.18704416	0.6435441	0.13694431	0.027932093	0.00084562023	1.0149692e-05	1.4066317e-05	2.056795e-06	0.00049324473	3.1932414e-05
d	0.0027893411	0.118231654	0.6128752	0.25415158	0.0040229247	0.0013496685	0.00011622022	3.294662e-05	1.6156066e-05	0.0049071694	0.0015070783
ì	0.0070139114	0.12783886	0.49603543	0.3457885	0.0066545913	0.0037499429	0.0003431727	6.606376e-05	4.6953028e-05	0.0039384025	0.008524171
s	0.0013653102	0.016554698	0.20567624	0.63450813	0.13813743	0.002056817	0.00057582324	0.00048056117	7.5678596e-05	0.0002343089	0.00033509918
o	0.028805617	0.07643177	0.3056863	0.41204062	0.022531994	0.019075232	0.015586135	0.021314403	0.0077952393	0.06296536	0.027767329
n	5.2806354e-05	0.0072782445	0.018961918	0.9141	0.053330597	0.004606186	0.00013067255	0.00030149004	6.0907278e-05	0.0008885979	0.00028864155
t	0.0027333298	0.04022478	0.23211522	0.5912769	0.069079585	0.0043841763	0.0034945803	0.0010364096	0.000764759	0.03255344	0.022336803
a	0.0022328643	0.05862909	0.070622526	0.7963832	0.01106544	0.0029236593	0.0027418877	0.001041544	0.00073036086	0.003694493	0.049934916
i	0.00014536455	0.004650998	0.009228996	0.56638473	0.36300197	0.05024511	0.0011262234	0.0007113265	0.00016467625	0.0013430024	0.002997641
k	7.5973454e-05	4.915072e-05	8.855605e-05	0.005614348	0.9348631	0.05741487	9.893406e-05	0.00017266176	8.274157e-06	0.0013654502	0.00024865617
i	0.0016019397	0.014614012	0.073891476	0.22803663	0.14993845	0.04222218	0.025116632	0.0022178777	0.0025304353	0.1860517	0.27377865
a	0.00011567646	0.0004441324	0.0014400858	0.039397743	0.56551653	0.3559315	0.0065211677	0.00045326457	5.650819e-05	0.005385885	0.024737544
t	0.00024520973	3.9808965e-05	7.8904704e-05	0.0013851755	0.42168567	0.5559121	0.0015645394	0.0020646406	3.2766453e-05	0.016376168	0.0006149874
è	0.0049661533	0.0057467283	0.013425591	0.035312586	0.12834448	0.24954678	0.058237787	0.026340256	0.01322261	0.26291278	0.20194426
r	0.0010048401	0.00047798053	0.0016232122	0.005613428	0.47518897	0.324977	0.16260375	0.014445661	0.0015380625	0.009568522	0.0029584863
a	0.019876815	0.019842781	0.029888945	0.04638832	0.10216873	0.18149428	0.109774806	0.011084225	0.0033189373	0.21802096	0.25814113
i	0.00013098853	3.549847e-05	6.206886e-05	0.00047474372	0.013115091	0.56039536	0.2836405	0.08814638	0.008797216	0.01690128	0.028300919
n	0.0018875303	6.541686e-05	7.064782e-05	0.00036783336	0.04556905	0.42274424	0.02891515	0.13062465	0.0023919297	0.36368844	0.0036750974
ì	0.0023424276	0.0015221041	0.0043948507	0.009674244	0.038923323	0.2786687	0.24449696	0.042342108	0.0044257753	0.22514388	0.14806563
c	0.0018895172	0.00027052625	0.0006119952	0.00053368625	0.0127515895	0.034925334	0.5083804	0.35682967	0.067940414	0.009662659	0.006204221
h	0.002010964	0.0018462929	0.0026034869	0.0035010048	0.0060117515	0.028885702	0.54947406	0.2804392	0.014924391	0.028381135	0.08192208
a	0.008376796	0.008350195	0.009895102	0.011181882	0.018036164	0.029601669	0.6063995	0.23584749	0.0020648343	0.017396614	0.052849777
p	0.00073037314	9.467893e-05	0.00021935477	0.0001822869	0.00032083134	0.0076621654	0.15472414	0.4103488	0.39900476	0.0056728455	0.021039693
à	0.02907601	0.019775327	0.021490637	0.020908272	0.026782935	0.04360127	0.019867858	0.10309408	0.2065691	0.39764717	0.111187376
r	0.0025127225	0.001229935	0.0016558169	0.0019056763	0.00821234	0.032090522	0.21540204	0.3264553	0.20571592	0.06839955	0.13642018
o	0.019882068	0.018568816	0.01920589	0.019648973	0.021826405	0.030870149	0.13916224	0.28946772	0.33063626	0.045652155	0.06507931
n	2.0023119e-05	1.9290177e-05	1.1474736e-05	2.5348601e-05	2.7180044e-05	0.00038838602	0.0063664243	0.036085382	0.82115465	0.008716688	0.12718515
t	0.004981888	0.004146186	0.004655254	0.004917538	0.0061066705	0.013163322	0.1505597	0.39521122	0.29675236	0.03850643	0.08099948
a	0.0020421196	0.002643033	0.002107024	0.0026735484	0.0021940756	0.0042309565	0.01649065	0.037814848	0.4589626	0.14879864	0.3220425
s	5.107505e-06	3.8191474e-06	3.2012952e-06	5.673736e-06	3.1801744e-06	7.6729746e-05	0.0012377638	0.005875146	0.93457836	0.0026392408	0.055571876
t	0.009469798	0.0053972667	0.006070302	0.0057218843	0.0063343123	0.009106521	0.009380717	0.04730372	0.3492163	0.377419	0.17458019
i	0.00010197558	0.0013345444	0.00060231733	0.0012846643	0.0001318022	0.00086740765	0.004531252	0.0056430055	0.16823077	0.103168845	0.71410346
n	2.9637677e-06	2.2040967e-06	1.5352995e-06	3.2353353e-06	1.2403556e-06	3.5693905e-05	0.00030612294	0.002795738	0.95034105	0.001826845	0.044683456
