 	le	canzone	si	scrivono	alla	notte	</S>
a	0.963967	0.006041269	0.016598232	0.003519022	0.0058182427	0.001163157	0.00289312
t	0.98965853	0.01027925	1.6805358e-05	4.4801294e-05	7.531139e-08	1.7336873e-08	4.638263e-07
r	0.3721743	0.5285226	0.030818727	0.05869704	0.0076326723	9.204885e-05	0.0020626422
a	0.8255349	0.04652447	0.060302917	0.030338602	0.020821694	0.0016177504	0.014859705
ù	0.9347605	0.05776899	0.005524673	0.0018497617	8.983324e-05	9.442185e-08	6.101568e-06
d	0.021146141	0.92858464	0.009983419	0.03990686	0.00036902793	1.1142035e-06	8.793133e-06
i	0.08614378	0.7678928	0.017401999	0.042416904	0.0024384456	0.008110038	0.07559603
a	0.0019121944	0.20417	0.32028118	0.46515143	0.0005921615	3.213405e-05	0.007860851
g	0.0020975694	0.1265503	0.6760227	0.18532166	0.009475613	2.4463005e-05	0.00050765584
r	0.006348247	0.11089674	0.2765571	0.139331	0.008285125	0.24918972	0.20939201
à	0.019609077	0.04900352	0.29631028	0.043967355	0.0023259164	0.055141486	0.5336424
f	0.001325477	0.023318987	0.039565455	0.92962205	0.0023279102	0.0008111884	0.003028914
u	0.076897405	0.21971436	0.3850394	0.21237573	0.02194203	0.053217914	0.030813087
t	0.0008026488	0.00090632134	0.22136952	0.24229749	0.23707347	0.016205681	0.2813449
t	0.037853327	0.10106713	0.31717318	0.13745457	0.22592561	0.1329264	0.04759973
e	0.014909387	0.0043302495	0.042305022	0.00831662	0.011614726	0.41350436	0.50501966
t	0.0005409272	0.000115234	0.01540378	0.011375221	0.8988541	0.011661586	0.062049266
s	0.030333927	0.053493004	0.12082537	0.02883276	0.26915595	0.2887617	0.20859732
e	0.00078405347	0.00035105107	0.0021322938	0.00079465215	0.006664715	0.73394454	0.25532877
n	2.4719084e-05	2.1523818e-05	0.00061724376	0.0006296754	0.9128291	0.018558932	0.067318805
ì	0.016856063	0.023843115	0.04302894	0.013904868	0.18110262	0.49094102	0.23032336
t	0.0007924675	0.0014465943	0.0066415295	0.020403469	0.6564326	0.21475853	0.099524714
t	0.0012833499	0.0014518495	0.0019279076	0.0018444734	0.020780347	0.9389364	0.03377559
a	0.00079592544	0.0004969648	0.0009987303	0.00096738426	0.012405579	0.9006443	0.08369112
</S>	0.0003486359	0.0001442712	0.00033966714	0.00023049822	0.046088256	0.31585246	0.6369962
