 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.9626575	0.0037760835	0.0023766996	0.00861427	0.0073716543	0.0035855193	0.006108368	0.0032760033	0.00042583945	0.0018080089
l	0.94400585	0.05572873	0.0002523444	1.0206586e-05	2.777351e-06	1.3051116e-08	8.720856e-09	3.3173635e-09	3.337961e-08	5.867205e-08
ì	0.3530129	0.05025891	0.1952641	0.12703128	0.26135758	0.0006347406	0.0013822383	0.0011380066	0.0074920096	0.0024282127
k	0.22256593	0.729576	0.044938102	0.001742735	0.0009558616	3.4545053e-05	8.23004e-05	3.2256732e-05	5.349361e-05	1.8801713e-05
o	0.5031759	0.1311523	0.33856753	0.016112974	0.0014120769	4.7472062e-05	5.8894184e-05	5.329986e-05	0.00874081	0.0006787076
e	0.040449865	0.27334976	0.6742921	0.0063891667	0.0033231878	0.00013481063	9.527914e-05	5.3764423e-05	0.0016505416	0.0002615313
n	0.0020096824	0.03475811	0.7544072	0.18379728	0.024574373	1.9598001e-05	7.6285705e-06	2.8601492e-06	0.00040369222	1.9406696e-05
p	0.0031002234	0.005602043	0.21702886	0.6360118	0.015793748	0.00075158395	0.00025174778	0.0006841367	0.083651856	0.03712411
r	0.007585978	0.049738225	0.14658329	0.5974541	0.095801	0.009156931	0.006743011	0.0021758373	0.03024966	0.05451197
a	0.03337916	0.4826813	0.05078026	0.16497941	0.0149445245	0.026019352	0.03795107	0.13159102	0.00483511	0.052838866
t	7.558698e-05	0.013508908	0.02004303	0.91782856	0.044019062	0.0013480363	0.00065079384	0.00091991015	0.0015031678	0.00010292473
ì	0.02878545	0.031648375	0.1706349	0.46696448	0.17909923	0.04692336	0.0069385436	0.013631148	0.043165177	0.012209247
m	0.0048596757	0.033995956	0.14161459	0.32609725	0.4016843	0.047844067	0.030882852	0.003464588	0.005453089	0.0041036066
à	0.044832397	0.04715565	0.1937177	0.47274908	0.17037706	0.035484213	0.010014731	0.0002899179	0.014335076	0.011044256
i	0.00937794	0.03889482	0.070132755	0.124755114	0.52691233	0.06366474	0.13040379	0.015001148	0.0060370336	0.014820314
n	0.000484265	0.0018385159	0.0029731458	0.068673104	0.73459715	0.0837449	0.04715766	0.009355556	0.040378075	0.010797704
e	0.0033163882	0.004007021	0.012237781	0.08909491	0.23531465	0.21249917	0.11902374	0.0066131903	0.16222626	0.15566696
m	4.2465046e-05	0.00040675828	0.00027679245	0.004995984	0.13086402	0.24721152	0.506238	0.07302939	0.0061225505	0.030812494
m	0.0031006106	0.0033319544	0.006257432	0.022048024	0.060257886	0.4680247	0.38153115	0.033231515	0.00811624	0.014100511
è	0.03403347	0.06900068	0.038395945	0.12496679	0.10765462	0.072581336	0.14313285	0.02146043	0.014451378	0.3743225
n	0.086400986	0.079415396	0.053686976	0.058777936	0.17111029	0.14583528	0.055230033	0.10202458	0.21371523	0.03380329
o	0.2183189	0.23417296	0.14469995	0.049240977	0.11441214	0.09454853	0.05449297	0.03553859	0.014328663	0.040246308
m	4.0050247e-05	0.0010125361	0.00015994238	0.002035791	0.00624834	0.014422319	0.06657832	0.8561794	0.013150494	0.040172793
i	0.0032324845	0.0036406207	0.0040807906	0.006640757	0.012986378	0.19387786	0.36063516	0.3225514	0.041098505	0.05125598
n	2.0083478e-05	0.00037800035	5.4541557e-05	0.00032522145	0.0013812206	0.00590373	0.023797976	0.8784293	0.023269989	0.06643984
a	0.0057919505	0.0074767107	0.0065109935	0.0072843386	0.011722666	0.112520166	0.20206767	0.45268607	0.091640964	0.102298416
l	1.1876768e-05	0.00020630976	3.252781e-05	9.649195e-05	0.000697712	0.0029494776	0.0120122265	0.8397594	0.025950838	0.11828312
i	0.00794457	0.010833009	0.008425977	0.007886896	0.011659216	0.062249105	0.086806014	0.30883336	0.28648403	0.20887783
p	6.280335e-06	0.00019867679	1.8771105e-05	8.6150496e-05	0.00044298754	0.00094760535	0.0053589433	0.6512253	0.034427088	0.30728808
ù	0.0014519871	0.0022836744	0.0015373088	0.0013996728	0.002300405	0.013069947	0.017630022	0.12049003	0.27651894	0.563318
n	7.2516465e-05	0.00019602463	0.00014445765	4.075882e-05	0.0008304829	0.0021239761	0.0017372924	0.024645008	0.8801212	0.09008839
a	0.004330693	0.005054563	0.004400764	0.0038429585	0.004967508	0.013633277	0.015454311	0.046789728	0.8215656	0.07996058
</S>	1.8830222e-05	0.00010394411	2.4457848e-05	1.896282e-05	6.799395e-05	0.00044118165	0.000600896	0.024149	0.1851546	0.7894202
