 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.8796689	0.006305924	0.008679111	0.0033201552	0.0024152996	0.00643338	0.004574739	0.012130964	0.0042994795	0.01580297	0.018732473	0.00855213	0.015600869	0.0018202313	0.008938839	0.0008624015	0.0003915389	1.4822301e-05	0.0006567741	0.000287509	0.00012245531	0.00038912264
m	0.20133643	0.7763677	0.0050656074	2.2438166e-05	0.017197782	5.4409584e-06	7.14e-07	3.835872e-07	7.240134e-08	3.5296617e-07	2.6568168e-06	2.1608606e-08	3.810659e-07	2.9432774e-08	1.0217896e-08	8.803334e-10	6.1287675e-10	1.1196887e-09	5.092705e-10	3.0906028e-10	2.9546815e-10	8.762664e-09
e	0.057611577	0.013476875	0.10333719	0.026950369	0.79330194	0.0021852262	0.0012498858	0.00071213697	0.0004134418	2.0672423e-05	0.000119964374	9.077568e-06	1.8406154e-05	4.889647e-05	4.3269893e-06	9.672591e-06	1.2779021e-06	0.00046653472	5.753448e-06	7.6271413e-06	1.3071599e-05	3.5998477e-05
s	0.15209046	0.7737098	0.029531978	0.00013626377	0.044485003	3.210155e-05	6.1575574e-06	1.926181e-06	4.9249064e-07	5.68234e-07	4.4001713e-06	2.0620611e-08	3.140757e-07	8.765293e-08	8.398763e-09	5.4739524e-09	7.6458145e-10	2.268223e-07	7.426216e-09	1.0429627e-08	1.2416047e-08	9.27261e-08
s	0.0417247	0.032237828	0.45836732	0.040961597	0.39781225	0.00540696	0.0069638276	0.003585562	0.005758408	0.00034842006	0.0012207627	0.00028386398	0.00034468103	0.0008397364	0.00013217788	0.00017140238	2.4120282e-05	0.0030620147	0.00012481943	0.00010666581	0.00013181774	0.0003910524
è	0.037900884	0.022935767	0.107415594	0.17229277	0.060781397	0.059276707	0.08036927	0.13141537	0.11862713	0.015657855	0.054378882	0.026881903	0.032348447	0.047946814	0.006196609	0.0030781229	0.0020467998	0.00991533	0.0007097262	0.00054463116	0.001016582	0.008263449
r	0.05224772	0.2119972	0.0567895	0.19460663	0.38716236	0.016250575	0.009958748	0.014012075	0.0067585767	0.010508613	0.019027606	0.0048232325	0.011387969	0.0004195837	0.0013206963	0.0006915279	0.00016531217	0.0005126884	0.0005408269	0.00041202072	9.4384326e-05	0.00031213512
e	0.12741612	0.0805064	0.365622	0.02554933	0.15450478	0.008608518	0.022562638	0.035958853	0.071440816	0.00075807096	0.008933848	0.00461739	0.0034242708	0.026913827	0.0048043993	0.009684418	0.0025770443	0.04311206	0.0010416034	0.00089095096	0.0003045855	0.00076807704
m	0.004453789	0.19735685	0.114005364	0.47265717	0.19194376	0.008962227	0.0015692415	0.0026353914	0.0002194112	0.00028789972	0.005538354	2.2465314e-05	0.00024573086	1.2735718e-05	3.3912136e-05	2.4746161e-05	1.7054865e-06	4.3148707e-06	8.172294e-06	1.2185373e-05	1.4229123e-06	3.127857e-06
u	0.015301303	0.01429261	0.17414777	0.44825196	0.31153703	0.0039418377	0.0011972557	0.0034126083	0.0017188555	0.00065537286	0.00858573	0.00036023156	0.0017514435	0.002077692	0.0009913839	0.0022815655	0.0009636367	0.0045020184	0.00042747683	0.00075026735	0.00055255997	0.002299517
p	0.00095288566	0.010739836	0.024217729	0.8396257	0.10532652	0.011440027	0.0018975369	0.002514993	0.00032458908	0.0001501501	0.0023862626	2.9374798e-05	0.00035247862	6.3252273e-06	7.188965e-06	4.3298005e-06	3.4739716e-07	1.1785411e-05	8.009524e-07	1.2164779e-06	5.781172e-07	9.411395e-06
e	0.011354076	0.01629164	0.057882003	0.16449423	0.54091924	0.035568837	0.033151835	0.040796142	0.0430636	0.0014535453	0.007930105	0.0053599183	0.003843491	0.007909809	0.0029518683	0.0051572165	0.0011122458	0.017270776	0.0011998888	0.0011139475	0.00021794533	0.00095763156
k	0.000121895406	0.0028687688	0.004505288	0.87263566	0.045637406	0.055138648	0.0047655324	0.0069286074	0.0004392013	0.00026099334	0.006121155	2.1118405e-05	0.00043689949	1.8388208e-05	4.0590145e-05	3.0356638e-05	1.1517459e-06	9.179372e-06	4.11488e-06	5.8443425e-06	1.4504857e-06	7.786606e-06
a	0.0073901475	0.008486343	0.0651346	0.26413032	0.5334658	0.05323311	0.008635675	0.010963166	0.003059836	0.0027939682	0.011934006	0.0014938968	0.0062999805	0.0017562851	0.0016574184	0.0036069432	0.0016467348	0.004472581	0.0018014982	0.0040553873	0.0010452296	0.002937046
