 	le	ragazze	vogliono	guardate	</S>
t	0.9950346	0.0016947079	0.0005177531	0.000508675	0.0022444115
a	0.9961248	0.0014525764	0.001626861	0.00012081822	0.0006750731
k	0.89114213	0.10474177	0.004094922	1.9282306e-06	1.918093e-05
o	0.631576	0.023250261	0.016939165	0.14953056	0.178704
r	0.9323816	0.04470125	0.0020223279	0.00092765986	0.01996718
à	0.60582095	0.081564195	0.015796836	0.071509644	0.22530837
s	0.12962897	0.7118655	0.11990703	0.008320082	0.030278418
i	0.6076219	0.086289994	0.01133845	0.058123015	0.23662665
a	0.03469346	0.6411185	0.09343288	0.05555765	0.17519744
t	0.001271863	0.07814296	0.90694076	0.0030199313	0.010624508
è	0.013983234	0.016741207	0.03598151	0.3947496	0.5385445
l	0.00041067586	0.08097836	0.9074843	0.009563947	0.0015627388
o	0.046215028	0.03376187	0.09335558	0.4623319	0.3643357
n	6.290762e-05	0.0006832003	0.2499819	0.7373608	0.0119112255
e	0.0017008246	0.0015782008	0.014468608	0.95695806	0.02529438
k	0.00016797823	0.0009066816	0.21299168	0.75517154	0.030762095
a	0.0028384968	0.0022919897	0.004668815	0.9748805	0.015320181
n	0.0003289315	0.0006977862	0.079384804	0.8275969	0.091991514
o	0.004926452	0.003443005	0.004138063	0.95537204	0.032120425
n	0.00022492635	0.00044615212	0.03389563	0.82087684	0.14455646
i	0.0050947056	0.0042391936	0.0050724214	0.93284327	0.05275041
m	7.454888e-05	0.000140071	0.014844817	0.5222763	0.46266434
m	0.0031077883	0.0027542433	0.0036012796	0.8685216	0.122015126
è	0.011553108	0.0056727235	0.008096334	0.3257927	0.64888513
n	0.0022456993	0.0027975503	0.008435291	0.93843925	0.048082232
a	0.047669586	0.040334377	0.047806162	0.57342786	0.290762
</S>	2.9623414e-05	2.9802928e-05	0.0005884688	0.11424038	0.8851117
