 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9204244	0.07444162	0.0005404606	0.0010057999	0.00037728253	0.0020126149	0.0008696026	0.00032823542
s	0.94687283	0.04377874	0.009026688	0.00017985066	0.00010746719	9.582685e-06	1.0379522e-05	1.4420684e-05
o	0.5143681	0.0002972344	0.014839952	0.029019563	0.0073315203	0.05266626	0.34878692	0.032690395
g	0.14417103	0.6324697	0.20296252	0.018491512	0.0013344103	0.00025343796	9.829974e-05	0.00021915717
g	0.0105200345	0.052263163	0.40592998	0.34524733	0.069788314	0.10572263	0.0032590276	0.0072695506
è	0.0063067516	0.8239825	0.115190305	0.0023520477	0.0011656452	0.00026340393	0.004450095	0.046289302
s	0.06641752	0.88597286	0.024266424	0.015937142	0.00090781326	0.0047269817	0.0008997459	0.0008716126
t	0.09626074	0.12227931	0.23633528	0.030937785	0.07588839	0.31855842	0.030045241	0.08969479
e	0.01779226	0.017457867	0.033158053	0.019188447	0.03960651	0.11649336	0.2636225	0.49268097
k	0.00085113494	0.004387964	0.31422114	0.6432825	0.031131191	0.0056907865	0.0001875079	0.00024787328
a	0.011287522	0.047691975	0.28177622	0.37796873	0.19997549	0.05492486	0.006564999	0.019810244
m	0.00056905654	0.0022431526	0.04989193	0.71128136	0.21914159	0.012830047	0.00088947825	0.0031534096
b	0.0053399056	0.015278549	0.06613092	0.14228474	0.69510865	0.050999507	0.00603958	0.018818224
ì	0.014538867	0.021654503	0.050024092	0.17664653	0.61232084	0.03366838	0.0010571084	0.090089686
k	0.0067001604	0.010810526	0.024310594	0.05962092	0.7814241	0.08061726	0.021315243	0.015201224
e	0.015973851	0.020740446	0.030129308	0.039611556	0.78375775	0.08918471	0.001408676	0.019193672
a	0.0004806343	0.00032316396	0.0021031226	0.066549934	0.07064059	0.78658295	0.021167956	0.052151717
p	0.0007249107	5.6122204e-05	0.00046199592	0.0067165415	0.0011683577	0.043794975	0.9079654	0.039111666
ò	0.00037547838	0.00013805709	0.0004249462	0.0016461309	0.0030670944	0.012510344	0.93861777	0.043220162
t	0.0017108378	0.0007603027	0.0027509541	0.0140914405	0.02113407	0.09052701	0.78092325	0.08810205
t	0.0054874374	0.003676999	0.0049697985	0.0070600803	0.014460133	0.016794905	0.89028716	0.05726352
u	0.00023017108	0.00019121746	0.00025539697	0.000825998	0.0004953444	0.010983933	0.9329885	0.054029502
</S>	6.235069e-06	1.4231188e-06	4.4355415e-06	3.765923e-05	4.478249e-06	0.00044134082	0.93567044	0.06383405
