 	voglio	che	Maria	venga	domani	</S>
i	0.20152153	0.5500722	0.015603558	0.06595354	0.14149769	0.025351506
t	0.9165312	0.0446155	0.017685397	0.008566045	0.01258762	1.4174049e-05
è	0.084094726	0.033893436	0.039107155	0.15337296	0.29686475	0.39266697
l	0.9345777	0.064225994	0.0009870175	0.00011902207	7.8678466e-05	1.1710804e-05
o	0.6566695	0.3297679	0.005121668	0.0026778304	0.0019875271	0.0037754874
n	0.060105205	0.696379	0.14888117	0.03974449	0.020540126	0.034349933
a	0.057373077	0.63026786	0.15226533	0.013771448	0.0062889047	0.14003341
r	0.027310865	0.5879823	0.19350475	0.04725528	0.045673672	0.09827305
t	0.1369888	0.5488727	0.020899218	0.006251547	0.012926119	0.27406162
i	0.43221784	0.42928126	0.04470177	0.0019264948	0.005436911	0.08643573
à	0.0071760206	0.072559506	0.37680733	0.016762147	0.011589238	0.5151058
v	0.01012301	0.1172926	0.7605516	0.04510443	0.041233577	0.025694748
v	0.04735813	0.23382723	0.4004617	0.059678167	0.04857461	0.21010014
r	0.03907925	0.045641914	0.90911996	0.003665471	0.00093910046	0.0015542939
i	0.15469085	0.17245091	0.52748895	0.071921214	0.04159569	0.03185242
i	0.00054875726	0.0034177143	0.64084285	0.19968155	0.016827658	0.1386815
M	0.00021678828	0.00063713733	0.029217241	0.22152096	0.21060272	0.53780514
a	0.051331133	0.09067347	0.15122907	0.21787755	0.18580438	0.3030844
r	0.00012311382	0.00025532176	0.027688751	0.31905368	0.6140426	0.038836565
ì	0.032546487	0.03344869	0.026300663	0.007597467	0.0029584903	0.89714813
a	0.0007140223	0.00096208235	0.00770055	0.25709033	0.4044809	0.3290521
</S>	6.1852847e-06	9.255984e-06	3.4064098e-05	0.004639168	0.03562981	0.9596815
