 	il	muro	vuole	uno	specchio	</S>
o	0.94234	0.04235995	0.0014386456	0.0026360787	0.009469023	0.001756224
t	0.87025374	0.12798893	0.0017307845	6.950926e-06	1.4008768e-05	5.565043e-06
ì	0.040241823	0.0030299104	0.0008578554	0.034028646	0.84630245	0.0755393
c	0.078464836	0.9161955	0.004791878	0.00025656572	0.00014675526	0.00014455018
h	0.005318268	0.97364205	0.020714136	0.00014776095	2.3814724e-05	0.00015386731
o	0.016151078	0.9815871	0.0019005546	1.6363669e-05	1.6003196e-05	0.0003288248
t	0.068565026	0.027109576	0.79947025	0.0065282322	0.010535003	0.08779185
è	0.04379923	0.0012332762	0.0014393587	0.0068818643	0.70088124	0.245765
l	0.007114963	0.019736625	0.69481075	0.04385597	0.11312782	0.1213539
i	0.12452412	0.027521897	0.17773715	0.11573557	0.19222197	0.3622593
n	0.00012947171	0.015350299	0.06471987	0.20955606	0.30647156	0.40377274
a	0.03898321	0.021150766	0.13311456	0.5592676	0.07924764	0.16823624
n	7.666339e-05	0.0011422392	0.011099089	0.8169459	0.123007596	0.047728598
g	0.035660464	0.019291826	0.07299378	0.4905885	0.32880783	0.052657653
h	0.0004209019	0.036011793	0.05645118	0.8936228	0.007143182	0.006350161
i	0.0121213235	0.029816262	0.04685302	0.7714944	0.10331972	0.036395308
a	8.456293e-05	0.00051637966	0.0036481263	0.6818868	0.1821217	0.1317425
l	0.00024726975	2.4770276e-05	0.0008265302	0.045476057	0.3274926	0.62593275
ì	0.004916995	0.00017447204	0.0034009938	0.01554351	0.34860516	0.62735885
</S>	8.368867e-05	3.188802e-05	0.000113974515	0.0013346483	0.5759809	0.4224549
