 	voglio	che	Maria	che	venga	domani	</S>
i	0.23164186	0.50389117	0.016748553	0.021531198	0.092907816	0.11219873	0.021080684
t	0.9332264	0.0396951	0.015266776	0.00025263955	0.003975774	0.007577221	6.0826496e-06
è	0.17339315	0.060830448	0.05131887	0.029849613	0.1110274	0.2508035	0.32277706
l	0.9282978	0.07074281	0.0008463644	2.9809493e-05	4.4446057e-05	3.3012908e-05	5.761461e-06
o	0.6225731	0.3651046	0.00567251	0.00078816304	0.0019520866	0.0014420396	0.0024674754
k	0.093389444	0.504285	0.28618705	0.038639013	0.029281374	0.026445571	0.021772545
a	0.0729268	0.5026864	0.2092532	0.0768522	0.0108588375	0.007999192	0.11942342
i	0.041670002	0.53264785	0.2888765	0.0058500418	0.016766718	0.023756066	0.090432845
M	0.0027732623	0.0634404	0.58526385	0.21995431	0.023346609	0.038114708	0.06710678
a	0.02530945	0.041475773	0.044663094	0.74329495	0.02780215	0.01663971	0.100814916
r	0.025742732	0.13687602	0.7283702	0.0134905195	0.0018053821	0.0069798413	0.08673528
ì	0.15299185	0.24859779	0.018956788	0.117619574	0.0053189592	0.013036243	0.44347873
a	0.012052051	0.033135004	0.7346192	0.10610092	0.032297067	0.060966052	0.020829719
n	0.00020149401	0.0005991499	0.09010275	0.7250929	0.026010167	0.017317323	0.14067629
a	0.010931285	0.028205628	0.040323667	0.65579456	0.035614423	0.036997326	0.1921331
r	9.6018484e-05	0.00017151731	0.050065275	0.25882885	0.1695034	0.49512327	0.026211634
t	0.11621965	0.13809213	0.09343981	0.44619077	0.006411515	0.0077234446	0.1919226
i	0.0034795108	0.007983505	0.28949493	0.5035513	0.0044165733	0.003922709	0.18715152
à	8.987111e-05	0.00030495567	0.08278317	0.30081272	0.07419311	0.06913106	0.4726851
v	0.001043973	0.0015156096	0.0036083988	0.0025164909	0.29616097	0.4664844	0.22867015
v	0.032274213	0.03752138	0.035739873	0.04729639	0.2227813	0.4536264	0.17076038
r	0.04113504	0.03999693	0.12512626	0.021929493	0.40179083	0.304415	0.065606534
i	0.0049200356	0.005071211	0.009645758	0.009936565	0.08697238	0.16961268	0.7138413
</S>	5.377872e-06	8.289654e-06	8.3864696e-05	0.00011259611	0.016790826	0.10371283	0.87928617
