 	avete	cucinato	le	verdure	</S>
m	0.97655565	0.009431603	0.008324214	0.0010582325	0.0046303645
a	0.9960705	0.0028750545	8.0085214e-05	2.1218284e-05	0.0009531179
r	0.99405634	0.00462857	0.00080512685	4.2463776e-05	0.00046760897
è	0.1739024	0.08591947	0.1134098	0.46219727	0.16457103
t	0.062163893	0.8508685	0.07770882	0.0020986088	0.0071601574
s	0.06338801	0.7703455	0.055093184	0.018299857	0.092873424
a	0.021920344	0.15003325	0.013385626	0.07669039	0.73797035
t	0.00041512237	0.8762358	0.12177639	0.00027561423	0.0012970844
o	0.04127478	0.20198709	0.2767966	0.3356019	0.14433955
t	1.618901e-05	0.7488608	0.24761356	0.00083447923	0.0026749724
a	0.011801363	0.052193303	0.39231497	0.49655303	0.047137387
l	8.147425e-06	0.10953037	0.8669661	0.010648235	0.0128472
à	0.0038144388	0.014685101	0.34289768	0.61722	0.021382729
c	0.00026975435	0.02555556	0.61586964	0.35261208	0.0056929975
h	0.0007316977	0.004985457	0.043143313	0.94094515	0.010194366
a	0.0064581987	0.017571049	0.06181765	0.850965	0.0631881
n	0.00391598	0.0026354522	0.3971089	0.5760558	0.020283826
a	0.0028082263	0.002452576	0.030864863	0.9470979	0.01677646
</S>	0.0002487666	0.00044308798	0.06964573	0.26998273	0.65967965
