 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.97003514	0.0010063215	0.010642551	0.014223614	0.00082430453	0.0019879213	0.00030631156	0.00097381545
n	0.5031499	0.49350145	0.0006923179	0.0025974938	5.524429e-05	7.903853e-07	2.3709578e-08	2.733741e-06
è	0.066277266	0.0144978035	0.5602099	0.13506891	0.13082601	0.018616866	0.007880761	0.06662256
r	0.2690959	0.4111211	0.11728957	0.19661283	0.004266725	0.0004399754	0.00037646963	0.0007974621
t	0.113943815	0.23446156	0.36712843	0.19412312	0.02172848	0.029917598	0.0086043775	0.030092536
i	0.045121398	0.04119219	0.2104068	0.20924498	0.046035092	0.17496791	0.032126367	0.2409052
s	0.0005275369	0.06313637	0.7366653	0.18082914	0.016171088	0.0025132876	4.2930144e-05	0.0001143393
t	0.020944802	0.02572567	0.60836643	0.105773225	0.05063818	0.15991576	0.010963741	0.017672237
e	0.0027919442	0.016392626	0.29397509	0.1325954	0.01965657	0.16546653	0.2614787	0.10764315
s	7.076785e-05	0.0045341537	0.3705512	0.603159	0.018883094	0.0026595977	4.959875e-05	9.256895e-05
e	0.039049134	0.03461674	0.67986774	0.060026105	0.026991313	0.13587178	0.005023705	0.018553542
t	3.4028426e-06	0.00029722386	0.051120054	0.9309414	0.016936565	0.0002659621	5.4240718e-05	0.00038107598
t	0.019996164	0.02772556	0.6202755	0.1306477	0.057369266	0.08145596	0.030676961	0.031852935
à	0.00042717173	0.002318644	0.042303234	0.73822886	0.017093945	0.038053617	0.099579096	0.06199548
e	0.0024400011	0.010340541	0.03836262	0.09521421	0.8362737	0.016626595	0.00024382611	0.0004984932
v	0.00016680858	0.0005839649	0.022109414	0.017712843	0.8173555	0.14035074	0.00030586822	0.0014148579
ò	0.0035241966	0.0044336976	0.061360914	0.04179375	0.42987588	0.29365087	0.08330898	0.08205173
s	0.001436223	0.0019715899	0.011153835	0.0033078745	0.7538279	0.19569962	0.022704173	0.009898817
t	0.012278279	0.013057154	0.025208427	0.019402629	0.0939287	0.28514346	0.5081727	0.042808704
e	0.004306441	0.005368888	0.00873886	0.26797098	0.019985905	0.118204854	0.23659645	0.33882767
m	3.2139968e-05	5.553643e-05	0.00030406797	0.0048461664	0.0037810595	0.12534004	0.5070229	0.35861808
a	0.0049147843	0.0049974252	0.012117836	0.009428115	0.050648008	0.17345828	0.70203525	0.042400215
r	0.00025728412	0.00032375837	0.00049763103	0.0022407125	0.0033879292	0.12960121	0.48650187	0.37718964
è	0.0032145474	0.0033995009	0.003611458	0.0031867663	0.0034860552	0.023449544	0.8705113	0.08914073
o	0.0030941071	0.003134517	0.0033620314	0.0023138272	0.032350663	0.026598642	0.2434347	0.6857115
</S>	0.00035442517	0.00044985587	0.00029801903	0.0002456413	0.0010882023	0.061870232	0.36539784	0.5702958
