 	hai	già	mangiato	</S>
ì	0.9322765	0.0203236	0.00258408	0.044815775
s	0.99770254	0.0021657322	8.015632e-05	5.157947e-05
e	0.5420019	0.21752302	0.15052758	0.08994748
g	0.49141666	0.47894695	0.0065315864	0.023104867
i	0.024053242	0.11683233	0.76723945	0.091874935
à	0.009475683	0.7162184	0.056181926	0.21812391
f	0.0057042046	0.97011393	0.01803652	0.0061454135
a	0.036332943	0.26245618	0.61310387	0.088107
m	0.0008608829	0.20067467	0.37228203	0.42618242
è	0.010614438	0.031515308	0.90961534	0.048254922
n	0.013803703	0.12655775	0.7758592	0.08377933
a	0.032015443	0.02918345	0.9247028	0.014098305
</S>	0.00028582537	0.0046247668	0.3770329	0.61805654
