 	il	morto	si	piange	</S>
o	0.94078517	0.038462576	0.0077917846	0.0028823295	0.01007805
a	0.9326734	0.06729275	5.1041325e-06	2.2927114e-05	5.8636983e-06
p	0.045504566	0.9478365	0.004185853	0.0024014476	7.16255e-05
e	0.03047707	0.2457082	0.38261348	0.271927	0.06927421
t	0.005476285	0.93194073	0.028534658	0.0073366696	0.026711715
a	0.0971812	0.39179698	0.4053871	0.031336013	0.07429879
m	0.0010184281	0.4188661	0.37209734	0.020773772	0.18724439
m	0.024122618	0.1464465	0.81972563	0.0026052762	0.0070999847
è	0.14867036	0.23054868	0.106600516	0.014071498	0.50010896
n	0.4642902	0.44401002	0.03745648	0.05148459	0.0027587176
o	0.70275813	0.20618609	0.03022914	0.017435867	0.043390732
i	0.0014810557	0.03830089	0.86881036	0.023849815	0.067557886
k	0.0004411456	0.005824628	0.34500185	0.60682094	0.04191155
l	0.008045454	0.019628102	0.57271755	0.18239526	0.21721369
è	0.016572773	0.03542023	0.08661677	0.14063896	0.7207513
e	0.0019636902	0.0045787627	0.029847948	0.89482933	0.068780325
t	0.00014106205	0.000309926	0.009717751	0.8821245	0.10770679
e	0.0009596351	0.0013588568	0.011794615	0.68618274	0.29970416
</S>	7.0266897e-06	3.0035817e-05	0.00068549975	0.25999984	0.7392776
