 	non	sono	ancora	vestita	</S>
e	0.9896485	0.006321259	0.00046433567	0.00038001046	0.003185915
n	0.97422826	0.01209846	0.013654979	8.594486e-08	1.8267918e-05
ì	0.15606014	0.08944447	0.38570604	0.048063308	0.320726
m	0.12192197	0.80969197	0.048015844	0.0039425064	0.016427731
e	0.077583835	0.89938337	0.0071208845	0.0011052232	0.014806703
a	0.00579049	0.20528926	0.7139618	0.009476921	0.06548162
n	0.0011166227	0.04094002	0.94779557	0.00032241258	0.009825286
k	0.003778097	0.0811229	0.052375555	0.5935078	0.26921558
ò	0.009007715	0.053291522	0.02139349	0.057683934	0.8586234
r	0.018264843	0.036996875	0.8668659	0.018095624	0.05977689
a	0.2197758	0.26851434	0.33626178	0.1424421	0.03300591
e	0.00047923418	0.017846195	0.11653018	0.6687902	0.19635414
n	0.0014364689	0.0063325004	0.46788034	0.36202708	0.16232356
d	0.00035648787	0.00079172966	0.008759154	0.9415945	0.048498187
i	0.00070318254	0.0011012646	0.004434644	0.94253534	0.051225528
m	0.0013638326	0.00075821823	0.16641556	0.64800185	0.18346049
è	0.0007312765	0.0010111383	0.001770567	0.972152	0.02433512
n	0.008060485	0.0037677449	0.39708692	0.4792049	0.11187989
i	0.02744579	0.026177758	0.042320114	0.8426821	0.06137426
</S>	0.00012918974	9.147446e-05	0.005496256	0.13744934	0.85683376
