 	avete	cucinato	le	verdure	</S>
e	0.97655565	0.009431603	0.008324214	0.0010582325	0.0046303645
m	0.99397695	0.0059456723	6.292803e-05	6.24818e-07	1.3863047e-05
a	0.033513386	0.013128468	0.10851804	0.7754341	0.06940606
r	0.93820405	0.0047062887	0.043051653	0.0039495076	0.0100883795
è	0.2157509	0.028642723	0.06378325	0.5278519	0.16397126
s	0.060900677	0.5202993	0.3462461	0.03385779	0.03869611
s	0.25174206	0.4837856	0.070572264	0.0740569	0.119843125
a	0.0113036055	0.34835857	0.005653884	0.043304563	0.59137934
t	0.0002138773	0.74150544	0.2524537	0.0005721577	0.0052547418
o	0.03337883	0.19491147	0.4257266	0.27489284	0.07109024
t	2.411581e-05	0.30855098	0.6723562	0.0023651512	0.016703555
a	0.009551395	0.02666115	0.35390857	0.56444377	0.04543513
l	8.682912e-06	0.033139545	0.92519134	0.012381915	0.029278561
à	0.0028470235	0.008318159	0.29693455	0.6692181	0.0226821
c	0.00014436989	0.008372663	0.530851	0.44703925	0.013592726
h	0.00057737564	0.0031567037	0.044521432	0.93392646	0.017817985
a	0.005108758	0.012719099	0.08713576	0.8073614	0.08767491
n	0.0057155685	0.0045220708	0.30059403	0.64692205	0.042246234
a	0.0023619542	0.0021126615	0.0334693	0.94007134	0.021984773
</S>	0.00024665953	0.0003945865	0.042036302	0.19771728	0.7596051
