 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9400825	0.0030431754	0.007687235	0.027028026	0.0065437527	0.004633569	0.00018299365	0.010798767
n	0.9569231	0.022606596	0.0059143417	0.012036038	0.0021272846	0.00030465086	7.071766e-05	1.7313158e-05
a	0.92332834	0.05235227	0.003408599	0.0008888241	0.0029215242	0.010013137	0.005243995	0.0018433434
v	0.036557075	0.91236335	0.036272828	0.0014445703	0.0012025601	0.0011860051	0.007852615	0.0031208908
o	0.005766088	0.07523517	0.8014053	0.016941367	0.0005751806	0.0020471558	0.018742383	0.07928739
r	0.038532495	0.800156	0.10532768	0.012804027	0.0012023286	0.0015335868	0.010739473	0.029704353
à	0.10204781	0.13307835	0.49209467	0.043959625	0.021746293	0.082426906	0.04691256	0.07773381
s	0.014302898	0.022974456	0.16981651	0.65239346	0.11979543	0.016082799	0.001316742	0.0033177007
o	0.18632439	0.20413859	0.20904584	0.10157849	0.037181646	0.17769918	0.01097666	0.07305516
o	0.00075555337	0.015496557	0.5389819	0.4122712	0.023910826	0.003931414	0.00021957191	0.004432948
t	9.433679e-05	0.0018573838	0.25660807	0.492089	0.23267838	0.015023454	0.00079621543	0.00085317035
s	0.003987007	0.010134443	0.18743707	0.4444455	0.1224968	0.08272434	0.017864743	0.13091014
o	0.004848016	0.0133145675	0.48521468	0.36601815	0.0062177316	0.003538703	0.007381901	0.11346621
m	0.00029319533	0.0019240816	0.20687483	0.41520724	0.11437457	0.024032688	0.05036094	0.18693237
ì	0.032870665	0.042815637	0.17180008	0.4185318	0.23310871	0.070793584	0.0031471655	0.026932346
k	0.052137088	0.034888387	0.015499866	0.0085274065	0.21580178	0.55698186	0.06950279	0.046660766
u	0.42681307	0.21670353	0.061021153	0.02711088	0.08294652	0.14907864	0.019181853	0.017144324
à	0.0025238309	0.003150683	0.023453891	0.062159166	0.38377506	0.34649882	0.014520673	0.16391791
i	0.0032093918	0.0026857036	0.00069631357	0.0032623503	0.14872055	0.72624004	0.05751108	0.057674535
k	0.0002522429	0.0013596854	0.0006265974	0.002816357	0.04797005	0.6342578	0.2588991	0.05381821
u	0.0009614709	0.0020242904	0.0020949976	0.01215168	0.031877976	0.14805415	0.5849231	0.2179123
à	0.00023626898	0.0015761701	0.00018850356	0.0004064942	0.008061672	0.7321297	0.05742303	0.19997814
i	0.0032665741	0.0059819017	0.00037779982	0.00071789045	0.014416101	0.38895828	0.3982477	0.18803379
m	0.00032118394	0.0021775297	0.00021963523	0.00042303148	0.0024566073	0.18062308	0.47725967	0.3365193
è	0.0019423448	0.0032385555	0.0016337493	0.0031970104	0.007160188	0.041248426	0.4860628	0.45551684
r	0.008616141	0.01415024	0.00085829064	0.0008678846	0.010877939	0.3642564	0.41749403	0.18287906
i	0.0007424907	0.00094597344	0.00073178264	0.00075815496	0.0011080765	0.008930245	0.65180546	0.3349778
</S>	1.3212739e-05	3.9013506e-05	4.299716e-05	4.9957314e-05	5.133665e-05	0.001721896	0.028509935	0.96957165
