 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.66340834	0.01803009	0.008416605	0.00042981558	0.00992075	0.027597869	0.016426686	0.019271124	0.08321074	0.008267666	0.08378642	0.006686679	0.034492575	0.008469493	0.001033181	0.0071727335	0.0014561269	0.0011383344	0.00017441514	0.00061028346
M	0.92662936	0.07306121	0.00010227119	5.6447418e-05	1.3494217e-05	0.00013110907	1.0225197e-06	1.7570904e-06	1.5133379e-06	1.3571366e-07	1.0706618e-06	8.596477e-08	2.3106598e-07	5.1566047e-08	7.4449353e-09	4.7661974e-08	1.606869e-08	1.0603348e-08	9.704375e-10	3.806044e-08
a	0.011194046	0.053081356	0.47193235	0.17004777	0.22489439	0.044144697	0.004245482	0.0043344917	0.0016648336	0.001692118	0.0020546103	0.00017867607	0.00041280544	0.0009802727	0.0013490401	0.002252711	0.0007245006	0.00041044323	0.00074031245	0.003665024
r	0.9781764	0.021651268	6.56749e-05	2.6179475e-06	7.604699e-06	7.42354e-05	8.3788495e-07	7.682148e-06	2.888858e-06	7.995444e-07	5.2034716e-06	7.5127724e-07	1.5550045e-06	3.403262e-07	1.6354403e-07	4.1723058e-07	1.3503124e-07	1.4966851e-07	2.6456838e-08	1.2431888e-06
ì	0.33926055	0.103432715	0.2581069	0.059430514	0.02199945	0.14265572	0.0025657034	0.022433346	0.0031594646	0.018453317	0.006360735	0.00031537388	0.0009834131	0.0035253635	0.004442173	0.0023408765	0.0007730298	0.0004802887	0.000901193	0.008379919
a	0.684033	0.25902122	0.026769755	0.004744719	0.005058401	0.007821022	0.0013747949	0.0032668337	0.0025680251	0.0013963515	0.0014129123	0.0003665826	0.00061379175	0.00066117087	0.0003603947	0.00030084362	0.00013170199	6.206033e-05	9.643692e-06	2.680137e-05
p	0.0052888184	0.944765	0.031902835	0.014335576	0.00037634757	0.003262079	3.2570101e-06	3.6061705e-05	2.5701731e-06	6.424253e-06	1.5543945e-05	1.3639917e-07	1.1609651e-06	1.0074008e-06	9.736427e-07	1.4576048e-06	4.4970642e-07	1.8764528e-07	3.5198529e-09	7.317379e-08
e	0.0038407159	0.104220726	0.5349933	0.052562613	0.02246095	0.045868713	0.0035115741	0.029126398	0.020201895	0.03759432	0.04413131	0.0031642271	0.012091877	0.031637635	0.018416857	0.022091	0.007987764	0.0031067193	0.0010545609	0.0019369087
r	0.0014990438	0.37365717	0.60307366	0.010963547	0.0025726662	0.0072209374	2.7342867e-05	0.0002317738	8.093863e-05	5.1278632e-05	0.00046664267	2.6097723e-06	6.5755215e-05	3.3486358e-05	1.09553985e-05	3.4423432e-05	3.3366352e-06	3.3499277e-06	1.3465286e-07	8.661546e-07
ò	0.019467765	0.060797088	0.38435578	0.04633076	0.037116457	0.06253668	0.0039018348	0.058303185	0.009573249	0.0800395	0.08256176	0.0018497383	0.0071564307	0.03388668	0.07672217	0.027740756	0.005280569	0.001267035	0.00035599645	0.0007565419
