 	sta	e	dorme	nel	letto	</S>
s	0.94924253	0.016794857	0.003001457	0.019932548	0.00093551737	0.010093158
t	0.9614923	0.028357424	0.0037413116	0.002459605	0.00046824812	0.0034811934
e	0.17188342	0.094115295	0.1403196	0.5759298	0.010783892	0.0069679767
c	0.011739411	0.9743208	0.013630533	0.00027486394	1.7312082e-05	1.7072152e-05
e	0.046711143	0.021778498	0.014901144	0.07378067	0.767605	0.0752235
p	0.00039594143	0.46333286	0.5326164	6.885675e-05	0.00046642602	0.003119616
l	0.011724065	0.16182117	0.7227838	0.04317865	0.044621397	0.0158709
ò	0.037242856	0.12171148	0.06476625	0.53591216	0.012377815	0.22798944
n	0.005430149	0.04211916	0.90571225	0.0429838	0.0005825733	0.0031721075
n	0.006080762	0.052819435	0.90801054	0.021265337	0.0060016	0.0058224113
i	0.05009744	0.058573637	0.79164547	0.0064819893	0.0076928274	0.08550874
s	0.005264853	0.04643446	0.33738244	0.45776376	0.033182263	0.11997226
t	0.017396644	0.022275925	0.04116397	0.75184584	0.12894766	0.038369942
o	0.05248191	0.06239413	0.030324357	0.5133904	0.27271757	0.068691574
g	0.00024005018	0.005312286	0.0036207314	0.9213581	0.037115436	0.032353338
r	0.00967457	0.012678004	0.023127554	0.7866781	0.11390172	0.05393997
à	0.0032340798	0.0054809554	0.007458539	0.16510962	0.34936926	0.46934757
t	0.0073130573	0.025043415	0.1051752	0.17507865	0.52325636	0.16413334
t	0.0038350278	0.005087544	0.008062383	0.08894218	0.88130265	0.012770145
i	0.0069108075	0.008678028	0.008986163	0.026433285	0.79198885	0.15700287
</S>	0.00012927073	0.00031792713	0.00027935798	0.006367175	0.16562553	0.8272807
