 	i	bambini	non	si	vestono	da	soli	</S>
t	0.98919606	0.0051692515	0.0011161042	0.0024135087	5.7464033e-05	0.001541539	0.00016449761	0.0003416417
a	0.8716358	0.10595454	0.006747453	0.014868079	4.4415996e-05	0.00055870693	2.300621e-06	0.00018871247
p	0.019661037	0.97892386	0.0012217867	0.0001923244	5.842817e-07	1.07804546e-07	6.1644627e-09	2.8403664e-07
e	0.08776998	0.22896963	0.4999255	0.16911967	0.00903495	0.0015669973	7.579169e-05	0.003537414
t	0.012183398	0.96365523	0.019143144	0.0049501057	1.4536276e-06	1.2584353e-05	1.7195194e-07	5.395474e-05
ì	0.12542857	0.21619499	0.5861457	0.030685335	0.007287386	0.017878275	0.00059355743	0.015786147
a	0.0076951426	0.6432513	0.3361379	0.012225352	7.0413655e-05	0.0003375331	6.278699e-05	0.00021954285
e	0.00040175513	0.088977	0.9036686	0.0069232704	3.1288985e-06	4.6781543e-06	2.1958387e-07	2.1451444e-05
n	0.0001145568	0.003909035	0.6058157	0.38924548	0.00022234171	0.00021153485	5.4735656e-06	0.0004758983
i	0.006375362	0.019564092	0.47525382	0.342513	0.013756011	0.011846745	0.0047152857	0.12597561
n	8.104158e-05	0.0013412527	0.2235835	0.7577211	0.0072884825	0.00063747604	6.293169e-05	0.009284187
d	0.0067765717	0.012732893	0.1832396	0.6295694	0.080639	0.009121897	0.01118768	0.066732965
ì	0.01150177	0.046303045	0.040368147	0.082362264	0.028213637	0.0009748219	0.0073239002	0.7829524
n	0.029390816	0.03421749	0.47923696	0.15914088	0.13767752	0.07299805	0.025717694	0.061620586
n	0.12972696	0.1414304	0.24674815	0.20742917	0.24483162	0.011265696	0.00087590044	0.017692046
o	0.2851993	0.33955833	0.1752118	0.024749625	0.025533436	0.005769951	0.016828263	0.12714928
t	0.0005312257	0.0048194556	0.01977416	0.2717204	0.25572184	0.243629	0.025854666	0.17794928
t	0.013570734	0.014529152	0.01983564	0.047066465	0.40704888	0.076371245	0.33809656	0.08348127
e	0.006855055	0.066869475	0.022527108	0.16113816	0.038470782	0.23645623	0.38702708	0.08065607
m	7.368064e-05	0.0021737905	0.0052204817	0.14061299	0.012260991	0.6560496	0.08550223	0.098106235
a	0.008275142	0.008894996	0.01775235	0.081584685	0.43173134	0.34534192	0.07330143	0.033118173
n	5.8156427e-05	0.00013648845	0.00035452095	0.0047649806	0.052001916	0.81545144	0.05965501	0.06757748
e	0.0053863656	0.005815519	0.007699607	0.020169556	0.09258197	0.21495736	0.6203458	0.033043865
c	1.0713227e-05	3.626402e-05	0.000100910314	0.0015958765	0.012847595	0.47826263	0.44266623	0.06447974
h	0.0014302414	0.0015643846	0.0021543186	0.0069512785	0.028630469	0.06499157	0.816706	0.07757164
à	0.00083252	0.0013850651	0.0012122699	0.004209945	0.0024870476	0.12010433	0.7618073	0.10796146
t	0.0011983166	0.0012161089	0.0036454103	0.005082809	0.073026195	0.13695383	0.65929174	0.119585544
u	0.0017944619	0.0018169603	0.0019493797	0.0023914808	0.00904529	0.010247814	0.943675	0.029079543
</S>	2.0395082e-05	3.2128868e-05	4.1569638e-05	0.00016979646	0.001194296	0.016390374	0.45320168	0.52894974
