 	voglio	un	forno	che	vende	rustici	</S>
t	0.30968764	0.40604904	0.010455782	0.062202662	0.13738944	0.017984068	0.056231376
è	0.097200446	0.08602441	0.03637868	0.102781616	0.6542349	0.020594036	0.002785902
l	0.9236243	0.07606033	0.00025658307	4.0181916e-05	1.5134295e-05	2.4742817e-06	1.146866e-06
o	0.6924036	0.2763937	0.005518959	0.011081791	0.0073187575	0.0012657847	0.006017488
è	0.030374924	0.957617	0.010677565	0.0007673025	0.0005607744	1.0387548e-06	1.4696394e-06
n	0.042661607	0.90285003	0.053535447	0.00058803573	0.00035470855	7.1178656e-06	3.0459737e-06
a	0.042398624	0.7753477	0.10707863	0.005112712	0.000809591	0.006764399	0.062488437
f	0.007213396	0.33700076	0.6380992	0.0068223258	0.00032242952	0.0011518996	0.009389976
ù	0.027873343	0.09789364	0.68484706	0.07311978	0.001102409	0.016028434	0.099135466
r	0.0038411971	0.06866567	0.83147967	0.08818343	0.0061786342	0.00038872243	0.0012626934
n	0.02128945	0.056195743	0.73508865	0.10346169	0.0050579654	0.027601717	0.05130479
o	0.1662635	0.16882873	0.5283136	0.08558116	0.0074681994	0.0051439716	0.038400915
k	0.00083780166	0.00746955	0.08241013	0.68877584	0.1718697	0.003314087	0.04532289
a	0.018334676	0.031967673	0.18726403	0.4383169	0.05116019	0.07125613	0.20170039
p	6.678306e-05	0.00024328583	0.0025473353	0.2366355	0.73164093	0.0051817815	0.023684354
u	0.033011828	0.026666647	0.1249871	0.34299058	0.08518203	0.20256017	0.18460168
l	1.1937277e-05	5.3139356e-05	0.00017225972	0.030182341	0.9074568	0.04322856	0.018895049
ì	0.016198823	0.015991073	0.05031985	0.14585595	0.21422228	0.4227796	0.13463241
r	0.0017747879	0.004451722	0.01913219	0.07197172	0.70491344	0.057763685	0.13999252
ù	0.06318241	0.06377991	0.09829845	0.15282615	0.3447727	0.19938591	0.07775446
s	0.001161389	0.0018173064	0.0052531823	0.0163544	0.1837397	0.43326795	0.3584061
t	0.013059012	0.012826908	0.016777998	0.023112403	0.054370537	0.7017662	0.17808695
i	0.00081125303	0.0015670349	0.00079148007	0.0045507895	0.03800157	0.6647224	0.28955546
k	7.961496e-06	2.3288954e-05	1.0585166e-05	0.00020689117	0.0113777835	0.6877172	0.30065635
u	0.0028551684	0.0028322118	0.004745148	0.009223156	0.03855325	0.6777188	0.26407227
</S>	4.6817917e-05	3.521332e-05	6.229136e-05	8.116488e-05	0.0024545405	0.700346	0.2969739
