 	io	voglio	che	Maria	venga	qui	</S>
e	0.92878586	0.033492263	0.013062335	0.002162723	0.014320189	0.0054323766	0.0027444072
v	0.92742896	0.07119713	0.0005009329	0.0006496538	0.00022107424	8.8201233e-07	1.2804059e-06
ò	0.5775658	0.08713034	0.18564142	0.031082327	0.06454141	0.018473972	0.035564825
t	0.55684716	0.36877304	0.05189317	0.010364727	0.010682068	0.00084988476	0.00058994174
è	0.15216443	0.11869911	0.051526796	0.05643168	0.594438	0.0043669343	0.022373086
l	0.008501306	0.83295614	0.12838078	0.017920477	0.00979632	0.001649084	0.0007958999
o	0.06855938	0.45618615	0.23483357	0.038255017	0.1172859	0.016268393	0.06861172
n	0.000113803224	0.06645054	0.8097974	0.04949477	0.028664285	0.018066583	0.027412707
a	0.01028571	0.05125943	0.7559674	0.059448622	0.042585287	0.020285955	0.060167484
r	0.0002854522	0.09396188	0.6818153	0.06495645	0.027509065	0.024815733	0.106656194
t	0.057219867	0.0570079	0.75902206	0.013678831	0.017881898	0.05538952	0.039799865
i	0.0028973783	0.52898145	0.40091208	0.0073301783	0.0065569547	0.010438074	0.0428839
e	0.0002385707	0.045748472	0.32957882	0.17727041	0.055859108	0.020747408	0.37055716
M	0.00010002697	0.0022707423	0.05200176	0.60202694	0.24492547	0.07656108	0.022113955
a	0.008595042	0.035526577	0.4194208	0.1695969	0.08604749	0.20061208	0.08020118
r	0.00027752251	0.047669087	0.18283357	0.359702	0.07674751	0.11718813	0.21558225
ì	0.07237401	0.05792494	0.23421225	0.019373996	0.017742222	0.48324332	0.11512927
a	0.0077623054	0.009725213	0.008259933	0.6355982	0.12933555	0.09722946	0.11208932
e	6.294388e-05	0.000200808	0.00053080195	0.07498229	0.09029947	0.42646217	0.40746158
t	6.671865e-06	3.3379183e-05	9.372376e-05	0.006090584	0.015732883	0.9176612	0.06038155
t	4.25224e-05	0.00010865757	0.0006087269	0.0031314176	0.0044254395	0.953626	0.038057283
ù	2.7495246e-06	1.1334918e-05	1.1692619e-05	0.00083223236	0.00021262592	0.6736902	0.32523918
</S>	0.0003959458	0.0004777339	0.00044749046	0.0075745108	0.0973023	0.4273897	0.4664123
