 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.8810895	0.038349744	0.027726853	0.005798903	0.011510059	0.004913514	0.012334408	0.008168169	0.0071952213	0.0007417016	0.0021720238
ù	0.88885105	0.020338038	0.035076387	0.0009015022	0.0012535998	0.05351353	3.523534e-05	2.4052464e-05	6.6417245e-09	1.1386755e-07	6.441615e-06
r	0.5777359	0.40792465	0.011492828	0.0008231464	0.00036310244	0.0015638347	4.7737016e-05	4.6196215e-05	3.7067133e-07	4.4175422e-07	1.7842877e-06
u	0.47287855	0.43712473	0.045002796	0.005665274	0.024199512	0.0042033386	0.007280154	0.0030866768	3.3900556e-05	3.8893693e-05	0.00048619555
k	0.050118897	0.60927457	0.32854357	0.0039385357	0.0032874697	0.0047173896	6.1465245e-05	5.7248704e-05	1.306211e-08	4.0947626e-08	7.7779566e-07
a	0.07746126	0.24116723	0.51551825	0.10613463	0.0084567685	0.0023745338	0.0047929683	0.008206718	0.0003044201	0.0067021404	0.02888109
s	0.007620629	0.50929785	0.44687676	0.006087408	0.0016516796	0.027894462	8.410533e-05	4.560699e-05	4.4548315e-06	2.425988e-05	0.00041270538
e	0.06923517	0.24071023	0.5128038	0.014208047	0.033876665	0.004283721	0.023692543	0.0933719	0.0003265654	0.0016018167	0.005889549
t	0.0011064841	0.022154389	0.851211	0.097966634	0.016685622	0.0069592316	0.0028275184	0.00076424546	1.8201245e-06	1.0287564e-05	0.0003127128
o	0.05316382	0.12275278	0.39756373	0.0264285	0.062282715	0.007311796	0.067212604	0.25164342	0.0011838734	0.0026259858	0.00783082
r	0.0005427779	0.0050216992	0.42277777	0.52038026	0.032332398	0.0047938097	0.009229437	0.0024794342	4.2484407e-06	7.124288e-05	0.0023669307
ò	0.061052293	0.10684353	0.30947655	0.08202754	0.077391125	0.010861305	0.09820876	0.23212728	0.0020597638	0.005961776	0.013990134
m	0.0012780551	0.008166025	0.045331284	0.7445483	0.11507719	0.0786378	0.0050064707	0.001491561	0.00011544432	6.842225e-05	0.00027947786
ì	0.025666855	0.039005097	0.05895922	0.821536	0.032298606	0.01055186	0.0050274692	0.000481357	1.7180057e-05	0.00056614797	0.005890296
a	0.002991383	0.0060055573	0.016657567	0.41070276	0.2758643	0.19049056	0.081527404	0.013121198	0.0009593674	0.00020367811	0.0014761755
f	0.00022793857	0.00028495173	0.0023156893	0.049177457	0.19520845	0.008690136	0.60719484	0.12948494	1.86972e-05	0.00014259916	0.0072542946
o	0.0036536076	0.0043430114	0.0073102056	0.054277062	0.03558859	0.013297674	0.4045882	0.299374	0.009995914	0.06938714	0.098184556
r	4.9504597e-05	7.836377e-05	0.0005807689	0.007316605	0.05216861	0.0025423567	0.54680294	0.31477365	0.0011886731	0.009103488	0.06539504
à	0.004940053	0.0057401937	0.008070378	0.02617729	0.023572227	0.012585651	0.3496444	0.33396137	0.046844415	0.101759985	0.086704105
e	0.00041864061	0.0009949667	0.0040532993	0.016182544	0.10746245	0.037606686	0.4951884	0.30798158	0.01838103	0.0027877016	0.008942722
n	0.00033560328	0.00042966416	0.0010255321	0.002294361	0.00908589	0.007403011	0.22134732	0.7345933	0.0025458713	0.007249833	0.013689734
s	0.0016900842	0.002251523	0.0030484013	0.007706765	0.008532219	0.0041422173	0.19887981	0.4380358	0.057937413	0.11782228	0.15995347
e	0.0028759076	0.0035440535	0.0043079187	0.0042179516	0.010082704	0.0045099757	0.02370073	0.07383952	0.5807915	0.14957011	0.14255966
s	0.000101509104	0.00020073577	0.00042941511	0.00021977363	0.0051978957	0.0029774997	0.031811774	0.2844116	0.37219745	0.09533395	0.2071184
c	0.0036062442	0.0038419971	0.004201242	0.0023322455	0.004925141	0.0057104747	0.0127090495	0.02117624	0.8345942	0.09373233	0.013170892
e	0.00035421725	0.00028025795	0.00032231616	0.0028119432	0.0023288564	6.9094574e-05	0.01948223	0.023642696	0.1327312	0.25159073	0.56638646
r	0.0007630445	0.0013975257	0.0021130722	0.00086297584	0.009771819	0.012573006	0.029830743	0.18571042	0.27047005	0.079183675	0.40732363
r	0.008716452	0.009497142	0.010299656	0.0027341873	0.010286267	0.012082914	0.011134476	0.023362791	0.72708875	0.16050658	0.02429087
è	0.0020189106	0.0014069376	0.0012105386	0.0026083363	0.0018089564	0.0016526631	0.0043572593	0.009759937	0.1572513	0.63103116	0.18689394
o	0.002997193	0.0038548172	0.0042314404	0.0033136045	0.028331775	0.14915289	0.016463377	0.019273931	0.07873684	0.29409102	0.39955315
m	0.00026291716	0.00041490243	0.0006547044	0.000180849	0.0012607074	0.0027458954	0.0029277236	0.015636833	0.017803136	0.43195996	0.5261524
à	0.00042322188	0.00051305076	0.0005924673	0.00055882	0.00075893546	0.00065532327	0.0035461613	0.0064176717	0.05717216	0.7657623	0.16359983
i	0.0049824566	0.0070144753	0.007233551	0.003429798	0.017634127	0.090089686	0.011860709	0.02022203	0.084240004	0.29370743	0.4595858
</S>	2.7249325e-05	4.59616e-05	6.966764e-05	1.8741139e-05	0.00016023703	0.00039805652	0.00022621625	0.0010782174	0.0019985642	0.1477599	0.84821725
