 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.9991617	0.0003691133	2.5884352e-05	6.7338326e-05	6.727555e-05	0.00023726658	6.896832e-06	6.455429e-05
t	0.48981982	0.5073238	0.0018467016	0.0006950594	9.257128e-05	2.8772536e-06	0.00021738585	1.7898972e-06
è	0.12484493	0.0012899851	0.10983955	0.15469536	0.06036531	0.058239277	0.47661158	0.014114014
l	0.08112999	0.90333897	0.00868482	0.0002640453	0.00016874226	5.0292765e-05	0.0062873336	7.5783464e-05
i	0.5672571	0.32786033	0.050049424	0.0019250023	0.0009372519	0.009106323	0.029360592	0.013504
f	0.008080684	0.049307935	0.79523367	0.09585188	0.008686576	0.014910133	0.01650114	0.011428027
a	0.036739446	0.048813272	0.55527437	0.11459757	0.047786202	0.113847844	0.005064785	0.0778765
m	0.0018031781	0.046551675	0.5721279	0.16207707	0.032351717	0.059394095	0.009112846	0.11658154
è	0.032192837	0.047075275	0.41108665	0.22284234	0.24157326	0.01737191	0.00094497635	0.02691277
n	0.035134442	0.06398332	0.75788414	0.10292075	0.019334873	0.013054874	0.002842632	0.0048449263
o	0.22061387	0.41144285	0.2662168	0.058814432	0.022573698	0.0053628185	0.0015148129	0.013460712
o	0.0012520873	0.01224331	0.09157681	0.098422244	0.58833975	0.065961935	0.001347871	0.14085601
l	0.00012746312	0.0011841239	0.009090274	0.02121213	0.7771843	0.17551915	0.00026409084	0.0154184215
i	0.0069574905	0.008521098	0.03124836	0.04298464	0.38545093	0.06345925	0.008807329	0.4525709
m	3.985263e-05	0.00040776393	0.00537407	0.007835577	0.16381198	0.3688495	0.0009420922	0.45273915
i	0.01052272	0.011609457	0.030030234	0.04041829	0.57421595	0.12170437	0.0150359385	0.19646305
a	0.00012607257	0.0003346817	0.004200522	0.007114014	0.013408869	0.6785208	0.00284237	0.2934527
f	0.00023821658	0.0005375812	0.01048876	0.019166019	0.06621632	0.58686405	0.0029225608	0.31356657
o	0.0042617247	0.004832112	0.02111637	0.023195533	0.16097738	0.21330968	0.017633202	0.554674
r	2.1775082e-05	5.3243974e-05	0.0012322079	0.0017403535	0.0007043117	0.13783403	0.0012315718	0.8571825
à	0.008745851	0.0094345845	0.033604216	0.023023138	0.045247458	0.1421079	0.13420624	0.60363066
</S>	0.00067267386	0.000989058	0.02840311	0.030989466	0.0015374138	0.107970424	0.084325396	0.7451125
