 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.5575401	0.029684242	0.073134325	0.07068508	0.15622036	0.097256474	0.0046262667	0.010853157
s	0.9808683	0.01865602	0.00039355978	4.7195066e-05	3.439807e-05	5.7062044e-07	1.5378587e-09	8.297381e-09
o	0.8985378	0.0854671	0.012422072	0.0024740584	0.0010855683	3.537568e-06	7.216105e-07	9.1353795e-06
t	0.9933189	0.0062324074	0.00042349298	4.0574523e-06	2.0958676e-05	1.7938567e-07	4.6795567e-09	7.190302e-08
r	0.24426255	0.70100427	0.049840774	0.00082347734	0.0017583313	1.896266e-05	0.00022100598	0.0020705722
a	0.98850024	0.00889531	0.0004568464	0.0001973454	0.0006619741	5.4849625e-05	0.00022246048	0.0010108678
ù	0.87937033	0.07660103	0.038394812	0.002306885	0.003308342	9.6513395e-06	1.0819688e-06	7.9323e-06
d	0.014761638	0.8067256	0.17191863	0.0012675251	0.0052422592	7.959707e-05	1.1831326e-06	3.5858823e-06
i	0.098754406	0.7770216	0.09965408	0.0010296067	0.0005271626	4.3920896e-05	0.0023656406	0.020603606
ì	0.0016384857	0.059051115	0.93196875	0.004432425	0.0002594291	1.1084053e-05	5.674794e-05	0.0025819722
r	0.0017560124	0.17484668	0.8062258	0.014104132	0.0027387084	0.00029495909	7.3080946e-06	2.6410791e-05
t	0.01615064	0.23936723	0.46065664	0.08773464	0.023729853	0.0031345715	0.039898116	0.12932834
e	0.037645526	0.007847835	0.11375746	0.07324183	0.011967728	0.02194113	0.34797618	0.38562235
g	0.00096530357	8.533886e-05	0.3389632	0.64005345	0.01449809	0.00043480733	0.0012798395	0.0037199643
r	0.011407479	0.12799923	0.317722	0.47265035	0.021555947	0.0015553056	0.020319259	0.026790466
a	0.027056335	0.010357021	0.19823574	0.36927286	0.012354842	0.0034797755	0.036979027	0.34226447
m	0.0015433318	0.00057989365	0.076913856	0.7264741	0.09964353	0.0024760505	0.008191357	0.08417788
m	0.008784614	0.04540209	0.10330544	0.71762985	0.10151778	0.002115805	0.010087018	0.011157429
è	0.18453436	0.12091405	0.1627171	0.2656318	0.043233965	0.000536024	0.015954826	0.20647788
n	0.054307528	0.03983877	0.118421115	0.19018479	0.585827	0.003823173	0.001691947	0.005905692
o	0.22767027	0.25992653	0.2288162	0.13157131	0.07494794	0.008759417	0.0075143944	0.060793933
t	0.00042580115	2.5869245e-05	0.0059979507	0.033331566	0.9256963	0.016951922	0.005785185	0.011785423
è	0.017889468	0.017838664	0.020437507	0.15161866	0.12865022	0.041017033	0.34221455	0.28033385
s	0.00039317075	0.0005087529	0.005754415	0.024925461	0.6875374	0.24239625	0.008613154	0.029871386
s	0.013691327	0.015086277	0.017632365	0.12794635	0.31487888	0.10970823	0.3101453	0.09091129
e	0.003994939	0.0007235628	0.0034836102	0.004649327	0.06370405	0.5180392	0.18599804	0.21940726
r	8.929333e-05	3.479345e-06	0.00039589457	0.0015118849	0.30945954	0.4961948	0.12711889	0.06522628
u	0.010125598	0.011207113	0.012331146	0.09209607	0.23791993	0.21789818	0.34648275	0.071939215
c	2.0243859e-05	3.198727e-06	2.443986e-05	9.378849e-05	0.026933594	0.8494582	0.096282065	0.02718445
h	0.0012979413	0.0017979422	0.0024538948	0.03771976	0.14984502	0.27898243	0.4243439	0.10355905
r	0.0006799883	0.0005339285	0.00095495826	0.0014740699	0.08482651	0.77483815	0.08245443	0.054238014
ò	0.001490882	0.0006833871	0.0010583422	0.0012199457	0.027747044	0.5052491	0.34970123	0.11285017
n	0.0018050335	0.0024427867	0.0027101543	0.004404228	0.07539613	0.15970336	0.48054767	0.27299067
u	0.019755995	0.021249188	0.021458536	0.04594949	0.07717003	0.18237379	0.53082436	0.10121865
a	0.00014699562	0.00010456436	9.045813e-05	0.00015855093	0.0023441415	0.04017922	0.69893104	0.25804502
m	0.00027993217	0.00013039139	0.00011127819	0.00019584477	0.002673078	0.038965754	0.4347601	0.52288365
p	0.000109080145	0.00013878667	0.00014196752	0.0011298783	0.0044510765	0.041946836	0.85996795	0.092114486
ì	0.0002435946	0.00027649253	0.00013762899	0.00016306216	0.0007955751	0.04530045	0.8346252	0.11845814
</S>	0.00033581987	0.00047466194	0.0002573442	0.00019415117	0.00071687635	0.0075987424	0.6321925	0.35822994
