 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.9833536	0.008368909	0.0023111023	0.0006190658	0.0011083113	0.0006770479	0.002877245	0.00028044623	0.00040422787
n	0.9810157	0.018233966	0.00073730625	4.861854e-06	5.094154e-06	1.9262638e-06	2.512009e-07	4.7051977e-08	8.666386e-07
è	0.410421	0.07769883	0.30561903	0.04385711	0.06261725	0.05389886	0.0096929725	0.0048609166	0.03133403
n	0.054721694	0.9255446	0.018458439	0.00062600634	0.0004750992	9.039767e-05	4.978702e-05	1.2695986e-05	2.1241063e-05
a	0.14962338	0.61968184	0.22394234	0.0020564278	0.0010842195	0.00012498246	0.00024452238	0.0006378656	0.0026044608
m	0.0070999637	0.51326257	0.47230804	0.00316385	0.0029483703	0.0003187088	0.00013812396	0.00012519714	0.0006352578
i	0.0038112053	0.0528478	0.79022974	0.082455926	0.04650499	0.0007316254	0.0014893536	0.005529879	0.016399436
l	0.008171133	0.076518156	0.7116353	0.10339448	0.08834465	0.0039061035	0.0009409823	0.00034328373	0.00674586
ì	0.037619386	0.046361573	0.2536022	0.188368	0.19496426	0.107425235	0.12900409	0.015080788	0.027574489
s	0.01336977	0.060192462	0.14189996	0.2981548	0.30928272	0.15279639	0.015142676	0.0027915037	0.006369795
i	0.05586704	0.0595047	0.14193328	0.2064766	0.22610372	0.12562755	0.0445314	0.0923529	0.04760283
m	9.56164e-06	0.00018231949	0.001789615	0.4513708	0.5141021	0.027942704	0.002096719	0.0012691462	0.0012371375
b	0.004771251	0.0075395387	0.04006957	0.2810781	0.3592773	0.2809803	0.010241482	0.0052076373	0.010834718
r	0.0040639546	0.015195502	0.010128789	0.39105287	0.42496932	0.11191342	0.00040061894	0.0016188406	0.040656626
ò	0.02627831	0.041594386	0.041429088	0.20369737	0.2532773	0.2775403	0.050436962	0.0109863095	0.09475998
s	0.0040140143	0.01652554	0.014388973	0.13617453	0.149494	0.57423985	0.068536445	0.009173246	0.027453398
t	0.01580319	0.016161304	0.022396393	0.049602557	0.067772396	0.72554076	0.034037527	0.041479748	0.027206039
i	0.0040756515	0.00951938	0.009234364	0.16687684	0.16580842	0.08360469	0.055668175	0.122204974	0.38300753
n	4.437915e-05	0.000557606	0.0017600226	0.06419506	0.12390536	0.44528896	0.30645502	0.021938425	0.03585517
A	0.004344989	0.0046716486	0.008335297	0.032597527	0.05343039	0.67400885	0.1650086	0.039138004	0.018464755
n	0.0037294477	0.0052397815	0.0023460642	0.006160053	0.009095689	0.17308547	0.6309345	0.08777482	0.08163419
n	0.008290185	0.006725522	0.011849564	0.037763514	0.05074094	0.41061905	0.15354794	0.2719131	0.04855018
a	0.13899626	0.11276938	0.024605354	0.021116368	0.024698807	0.2829215	0.26974863	0.055800483	0.06934333
à	0.0014613012	0.0019310176	0.0017645848	0.003840192	0.0056461324	0.021348026	0.43954894	0.34425297	0.1802068
t	0.000537976	0.00044631027	0.00056333176	0.00035511376	0.00045018343	0.0042900695	0.09906286	0.78708875	0.10720543
s	0.0005622341	0.0005079941	0.0006668181	0.0009661575	0.0011439055	0.013113015	0.028799087	0.9172651	0.036975656
e	0.00048632032	0.00049098395	0.00054922764	0.0009368743	0.00095364026	0.0028161125	0.033562187	0.72195303	0.23825155
t	3.601962e-05	1.9098961e-05	4.798132e-05	4.7394966e-05	4.9452698e-05	0.00018513264	0.042056125	0.6824577	0.27510113
ù	0.0007563433	0.00068313145	0.00082296936	0.0008673252	0.0010371271	0.0049518077	0.0115249865	0.49765086	0.4817054
o	0.0003678484	0.00023882005	0.00043471422	0.00013919773	0.00015623384	0.00052319636	0.01446536	0.8227876	0.16088709
</S>	2.6589436e-05	1.5898157e-05	4.2180098e-05	1.9149955e-05	2.0397389e-05	5.3995896e-05	0.0032584884	0.3105853	0.685978
