 	l	ho	sentito	quando	veniva	</S>
t	0.9855158	0.006168888	0.0010446762	0.004599772	0.0021132624	0.00055762066
o	0.98169875	0.003920572	0.0015555737	0.002703188	0.008858926	0.0012631343
n	0.58101845	0.38389498	0.030675497	0.0005007309	0.003821263	8.908595e-05
ì	0.34764606	0.024982456	0.0075994944	0.050489813	0.008084483	0.5611977
k	0.008664276	0.9378946	0.051249467	0.00018979193	0.0017631451	0.0002385492
u	0.34157854	0.24424453	0.38440707	0.019684194	0.0009204883	0.009165197
s	0.032569546	0.09044776	0.79374623	0.04471951	0.014835574	0.023681318
a	0.17899194	0.1792404	0.5039126	0.07617284	0.00051479385	0.06116734
m	0.00021852461	0.005008606	0.2398096	0.7294043	0.0022048294	0.02335416
ò	0.012704775	0.022739068	0.10292247	0.8438885	0.0012094515	0.016535727
t	0.011091779	0.021364627	0.08762646	0.5564764	0.24835217	0.07508854
t	0.0948163	0.097400434	0.1505697	0.5706951	0.03853409	0.047984358
e	0.0033387616	0.014696375	0.03723044	0.84006417	0.013304885	0.091365375
è	0.00011185467	0.0014502567	0.013665243	0.35641932	0.35861063	0.2697426
r	0.00030875145	0.0002553493	0.00047563476	0.0024427222	0.94440794	0.052109543
k	0.007378373	0.008168613	0.046129774	0.31060052	0.42299435	0.2047284
a	0.02484396	0.021368315	0.027238939	0.13271149	0.64712685	0.14671041
t	0.00018667532	0.00042401894	0.013428656	0.12823805	0.5402269	0.31749576
o	0.0042203646	0.0049828216	0.019223584	0.03554256	0.032102067	0.90392864
</S>	8.271437e-06	4.755256e-05	0.00062255934	0.0132493535	0.10606779	0.88000447
