 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.97412735	0.010137014	0.0005417147	0.0005744239	0.0007270021	0.00072915107	0.0023259264	0.0009199551	0.0011497267	0.0040585734	0.0004098574	0.003351542	4.982929e-05	0.0005551032	4.4142726e-05	1.7696713e-05	1.4967473e-05	0.00026588206
ò	0.8198965	0.1776446	0.0023367503	1.4609496e-05	6.494657e-06	2.431354e-06	1.0392408e-05	1.4983739e-06	9.083608e-07	7.4958925e-06	7.662833e-07	2.3735793e-05	1.5451377e-07	3.2775592e-06	1.3016874e-07	7.4405705e-07	1.367797e-06	4.8175512e-05
t	0.008215226	0.98858285	0.0017159337	0.000274791	0.00016144858	7.9957455e-05	0.0007948324	3.3090644e-05	2.9305813e-05	8.6557826e-05	7.4739006e-07	5.7046723e-06	4.1045718e-07	7.98382e-07	1.2697534e-07	3.0721627e-09	1.8692978e-06	1.6345524e-05
t	0.23290062	0.62396336	0.034205943	0.005499359	0.024419928	0.011958259	0.013982315	0.026190316	0.010264734	0.01027273	0.0026621267	0.00010624547	0.0013589683	0.00014157573	0.001396894	1.86575e-05	2.3754772e-05	0.0006343254
i	0.35307136	0.10432202	0.066576995	0.08447087	0.13546766	0.039432373	0.067619324	0.06828951	0.040465917	0.016918177	0.0046415622	0.0048694606	0.0034517678	0.0006303365	0.0010848719	0.00012503113	0.0006616913	0.007901056
i	0.00035113544	0.88817453	0.109708026	0.0013870648	0.00023261727	1.9288982e-05	7.562882e-05	2.415491e-05	7.85726e-06	1.5229938e-05	5.9287345e-07	1.3445635e-06	4.4238476e-07	9.778448e-07	3.734099e-07	1.4386662e-08	4.0199308e-07	3.5167545e-07
v	0.00013134326	0.43555123	0.5419109	0.018282386	0.0019416136	0.00015311624	0.0011440864	0.00031507772	7.741038e-05	0.0002520294	7.873834e-06	1.4784503e-05	2.4349467e-06	4.838878e-06	5.875308e-06	1.007559e-07	4.0436567e-05	0.00016443433
ò	0.019501856	0.13630696	0.75085497	0.028830167	0.014906212	0.005379076	0.0045736865	0.0057307384	0.004600548	0.00858104	0.0050757243	0.0005330064	0.0074235704	0.00079354655	0.0050176503	0.00030809426	0.00021089437	0.0013723414
e	0.00030194508	0.08187209	0.9079431	0.00808197	0.0004897733	0.00025453765	0.00022039011	0.00016651109	8.993124e-05	8.811179e-05	2.4644309e-05	0.00022452933	1.2954849e-05	2.4900068e-05	1.6317128e-05	9.784103e-06	5.805257e-05	0.00012040938
g	0.00028400015	0.09989512	0.82088643	0.06435854	0.008238949	0.00050966005	0.0021037357	0.0014711135	0.0005130432	0.0013055282	5.49302e-05	9.875688e-06	2.2951463e-05	1.0350956e-05	3.4206972e-05	1.1556502e-07	3.5597313e-05	0.00026591314
h	0.002463928	0.013732131	0.71343297	0.20394467	0.030805197	0.0048642755	0.0021615303	0.0018637447	0.0012538463	0.0024466952	0.0016304707	0.0022641032	0.0031623782	0.0008638258	0.0025962973	0.0017892332	0.0018347389	0.0088900635
