 	vuole	vuole	mangiato	caldo	</S>
t	0.54107475	0.18212447	0.012244043	0.06204843	0.2025083
è	0.50778073	0.10417727	0.18983886	0.087102115	0.11110102
l	0.9887311	0.01055862	0.00066169474	4.047812e-06	4.4580476e-05
i	0.77590847	0.05147063	0.05889322	0.008753199	0.10497451
t	0.55586475	0.2692281	0.16891156	0.00035815756	0.00563745
è	0.055762287	0.052617062	0.36343655	0.070912	0.45727208
l	0.013630116	0.8439823	0.14208597	4.7782683e-05	0.00025384928
i	0.15606646	0.18940875	0.4750411	0.008335648	0.171148
f	0.00064971717	0.016977828	0.95165807	0.008152233	0.022562068
a	0.03528608	0.07719442	0.44632953	0.22895727	0.21223277
m	0.00022427573	0.0076090484	0.073661	0.4730113	0.4454944
è	0.063906446	0.090198115	0.5686684	0.23455863	0.042668357
n	0.030262962	0.045182772	0.6564456	0.12609749	0.14201123
o	0.27430773	0.34843665	0.32452494	0.009717262	0.043013465
t	0.00013205281	0.00065229426	0.008922147	0.75569063	0.23460288
r	0.0041078078	0.0032796557	0.0106028635	0.73204213	0.2499675
e	0.00013362261	0.0004978551	0.00032353532	0.813535	0.18551001
m	1.3218885e-06	2.2304062e-05	0.00010185453	0.7432625	0.25661197
m	0.0037929602	0.0037330985	0.009279041	0.8462779	0.13691697
ò	0.00088385545	0.0019494703	0.0011688742	0.1715318	0.82446605
</S>	0.012982929	0.016677758	0.1091595	0.25901753	0.6021623
