 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9817724	0.015097794	0.00089035113	0.00030834923	0.00039133328	0.00036723516	0.00095792353	7.696633e-05	0.00013759991
a	0.89761454	0.09282092	0.009243445	0.00019336859	3.836485e-05	1.3681359e-06	1.7672075e-05	1.798548e-05	5.2292515e-05
m	0.23834886	0.66592455	0.09459899	0.0009974136	0.00012381039	2.3425566e-06	2.431473e-06	3.0592832e-07	1.2312884e-06
à	0.010287811	0.073055744	0.7700602	0.12950994	0.0022608622	0.00014325486	0.0060087643	0.002277316	0.006396229
t	0.021334315	0.23250103	0.6362957	0.08307808	0.020371404	0.002329418	0.0027389124	0.0004453395	0.0009058107
i	0.04067238	0.119591385	0.58632725	0.06062582	0.011691417	0.0026061335	0.15249774	0.0063740523	0.01961378
è	0.0002365056	0.002970486	0.79641694	0.19506784	0.004715517	0.00010687137	0.00047483013	3.9369265e-06	7.148167e-06
n	0.005762674	0.006551335	0.40035415	0.5719388	0.011243845	0.0013683948	0.0026808737	3.451106e-05	6.540946e-05
a	0.0055302433	0.017580634	0.397361	0.532297	0.01473668	0.00012475961	0.0021769493	0.0047755493	0.025417136
p	0.00013640014	0.0010362555	0.04888615	0.6953734	0.2509619	0.00033168602	0.00025034003	0.00016181766	0.0028620511
r	0.01920234	0.023470527	0.06715632	0.33324113	0.42095467	0.02629839	0.05061426	0.01887215	0.04019017
à	0.010083677	0.015403253	0.06350011	0.22140415	0.25381216	0.0707964	0.0854463	0.07834052	0.20121343
m	0.0065082903	0.017356724	0.067354806	0.29290465	0.37922758	0.20374869	0.019183714	0.0032535866	0.0104620345
a	0.03392296	0.038548358	0.0709072	0.28630915	0.48466283	0.06264923	0.006955715	0.0028472054	0.013197394
n	0.00014120303	0.00045710488	0.002475631	0.034268763	0.66629666	0.22400557	0.028452862	0.006962112	0.036940075
a	0.010146518	0.012562688	0.019800682	0.07513431	0.32097575	0.44299343	0.035860535	0.024058454	0.058467608
s	0.00010091607	0.0004178063	0.00083518674	0.00650957	0.15901914	0.61352235	0.13185601	0.018821862	0.06891714
t	0.011052643	0.012406719	0.011765185	0.017621173	0.048980165	0.7863544	0.032168843	0.04716031	0.03249051
u	0.007809306	0.014920271	0.0330516	0.08163337	0.24390833	0.25810176	0.15983601	0.12217243	0.07856697
d	3.0095223e-05	0.00011302819	0.0003437361	0.0026827394	0.0355165	0.45983052	0.18033239	0.23842934	0.08272163
i	0.007185959	0.008075301	0.007872018	0.011704438	0.03575775	0.80691415	0.062431782	0.041648842	0.01840975
è	6.81794e-05	0.00025040057	0.00017266381	0.0005464971	0.008113169	0.14378715	0.57989454	0.18889147	0.078275904
t	0.0023658096	0.0015758051	0.0013382756	0.002170846	0.0046162186	0.047693096	0.49972573	0.40165696	0.03885732
s	0.0034456318	0.004804525	0.0028860227	0.0036022875	0.006671736	0.13162911	0.07935553	0.6826071	0.08499794
i	0.0014318022	0.0016487747	0.0016648795	0.0022611534	0.0039084656	0.020698301	0.06716561	0.47271156	0.4285094
è	7.744383e-06	1.4195647e-05	8.863125e-06	2.0912707e-05	9.63459e-05	0.0014809628	0.069947466	0.7123818	0.21604182
n	0.000889792	0.0006598724	0.00038129566	0.0005209157	0.00068290316	0.006908914	0.08818129	0.7552352	0.14653978
a	0.015710136	0.02702634	0.006585486	0.0047402675	0.0053770235	0.024932956	0.12533154	0.67917657	0.11111969
p	0.00051166577	0.00074300106	0.00030080197	0.0002272908	0.00051688735	0.0035231316	0.22700779	0.59560704	0.17156248
r	0.0052291793	0.009362254	0.0029879308	0.0023330757	0.0030455492	0.011094259	0.011357466	0.7418149	0.21277538
à	4.113652e-05	7.8468394e-05	5.7890204e-05	8.970555e-05	0.00014820781	8.3271865e-05	0.0029945928	0.5972488	0.39925793
m	0.0009205775	0.0019722697	0.0005721155	0.0003755451	0.0005981518	0.00072591077	0.024944039	0.53524595	0.43464547
a	0.0025605243	0.0033242505	0.0021750657	0.002093215	0.0022809315	0.0067055584	0.0052972636	0.8661908	0.10937237
</S>	7.754615e-05	0.00016863851	4.0188657e-05	3.1881533e-05	5.393929e-05	6.572476e-05	0.0035912078	0.2871875	0.7087834
