 	la	casa	la	costruisce	il	mastro	</S>
o	0.978822	0.007266945	0.0021011136	0.0036778862	0.0070347693	0.000441376	0.0006559368
s	0.4924401	0.50703335	0.00051677285	8.899742e-06	6.2559633e-07	5.071135e-09	3.2696e-07
p	0.6148136	0.015475327	0.027621267	0.2623802	0.04655445	2.0898136e-05	0.033134222
ì	0.056249104	0.15581268	0.48937055	0.10088533	0.171716	5.403083e-05	0.025912315
t	0.15635207	0.70498276	0.12646975	0.009378481	0.0017782333	5.204506e-05	0.0009867275
i	0.35480586	0.22466883	0.041603412	0.10371552	0.21267739	5.3807464e-05	0.062475152
o	0.0012719908	0.6025178	0.3597702	0.023062343	0.012857297	6.3669995e-07	0.00051972555
f	0.0002930714	0.03657476	0.82795286	0.1293722	0.0053905626	5.933108e-07	0.00041600782
a	0.01233784	0.016994398	0.25524938	0.3065142	0.12469497	0.0004021496	0.283807
b	4.2964035e-05	0.011159806	0.73141605	0.19346786	0.03680231	4.1506846e-05	0.027069455
b	0.015291249	0.020660104	0.26039276	0.5414241	0.042757742	0.00025011937	0.11922394
r	0.001549997	0.15878919	0.2698325	0.03768994	0.001541237	0.0031805392	0.5274166
i	0.040616468	0.26940188	0.13116845	0.025075993	0.00891703	0.0005295322	0.5242907
k	0.0005115626	0.015514973	0.16539016	0.6313153	0.10623247	0.00077896414	0.08025661
è	0.032854334	0.042153727	0.1413517	0.58984035	0.05246371	0.0013352117	0.1400009
i	0.005476761	0.010082498	0.14146586	0.65155363	0.075637706	0.08939293	0.026390612
o	0.00017421436	0.00047564242	0.0038937079	0.16307044	0.79248154	0.00015374979	0.039750736
m	1.2246727e-05	2.8810031e-05	0.0007995025	0.05123936	0.9461486	5.124495e-05	0.0017202707
à	0.00056066824	0.0005764683	0.0069196126	0.15412961	0.81585544	0.0020654532	0.019892672
s	0.002366209	0.0017610375	0.01751702	0.16634004	0.62976176	0.12286646	0.05938746
c	0.0029363139	0.0027300294	0.0058227633	0.010333981	0.097659096	0.85832953	0.022188263
i	0.0058898693	0.008307865	0.010815661	0.020950165	0.11344513	0.1992083	0.64138293
a	0.000845607	0.0010157024	0.0046302048	0.033924043	0.69951797	0.042247705	0.21781877
</S>	0.0001828806	0.000249158	0.0011155615	0.0076731103	0.17721604	0.0016560591	0.8119072
