 	ora	ho	finito	di	scrivere	</S>
à	0.9706726	0.0028967364	0.0073705777	0.015025728	9.611367e-05	0.0039381906
r	0.9722076	0.025965977	0.001668034	0.00014562822	1.0819646e-05	1.9936115e-06
t	0.11232259	0.25306857	0.48813888	0.14249933	0.0012545706	0.0027161026
e	0.31349033	0.25148347	0.3174456	0.11313724	7.706549e-05	0.0043663653
s	0.034513507	0.7651882	0.17218345	0.027942015	4.794329e-05	0.00012475027
p	0.091558166	0.22347443	0.28132004	0.3876774	0.013034724	0.002935323
ì	0.0003923943	0.12717803	0.17672132	0.6929445	0.0001631629	0.002600493
c	0.00074497296	0.32720286	0.6696783	0.0023517366	1.824185e-06	2.0348129e-05
c	0.0027114234	0.051805656	0.8883102	0.008132141	0.027253801	0.021786682
e	0.010395271	0.0565869	0.92600673	0.0011218928	0.003002228	0.0028869652
t	0.006591625	0.086586006	0.81707346	0.061580975	0.005699948	0.022468042
s	0.017996425	0.021024588	0.060501978	0.015546437	0.8264882	0.058442418
a	0.022467243	0.6530208	0.030326849	0.14406891	0.089240186	0.060876008
t	0.00011426383	0.2437841	0.006125258	0.74647254	0.00077456096	0.0027292878
s	0.031528845	0.04579462	0.25770313	0.13917139	0.26052487	0.26527715
e	0.0037621604	0.1067652	0.0047725704	0.08671432	0.47321978	0.3247659
g	1.2641494e-05	0.0061719785	0.0001944159	0.96164507	0.0017101854	0.030265665
r	0.041057725	0.048262063	0.1656923	0.13843872	0.28087565	0.32567358
à	0.0018574144	0.043009873	0.0052937446	0.3348873	0.12513591	0.48981574
t	0.0076759467	0.009071345	0.020244064	0.8855717	0.0543572	0.02307976
s	0.007705644	0.008893191	0.012247115	0.04275071	0.92322075	0.0051825633
i	0.01568296	0.045586858	0.01970827	0.1936708	0.40669057	0.3186606
</S>	9.52591e-05	0.002284061	0.00014864306	0.30330023	0.0072460948	0.68692577
