 	tu	le	hai	cucinati	le	verdure	</S>
e	0.99951017	0.00038452132	1.863487e-05	9.7875e-06	5.3787735e-05	6.8012514e-06	1.642343e-05
s	0.12971878	0.8668297	0.0033976627	6.7953506e-06	1.967628e-05	1.1891408e-06	2.621837e-05
ù	0.5591585	0.01610765	0.0018672188	0.034449544	0.3237004	0.011129537	0.05358711
t	0.03720162	0.7347967	0.22469322	0.0020940774	0.0010098421	2.0141397e-05	0.00018437866
a	0.51983833	0.17485422	0.27212164	0.0045648064	0.0041813585	0.013192633	0.011246984
m	0.057123136	0.027520092	0.7414474	0.022651512	0.11524777	0.00074805506	0.0352621
à	0.048122685	0.029045256	0.25080258	0.4980489	0.06602965	0.05842222	0.04952863
r	0.07502432	0.11691423	0.41335434	0.14092869	0.19938824	0.013590446	0.04079975
e	0.10381123	0.09773199	0.1358213	0.1891614	0.041735075	0.12097231	0.31076664
t	0.00018412598	0.00048027208	0.025435947	0.5324109	0.4192545	0.0021375923	0.020096675
s	0.021604137	0.01854576	0.030282846	0.25336516	0.19336563	0.28938603	0.19345039
e	0.0022939404	0.0029134965	0.008535317	0.23843826	0.052848075	0.40212157	0.29284933
t	2.281628e-05	1.5991816e-05	0.00040721908	0.055019815	0.9143842	0.00244269	0.027707314
a	0.022136576	0.011301464	0.0077990666	0.04912505	0.06655848	0.5391592	0.30392024
l	2.2818485e-05	7.6735305e-06	0.00013543064	0.020577457	0.91679615	0.007233066	0.055227432
à	0.008133123	0.003220938	0.0033245347	0.021173384	0.11250834	0.7361422	0.11549741
c	0.00048905483	0.00036371677	0.0030166267	0.0023821667	0.18647304	0.71787107	0.08940429
h	0.001093504	0.000244388	0.00031264557	0.0019838652	0.011266603	0.9582647	0.02683422
a	0.022644341	0.012501565	0.012071592	0.0037806742	0.03180396	0.8468354	0.07036253
n	0.13095345	0.006094142	0.0032691439	0.0033475934	0.07786068	0.69470435	0.083770536
a	0.005548751	0.0016949102	0.0013099737	0.002242361	0.01300067	0.9385668	0.037636485
</S>	0.0028570506	0.00039189213	0.00027115693	0.00060533563	0.0136782965	0.11252108	0.8696751
