 	devo	pulire	l	albero	</S>
è	0.98335546	0.0033775372	0.008752313	0.0023100877	0.0022047835
n	0.9904737	0.009032265	0.0004768959	8.6021254e-07	1.628712e-05
a	0.93711215	0.0230549	0.01185128	0.0060572918	0.021924468
k	0.07471256	0.62893385	0.2834727	0.00042329868	0.012457552
a	0.003331098	0.03467026	0.44467345	0.38577145	0.13155381
t	0.027672144	0.22802626	0.5628096	0.013205934	0.16828601
à	0.09897398	0.1474851	0.35071075	0.15000927	0.25282082
r	0.046394676	0.34939718	0.45508465	0.06582413	0.08329941
o	0.2271362	0.41693395	0.2763811	0.060310934	0.019237803
t	8.449294e-05	0.0029024887	0.9463952	0.027971001	0.022646705
o	0.02015774	0.052012485	0.58374596	0.32803193	0.016051903
n	5.0321818e-05	0.00072052295	0.97133744	0.004192781	0.023698987
à	0.0026747393	0.006229563	0.41668007	0.5407385	0.033677083
r	0.0011985805	0.0048242006	0.46411234	0.49591526	0.03394963
b	0.0005432996	0.00068017974	0.0319233	0.9451763	0.021676812
u	0.008357658	0.002963923	0.028637702	0.77173287	0.18830779
r	0.0013321639	0.0012535144	0.22668277	0.48244333	0.28828827
o	0.0009169635	0.0004606916	0.053079702	0.053341523	0.8922011
</S>	1.010259e-05	1.9675848e-05	0.013376312	0.018771006	0.9678229
