 	lo	sentii	che	arrivò	</S>
t	0.9864168	0.0061768484	0.0024526566	0.0029554595	0.0019980732
o	0.9376749	0.016739743	0.019042645	0.025056813	0.0014858323
n	0.867647	0.114577845	0.012742861	0.0044753924	0.0005568258
ì	0.15346701	0.05042527	0.014587486	0.4829277	0.29859248
k	0.025703965	0.9424999	0.011385851	0.015541262	0.0048691616
u	0.66452944	0.12117848	0.15495257	0.015254025	0.0440856
s	0.03336057	0.11728069	0.44475663	0.24279812	0.16180392
a	0.22751564	0.2678857	0.38559598	0.021441344	0.097561374
k	5.1697254e-05	0.0006211097	0.8067104	0.18201523	0.010601571
a	0.03450378	0.045849618	0.53568554	0.26430482	0.1196563
ì	0.00017447627	0.0017783227	0.30298245	0.6143267	0.08073798
r	0.00029479642	0.00061299885	0.005611231	0.9905116	0.0029693858
t	0.003545616	0.004750261	0.015542714	0.95874035	0.017421097
e	0.0004978827	0.0005739371	0.0049112723	0.8044779	0.18953902
</S>	1.5705967e-06	3.9749534e-06	0.0004807887	0.7984913	0.2010224
