 	avete	cucinato	le	verdure	</S>
è	0.97655565	0.009431603	0.008324214	0.0010582325	0.0046303645
c	0.9988304	0.00087920163	0.0002854701	1.4565792e-06	3.461093e-06
h	0.10166702	0.35116223	0.03154208	0.25837454	0.2572541
e	0.7426883	0.074426554	0.0037591727	0.08454196	0.094584025
t	0.3519557	0.2616895	0.35556066	0.0052562086	0.025537862
e	0.10858425	0.007838096	0.106122196	0.62737334	0.15008216
m	0.0011067598	0.03143633	0.9653553	0.0011852299	0.0009165247
a	0.007633639	0.13471597	0.4008107	0.43431664	0.02252309
r	0.00047206137	0.054341834	0.8981612	0.007268167	0.03975671
à	0.1745378	0.017194798	0.089976445	0.60746866	0.110822335
t	0.031877115	0.17605487	0.5810314	0.0840875	0.12694916
a	0.07955045	0.12907308	0.23783126	0.5443036	0.009241603
t	8.801242e-05	0.05963104	0.80464756	0.018859396	0.116773956
a	0.0061832294	0.012425627	0.06922815	0.90426725	0.007895724
l	0.0001874574	0.014013652	0.81965256	0.00793199	0.15821433
à	0.0012087423	0.0024190943	0.11017249	0.84632003	0.03987969
c	0.0002223475	0.0014753899	0.40401864	0.4386313	0.15565228
h	0.00070530945	0.0018370823	0.03133319	0.9071952	0.05892924
a	0.0069015794	0.011288126	0.10117747	0.7637073	0.1169256
n	0.0039997487	0.0029230153	0.17026766	0.7136439	0.10916564
a	0.0019475616	0.0016382613	0.033715624	0.9275176	0.035180982
</S>	0.00010791259	0.00019562317	0.013168334	0.07284229	0.9136858
