 	non	mi	aspetti	che	non	vengo	</S>
m	0.84997505	0.1185598	0.0071709873	0.0030469473	0.011949013	0.0010956903	0.008202422
ì	0.5815967	0.41625607	0.0012665985	1.2519746e-05	2.0804973e-05	1.1439086e-05	0.0008358629
m	0.2508641	0.68429905	0.05830017	0.004789907	0.0012267507	6.470341e-05	0.00045534543
e	0.013692187	0.56095755	0.3865154	0.0022554828	0.002079922	0.003326398	0.031173112
m	0.13609076	0.7767817	0.07918078	0.0057015996	0.0013001617	1.3766169e-05	0.00093117205
ì	0.005902687	0.073025495	0.7358116	0.058695655	0.007740201	0.039387446	0.079436846
n	0.28778097	0.23422247	0.30866745	0.07318893	0.094990864	5.032986e-05	0.0010989327
i	0.08386573	0.37991214	0.32283983	0.068940826	0.047968343	0.012628238	0.08384488
k	0.0041504223	0.012138725	0.047572985	0.83765477	0.093705535	0.00024393313	0.004533616
a	0.0072186994	0.017627064	0.07824246	0.41179854	0.20384184	0.10293289	0.17833853
e	0.00070631946	0.001640769	0.0046214187	0.48373917	0.47460046	0.004797854	0.029894035
n	0.00027070023	8.962668e-05	0.0030596948	0.09296466	0.8951069	0.0025030118	0.0060054413
è	0.0024915617	0.0032292963	0.010084061	0.070344076	0.31119984	0.5619187	0.04073249
r	0.011624369	0.011080684	0.0021590868	0.04335651	0.72728425	0.11602092	0.088474154
k	0.005241819	0.004806147	0.005383553	0.010656453	0.028306607	0.9349519	0.010653587
o	0.09984232	0.11407152	0.043291833	0.07902075	0.12919502	0.25011358	0.284465
m	0.0022694536	0.0018524623	0.0012015208	0.007366643	0.19479708	0.20914587	0.58336693
e	0.0021956223	0.00228935	0.0025309215	0.0044525447	0.012360068	0.8449446	0.13122694
</S>	0.00020097212	0.0001397687	0.00012282298	0.0009242143	0.023681862	0.078913875	0.8960164
